$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,<$bug
-0.5533,1.56217,-0.14502,-0.36695,-0.48429,-0.35426,-0.24399,-0.15945,-0.5237,-0.20098,-0.33373,-0.64707,-0.28698,1.45601,0.50484,2.50989,1.1751,-0.32658,-0.27995,-0.62408,0
-0.17831,-0.79148,1.13059,0.34904,-0.3301,-0.29824,0.48799,-0.15945,-0.9588,-0.97553,-0.27604,1.7981,0.78445,-0.84193,0.06181,-0.52611,-0.44585,-0.25435,-0.27995,-0.29432,0
-0.6283,-0.79148,-0.14502,2.73568,-0.57681,-0.36627,3.56232,-0.37065,-0.63248,0.05297,-0.33278,-0.64707,-0.28698,-0.84193,0.6782,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.7783,-0.79148,-0.14502,-0.60562,-0.63848,-0.37827,-0.39039,-0.58185,-0.85003,0.81481,-0.34792,-0.64707,-0.28698,-0.84193,2.06509,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.6283,1.56217,-0.14502,-0.36695,-0.23758,-0.36627,-0.24399,-0.15945,-0.63248,0.81481,-0.29212,-0.64707,-0.28698,1.4651,0.6782,-0.52611,-0.44585,-0.05038,-0.05166,0.3652,0
-0.3283,1.56217,-0.14502,-0.24762,-0.36094,-0.29423,-0.39039,0.05175,-0.19738,0.81481,-0.31198,-0.64707,-0.28698,1.35354,0.28195,0.99189,1.49929,-0.29562,-0.27995,-0.32129,0
0.04669,1.56217,-0.14502,-0.24762,0.00912,-0.11415,-0.39039,0.05175,0.34649,0.81481,-0.25712,-0.64707,-0.28698,1.26735,-0.77803,0.99189,-0.12166,-0.25293,-0.05166,0.01187,0
0.42168,-0.79148,-0.14502,0.34904,0.99595,0.15798,0.63439,0.05175,-0.41493,-0.80411,0.47113,-0.64707,0.07017,-0.84193,-1.21143,-0.52611,-0.44585,0.47453,1.77467,2.94225,0
1.54666,0.77762,2.0873,1.3037,1.70523,0.56618,0.78078,1.74134,0.56404,-1.24135,0.8239,1.39057,0.78445,0.63064,-1.34434,2.50989,7.65891,0.26513,0.86151,0.93934,0
0.64668,-0.79148,0.17388,-0.60562,0.78008,0.23002,-0.39039,-0.58185,0.78159,-0.83719,-0.04148,1.55358,-0.28698,-0.84193,-0.61744,-0.52611,-0.44585,-0.12262,0.74736,0.13906,1
0.49668,-0.00693,-0.14502,0.11038,0.41002,-0.37827,0.48799,-0.37065,-0.85003,-1.19544,1.66375,-0.29776,0.07017,0.88834,-0.59311,0.99189,1.82348,1.61251,1.54638,5.73544,0
-0.7033,0.77762,-0.14502,0.70704,-0.57681,-0.37827,1.21997,-0.58185,-0.74125,-0.70888,-0.33657,0.57551,-0.28698,1.38329,1.02492,-0.52611,-0.44585,-0.29684,-0.27995,-0.62408,0
-0.85329,-0.79148,-0.14502,0.34904,-0.66932,-0.37827,0.78078,-0.58185,-0.9588,0.81481,-0.34886,-0.64707,-0.28698,-0.84193,-2.09557,-0.52611,-0.44585,-0.37333,-0.39409,-1.04805,0
-0.10331,-0.00693,-0.14502,0.22971,0.22499,-0.2302,-0.24399,0.68535,-0.30615,-1.16841,-0.13323,1.7981,0.78445,0.01484,-0.99762,-0.52611,-0.44585,-0.01469,-0.27995,-0.4545,0
-0.85329,-0.79148,-0.14502,-0.36695,-0.66932,-0.37827,-0.24399,-0.37065,-0.9588,0.81481,-0.34886,-0.64707,-0.28698,-0.84193,-2.09557,-0.52611,-0.44585,-0.37333,-0.39409,-1.04805,0
-0.5533,-0.79148,-0.14502,-0.60562,-0.54597,-0.35426,-0.39039,-0.58185,-0.5237,0.81481,-0.34508,-0.64707,-0.28698,-0.84193,-0.01524,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.6283,1.56217,-0.14502,-0.36695,-0.48429,-0.36627,-0.39039,-0.15945,-0.63248,0.81481,-0.33278,-0.64707,-0.28698,1.4651,-0.01524,-0.52611,-0.44585,-0.29401,-0.27995,-0.48273,0
-0.6283,-0.79148,-0.14502,0.5877,-0.26842,-0.37827,0.34159,0.47415,-0.74125,-1.97863,-0.19092,1.7981,0.42731,-0.84193,-0.01524,-0.52611,-0.44585,0.53886,-0.27995,-0.76543,1
0.27168,1.56217,0.17388,0.46837,0.16331,-0.15016,0.48799,0.26295,0.56404,-0.98097,-0.15971,1.49245,0.78445,1.18125,-0.50065,2.50989,2.14767,-0.17276,-0.1658,0.25209,0
-0.7033,-0.00693,-0.14502,-0.12829,-0.57681,-0.37427,0.0488,-0.37065,-0.74125,0.81481,-0.3413,-0.64707,-0.28698,1.25239,1.02492,-0.52611,-0.44585,-0.32233,-0.27995,-0.62408,0
-0.17831,1.56217,-0.14502,-0.36695,-0.29926,-0.2342,-0.39039,-0.15945,0.02017,0.81481,-0.30157,-0.64707,-0.28698,1.32939,0.21591,-0.52611,-0.44585,-0.29589,-0.27995,-0.29432,0
0.64668,-0.79148,-0.14502,-0.48629,0.22499,-0.14616,-0.24399,-0.58185,0.56404,-1.39855,0.16848,-0.15804,0.78445,-0.84193,-0.80577,-0.52611,-0.44585,0.0703,0.74736,2.3013,1
-0.17831,1.56217,-0.14502,-0.24762,-0.29926,-0.2342,-0.39039,0.05175,0.02017,0.81481,-0.30157,-0.64707,-0.28698,1.30475,0.21591,0.99189,1.49929,-0.29589,-0.27995,-0.29432,0
-0.7783,-0.79148,-0.14502,-0.60562,-0.60765,-0.37827,-0.39039,-0.58185,-0.85003,0.81481,-0.34035,-0.64707,-0.28698,-0.84193,2.06509,-0.52611,-0.44585,-0.32233,-0.39409,-1.04805,0
-0.5533,-0.79148,-0.14502,-0.36695,-0.54597,-0.35426,-0.24399,-0.37065,-0.5237,0.81481,-0.34508,-0.64707,-0.28698,-0.84193,1.02492,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.7783,1.56217,-0.14502,-0.24762,-0.60765,-0.37827,-0.39039,0.05175,-0.85003,0.81481,-0.34319,-0.64707,-0.28698,1.51418,2.06509,-0.52611,-0.44585,-0.28834,-0.39409,-1.04805,0
-0.10331,1.56217,0.17388,0.11038,0.22499,-0.20619,0.0488,0.26295,0.02017,-0.79353,-0.2401,0.57551,-0.28698,1.27322,-0.74336,2.50989,2.14767,-0.19826,0.29078,0.22385,1
1.32166,1.56217,1.13059,1.42303,1.64356,-0.05812,1.36637,1.31895,1.65179,-1.10794,0.28008,0.98304,0.07017,0.91404,-0.68955,2.50989,3.76862,-0.00232,0.86151,1.32032,1
1.09667,-0.79148,-0.14502,-0.60562,0.13248,0.92235,-0.39039,-0.58185,1.86933,0.81481,-0.32427,-0.64707,-0.28698,-0.84193,-0.06858,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.4033,0.77762,0.49279,0.46837,-0.02172,-0.31824,0.63439,0.05175,-0.30615,-0.40414,-0.26563,-0.64707,-0.28698,1.31451,-0.70868,0.99189,0.85091,-0.14386,-0.1658,-0.05876,0
2.52164,-0.00693,-0.14502,0.9457,1.2735,3.07138,0.0488,1.53014,0.78159,-0.86616,0.56098,1.49245,1.85588,0.24992,-1.59921,0.99189,1.1751,-0.03603,0.17664,0.271,1
1.84665,-0.79148,-0.14502,-0.60562,1.45853,0.6062,-0.39039,-0.58185,2.8483,-1.00636,0.0635,1.7981,1.85588,-0.84193,-1.57163,-0.52611,-0.44585,-0.1873,-0.1658,-0.08234,0
-0.02831,-0.00693,-0.14502,0.34904,0.50254,-0.23821,-0.24399,0.89655,-0.19738,-0.96283,-0.10958,0.98304,0.42731,-0.11698,-1.12895,-0.52611,-0.44585,-0.01329,0.29078,0.03112,1
-0.4033,0.77762,0.17388,-0.24762,-0.02172,-0.36627,-0.0976,-0.15945,-0.5237,-0.86125,-0.16727,0.57551,-0.28698,1.39018,0.44705,4.02789,0.52672,0.14225,-0.05166,0.0825,1
0.19668,-0.79148,-0.14502,-0.60562,-0.23758,-0.0141,-0.39039,-0.58185,0.56404,0.81481,-0.33562,-0.64707,-0.28698,-0.84193,-0.01524,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.17831,-0.79148,1.7684,0.5877,-0.29926,-0.37827,0.48799,0.26295,-0.41493,-1.24217,-0.17579,1.7981,0.78445,-0.84193,-0.15393,-0.52611,-0.44585,-0.0636,-0.1658,-0.29432,0
-0.02831,1.56217,-0.14502,-0.24762,-0.23758,-0.15817,-0.39039,0.05175,0.23772,0.81481,-0.29117,-0.64707,-0.28698,1.25808,0.17388,0.99189,0.85091,-0.29607,-0.27995,-0.27719,0
0.42168,-0.79148,-0.14502,-0.60562,-0.14507,0.16599,-0.39039,-0.58185,0.89037,0.81481,-0.33278,-0.64707,-0.28698,-0.84193,-0.1988,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,1
0.87167,0.77762,16.43792,5.95765,0.62589,0.63421,7.36863,0.05175,0.89037,0.81481,-0.11336,-0.64707,-0.28698,0.96275,-0.19614,0.99189,0.20253,-0.20631,0.06249,0.31602,0
-0.7033,-0.79148,-0.14502,-0.60562,-0.60765,-0.37427,-0.39039,-0.58185,-0.74125,0.81481,-0.34697,-0.64707,-0.28698,-0.84193,1.02492,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
0.12169,1.56217,-0.14502,-0.36695,-0.17591,-0.06612,-0.24399,-0.15945,0.45527,0.81481,-0.28077,-0.64707,-0.28698,1.24745,0.14478,-0.52611,-0.44585,-0.29618,-0.27995,-0.26532,0
0.64668,-0.79148,-0.14502,0.5877,0.50254,-0.13015,0.34159,0.47415,0.45527,-1.1536,0.21955,0.90895,1.1416,-0.84193,-1.12579,-0.52611,-0.44585,0.11109,0.86151,1.19898,0
-0.4033,-0.79148,-0.14502,-0.36695,-0.3301,-0.37827,-0.0976,-0.58185,-0.30615,-0.9459,0.22617,-0.64707,-0.28698,-0.84193,-0.1886,-0.52611,-0.44585,1.30656,0.51907,1.07179,0
-0.10331,-0.79148,-0.14502,2.01969,-0.36094,-0.19819,2.53754,-0.15945,0.12894,-0.53958,-0.30063,-0.64707,-0.28698,-0.84193,-0.84737,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
0.79667,-0.79148,0.17388,0.34904,0.84176,-0.2142,0.48799,-0.15945,0.02017,-0.94728,0.21482,1.44879,0.07017,-0.84193,-1.14996,-0.52611,-0.44585,0.06474,0.86151,1.03321,0
-0.3283,1.56217,-0.14502,-0.24762,-0.36094,-0.29423,-0.39039,0.05175,-0.19738,0.81481,-0.31198,-0.64707,-0.28698,1.35354,0.28195,0.99189,1.49929,-0.29562,-0.27995,-0.32129,0
-0.3283,-0.79148,-0.14502,-0.48629,-0.39178,-0.32625,-0.24399,-0.58185,-0.30615,-0.58191,0.3321,1.7981,-0.28698,-0.84193,-1.0554,-0.52611,-0.44585,1.32882,0.86151,1.98027,0
-0.6283,-0.00693,-0.14502,-0.24762,-0.29926,-0.37427,-0.24399,-0.15945,-0.63248,-2.23258,-0.19848,-0.64707,0.07017,0.92515,1.60279,-0.52611,-0.44585,0.49353,0.63322,1.49576,0
-0.25331,-0.79148,-0.14502,-0.60562,-0.42261,-0.26622,-0.39039,-0.58185,-0.0886,0.81481,-0.3413,-0.64707,-0.28698,-0.84193,-0.01524,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.5533,0.77762,-0.14502,0.11038,-0.39178,-0.37827,-0.24399,0.47415,-0.9588,-1.65212,0.20253,1.7981,-0.28698,1.34178,-0.4053,0.99189,0.52672,2.05727,-0.27995,-0.4121,1
0.49668,-0.79148,-0.14502,0.11038,-0.11423,0.23402,0.1952,-0.15945,0.99914,0.81481,-0.33184,-0.64707,-0.28698,-0.84193,-0.43131,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
1.77165,1.56217,-0.14502,-0.24762,0.65673,2.00287,-0.39039,0.05175,2.8483,0.81481,-0.15971,-0.64707,-0.28698,0.88834,-0.81171,-0.52611,-0.44585,-0.2932,-0.27995,-0.22437,0
0.19668,-0.79148,-0.14502,-0.36695,-0.23758,-0.0141,-0.24399,-0.37065,0.56404,0.81481,-0.33562,-0.64707,-0.28698,-0.84193,-0.01524,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.17831,-0.79148,-0.14502,0.70704,0.13248,-0.31424,-0.24399,1.53014,0.02017,-0.89934,-0.16822,1.7981,-0.28698,-0.84193,-0.70868,-0.52611,-0.44585,-0.03905,-0.1658,-0.20011,0
-0.25331,-0.79148,-0.14502,-0.60562,-0.42261,-0.26622,-0.39039,-0.58185,-0.0886,0.81481,-0.3413,-0.64707,-0.28698,-0.84193,-0.14526,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.4033,-0.79148,-0.14502,0.46837,-0.23758,-0.36627,0.63439,-0.15945,-0.30615,-1.12246,-0.22402,-0.64707,0.42731,-0.84193,-0.01524,0.99189,-0.12166,-0.05605,-0.27995,-0.48273,0
-0.3283,1.56217,-0.14502,-0.36695,-0.23758,-0.29423,-0.39039,-0.15945,-0.19738,0.81481,-0.30914,-0.64707,-0.28698,1.37281,-0.66906,-0.52611,-0.44585,-0.28834,-0.27995,-0.32129,0
0.27168,-0.79148,-0.14502,-0.00896,0.90343,0.04193,0.0488,-0.15945,0.56404,0.81481,0.14956,-0.64707,-0.28698,-0.84193,-0.43131,-0.52611,-0.44585,0.20684,0.17664,2.17411,0
-0.7033,-0.00693,-0.14502,0.46837,-0.11423,-0.37827,-0.0976,1.31895,-0.85003,-2.23258,-0.12282,1.7981,-0.28698,0.92515,0.28195,2.50989,0.20253,1.63234,-0.27995,-0.62408,0
-0.6283,1.56217,-0.14502,-0.36695,-0.48429,-0.36627,-0.39039,-0.15945,-0.63248,0.81481,-0.33278,-0.64707,-0.28698,1.4651,0.6782,-0.52611,-0.44585,-0.29401,-0.27995,-0.48273,0
3.12163,-0.79148,0.49279,1.90036,3.21631,2.58314,-0.0976,3.43094,1.43424,-0.84873,0.83998,1.7981,3.6416,-0.84193,-1.6505,-0.52611,-0.44585,0.00574,-0.05166,-0.18409,1
0.04669,-0.79148,-0.14502,-0.60562,-0.29926,-0.11415,-0.39039,-0.58185,0.34649,0.81481,-0.33751,-0.64707,-0.28698,-0.84193,1.02492,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.10331,-0.00693,-0.14502,0.5877,0.56421,-0.31824,-0.0976,1.10775,-0.19738,-1.35222,0.35574,1.55358,0.42731,-0.05656,-0.95139,-0.52611,-0.44585,0.85897,0.06249,-0.11532,0
-0.85329,-0.79148,-0.14502,-0.48629,-0.66932,-0.37827,-0.24399,-0.58185,-0.9588,0.81481,-0.34886,-0.64707,-0.28698,-0.84193,-2.09557,-0.52611,-0.44585,-0.37333,-0.39409,-1.04805,0
-0.02831,1.56217,-0.14502,-0.24762,-0.23758,-0.15817,-0.39039,0.05175,0.23772,0.81481,-0.29117,-0.64707,-0.28698,1.25808,0.17388,0.99189,1.49929,-0.29607,-0.27995,-0.27719,0
-0.7783,-0.79148,-0.14502,-0.60562,-0.63848,-0.37827,-0.39039,-0.58185,-0.85003,0.81481,-0.34792,-0.64707,-0.28698,-0.84193,2.06509,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.5533,-0.79148,-0.14502,-0.60562,-0.54597,-0.35426,-0.39039,-0.58185,-0.5237,0.81481,-0.34508,-0.64707,-0.28698,-0.84193,2.06509,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.6283,1.56217,-0.14502,-0.36695,-0.48429,-0.36627,-0.39039,-0.15945,-0.63248,0.81481,-0.33278,-0.64707,-0.28698,1.4651,0.6782,-0.52611,-0.44585,-0.29401,-0.27995,-0.48273,0
5.22159,-0.79148,-0.14502,3.80967,7.25614,5.64061,0.0488,7.02132,0.02017,-1.03088,9.7719,1.72169,3.28446,-0.84193,-1.53169,-0.52611,-0.44585,1.84848,2.45954,0.26048,1
1.39666,-0.00693,-0.14502,0.70704,1.30433,-0.37827,-0.24399,1.53014,1.43424,-1.4357,2.113,1.39057,0.78445,-0.37071,-1.25865,0.99189,0.20253,1.07767,0.06249,0.05427,0
-0.02831,-0.79148,-0.14502,-0.60562,-0.3301,-0.15817,-0.39039,-0.58185,0.23772,0.81481,-0.33846,-0.64707,-0.28698,-0.84193,-0.64564,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.7783,-0.79148,-0.14502,-0.60562,-0.63848,-0.37827,-0.39039,-0.58185,-0.85003,0.81481,-0.34792,-0.64707,-0.28698,-0.84193,2.06509,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.4033,-0.79148,-0.14502,-0.60562,-0.48429,-0.31824,-0.39039,-0.58185,-0.30615,0.81481,-0.34319,-0.64707,-0.28698,-0.84193,2.06509,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.5533,-0.79148,-0.14502,-0.36695,-0.54597,-0.35426,-0.24399,-0.37065,-0.5237,0.81481,-0.34508,-0.64707,-0.28698,-0.84193,1.02492,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
1.84665,1.56217,-0.14502,0.11038,1.1193,2.14293,-0.24399,0.68535,2.8483,-0.70888,0.0966,1.7981,0.42731,0.87493,-1.204,-0.52611,-0.44585,-0.16889,0.40493,0.64782,0
-0.85329,-0.79148,-0.14502,-0.36695,-0.66932,-0.37827,-0.24399,-0.37065,-0.9588,0.81481,-0.34886,-0.64707,-0.28698,-0.84193,-2.09557,-0.52611,-0.44585,-0.37333,-0.39409,-1.04805,0
-0.5533,-0.79148,-0.14502,-0.36695,-0.54597,-0.35426,-0.24399,-0.37065,-0.5237,0.81481,-0.34508,-0.64707,-0.28698,-0.84193,1.02492,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
0.42168,1.56217,-0.14502,-0.36695,0.03996,0.16599,-0.39039,-0.15945,0.89037,0.81481,-0.25807,-0.64707,-0.28698,1.17147,-0.44354,-0.52611,-0.44585,-0.29434,-0.27995,-0.24997,0
-0.7033,-0.79148,-0.14502,-0.36695,-0.60765,-0.37427,-0.24399,-0.37065,-0.74125,0.81481,-0.34697,-0.64707,-0.28698,-0.84193,1.02492,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
4.02161,1.56217,0.81169,5.48032,4.48068,6.81717,6.49025,4.48693,4.37115,-0.81327,1.04616,1.61001,0.42731,0.49715,-1.52348,2.50989,5.71377,-0.00802,2.23125,0.64782,1
-0.4033,0.77762,0.17388,-0.24762,-0.02172,-0.36627,-0.0976,-0.15945,-0.5237,-0.76983,-0.12188,0.331,-0.28698,1.36692,0.44705,4.02789,0.52672,0.2754,-0.05166,0.0825,1
-0.5533,0.77762,-0.14502,-0.00896,-0.23758,-0.37827,-0.24399,0.47415,-0.85003,-1.21678,-0.29212,0.57551,-0.28698,1.40199,-0.01524,2.50989,1.82348,-0.14386,-0.1658,-0.20011,1
0.42168,1.56217,-0.14502,-0.36695,0.16331,0.16599,-0.39039,-0.15945,0.89037,0.81481,-0.23253,-0.64707,-0.28698,1.17147,-0.77395,-0.52611,-0.44585,-0.26734,-0.05166,-0.05045,0
-0.3283,1.56217,-0.14502,-0.36695,-0.29926,-0.29423,-0.39039,-0.15945,-0.19738,0.81481,-0.31198,-0.64707,-0.28698,1.37281,-0.31243,-0.52611,-0.44585,-0.29562,-0.27995,-0.32129,0
-0.17831,-0.00693,-0.14502,0.11038,-0.08339,-0.37827,-0.0976,0.26295,-0.85003,-1.28027,-0.23537,1.7981,-0.28698,0.33612,-0.47754,0.99189,0.20253,-0.16936,-0.1658,-0.20011,0
1.47166,-0.00693,-0.14502,1.18436,1.18098,-0.37827,-0.24399,2.37494,1.65179,-0.99271,2.21798,0.9351,0.78445,-0.3838,-1.30967,0.99189,0.85091,1.08843,0.17664,0.01874,0
-0.4783,1.56217,-0.14502,-0.24762,-0.42261,-0.33825,-0.39039,0.05175,-0.41493,0.81481,-0.32238,-0.64707,-0.28698,1.40459,0.40082,0.99189,0.85091,-0.29514,-0.27995,-0.3697,0
-0.6283,-0.79148,-0.14502,-0.60562,-0.42261,-0.36627,-0.39039,-0.58185,-0.74125,0.81481,-0.32522,-0.64707,-0.28698,-0.84193,-0.70868,-0.52611,-0.44585,-0.24868,-0.27995,-0.48273,0
1.39666,-0.79148,-0.14502,0.5877,0.50254,-0.37827,0.78078,-0.15945,2.19566,-0.98818,0.80877,1.7981,0.42731,-0.84193,-0.70868,-0.52611,-0.44585,0.2924,0.29078,1.38273,1
-0.4783,-0.79148,0.17388,-0.12829,-0.02172,-0.37827,0.0488,-0.15945,-0.5237,-1.85165,-0.09918,1.7981,0.07017,-0.84193,-0.26488,-0.52611,-0.44585,0.48673,2.1171,4.03957,0
-0.5533,1.56217,-0.14502,0.11038,-0.05255,-0.37827,-0.24399,0.68535,-0.85003,-1.21678,-0.25145,0.57551,-0.28698,1.42471,-0.01524,4.02789,3.12024,0.03886,0.06249,0.22385,1
-0.5533,-0.00693,-0.14502,-0.36695,-0.42261,-0.36227,-0.39039,-0.15945,-0.74125,-1.21678,-0.31954,1.7981,0.07017,0.72881,-0.01524,-0.52611,-0.44585,-0.26284,-0.27995,-0.62408,0
-0.5533,-0.00693,-0.14502,-0.48629,-0.29926,-0.35426,-0.39039,-0.37065,-0.5237,0.81481,-0.31198,-0.64707,-0.28698,1.07241,0.33148,-0.52611,-0.44585,-0.2246,-0.27995,-0.4121,1
-0.4033,-0.79148,-0.14502,-0.60562,-0.48429,-0.31824,-0.39039,-0.58185,-0.30615,0.81481,-0.34319,-0.64707,-0.28698,-0.84193,1.02492,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.6283,1.56217,-0.14502,-0.36695,-0.45345,-0.36627,-0.39039,-0.15945,-0.63248,0.81481,-0.33089,-0.64707,-0.28698,1.4651,0.6782,-0.52611,-0.44585,-0.28267,-0.27995,-0.48273,0
-0.3283,-0.79148,-0.14502,-0.48629,-0.39178,-0.32625,-0.24399,-0.58185,-0.5237,-0.89934,-0.16538,1.7981,-0.28698,-0.84193,-1.0554,-0.52611,-0.44585,0.07103,0.06249,0.2844,0
-0.02831,-0.00693,-0.14502,0.22971,0.84176,-0.27823,-0.24399,0.89655,-0.41493,0.81481,0.36993,-0.64707,-0.28698,0.44322,-0.74471,0.99189,2.47186,0.78403,1.0898,1.64991,1
-0.25331,-0.00693,-0.14502,-0.36695,0.31751,-0.33825,-0.24399,-0.15945,-0.19738,-0.64669,-0.13795,-0.12311,-0.28698,0.54402,-0.14526,0.99189,-0.12166,0.05373,0.29078,0.22385,0
-0.02831,-0.79148,0.17388,-0.60562,-0.02172,-0.15817,-0.39039,-0.58185,0.12894,0.81481,-0.25523,-0.64707,-0.28698,-0.84193,-1.06891,-0.52611,-0.44585,-0.23735,-0.27995,-0.27719,1
-0.85329,-0.79148,-0.14502,-0.36695,-0.66932,-0.37827,-0.24399,-0.37065,-0.9588,0.81481,-0.34886,-0.64707,-0.28698,-0.84193,-2.09557,-0.52611,-0.44585,-0.37333,-0.39409,-1.04805,0
0.34668,-0.79148,-0.14502,-0.60562,-0.17591,0.10196,-0.39039,-0.58185,0.78159,0.81481,-0.33373,-0.64707,-0.28698,-0.84193,-0.01524,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
-0.7033,-0.79148,-0.14502,-0.60562,-0.60765,-0.37427,-0.39039,-0.58185,-0.74125,0.81481,-0.34697,-0.64707,-0.28698,-0.84193,1.02492,-0.52611,-0.44585,-0.37333,-0.27995,-0.20011,0
0.04669,-0.79148,-0.14502,-0.24762,0.00912,-0.37827,0.0488,-0.37065,-0.30615,-1.42456,-0.03486,-0.64707,-0.28698,-0.84193,-0.63934,-0.52611,-0.44585,0.07143,0.51907,1.28377,0
-0.85329,-0.79148,-0.14502,-0.36695,-0.66932,-0.37827,-0.24399,-0.37065,-0.9588,0.81481,-0.34886,-0.64707,-0.28698,-0.84193,-2.09557,-0.52611,-0.44585,-0.37333,-0.39409,-1.04805,0
-0.4783,-0.79148,-0.14502,-0.36695,-0.23758,-0.37827,-0.24399,-0.37065,-0.5237,-0.33739,0.70473,-0.62436,-0.28698,-0.84193,-0.01524,-0.52611,-0.44585,2.29863,0.63322,0.81741,1
3.27163,-0.79148,-0.14502,-0.24762,2.38368,1.51463,-0.24399,0.05175,1.86933,-1.01523,2.1669,-0.64707,2.21303,-0.84193,-1.07011,-0.52611,-0.44585,0.4274,1.88881,2.18954,0
-0.17831,1.56217,-0.14502,-0.24762,-0.29926,-0.2342,-0.39039,0.05175,0.02017,0.81481,-0.30157,-0.64707,-0.28698,1.30475,0.21591,0.99189,1.1751,-0.29589,-0.27995,-0.29432,0
-0.7783,1.56217,-0.14502,-0.60562,-0.60765,-0.37827,-0.39039,-0.58185,-0.85003,0.81481,-0.34413,-0.64707,-0.28698,1.51418,2.06509,-0.52611,-0.44585,-0.30534,-0.39409,-1.04805,0
0.49668,-0.79148,-0.14502,-0.60562,-0.08339,0.23402,-0.39039,-0.58185,0.99914,0.81481,-0.31103,-0.64707,-0.28698,-0.84193,-0.90681,-0.52611,-0.44585,-0.35255,-0.27995,-0.24726,0
