$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,<$bug
-0.10426,-0.64616,-0.27509,-0.43091,-0.71067,-0.16766,-0.31952,-0.46511,0.32355,-0.21111,-0.62868,-0.44383,-0.66085,-0.7483,0.08729,-0.57811,-0.47253,-0.81158,-0.40434,-0.2014,1
0.25208,1.50771,-0.27509,0.01571,0.20632,-0.30567,-0.20003,0.49596,0.74968,-0.32577,0.31198,1.6359,-0.66085,1.07414,-0.14696,1.01465,0.19197,0.28433,0.50542,0.32559,0
-0.4606,-0.64616,-0.27509,-0.54257,-0.53873,-0.24433,-0.439,-0.46511,-0.52872,-0.26513,-0.6613,-0.44383,0.17293,-0.7483,-0.47492,-0.57811,-0.47253,-0.68929,-0.70759,-0.96802,0
-0.63877,-0.64616,-0.27509,0.12737,-1.05454,-0.25967,0.51689,-1.10582,-0.31566,1.6257,-0.85161,-0.44383,-0.66085,-0.7483,1.0243,-0.57811,-0.47253,-1.14082,-0.70759,-0.39309,0
1.32109,-0.64616,1.53646,1.46726,1.18062,1.08979,0.63638,2.41809,0.96275,0.0881,0.4751,-0.44383,-0.66085,-0.7483,-1.36868,-0.57811,-0.47253,-0.21357,-0.10108,-0.06457,1
-0.4606,-0.64616,-0.27509,0.01571,0.20632,-0.30567,-0.08054,0.1756,-0.52872,-0.4272,-0.29156,-0.44383,1.00671,-0.7483,-0.10011,-0.57811,-0.47253,0.22789,-0.40434,-0.68056,0
-0.10426,-0.64616,-0.27509,-0.43091,0.20632,-0.10632,-0.439,-0.14475,-0.52872,-0.48123,0.23042,-0.44383,-0.66085,-0.7483,-0.72479,-0.57811,-0.47253,0.68412,-0.40434,-0.00983,0
-0.63877,-0.64616,-0.27509,-0.54257,-0.76798,-0.29034,-0.20003,-0.46511,-0.52872,-0.40019,-0.63955,-0.44383,-0.66085,-0.7483,0.8369,-0.57811,-0.47253,-0.44471,-0.70759,-1.15971,0
0.43024,-0.64616,-0.27509,-0.43091,0.72213,0.21571,-0.439,-0.14475,-0.52872,-0.1976,0.04012,-0.44383,0.17293,-0.7483,-1.18705,-0.57811,-0.47253,-0.1625,-0.10108,0.11792,0
-0.81694,-0.64616,-0.27509,-0.43091,-0.08024,-0.29034,-0.439,-0.14475,-0.52872,1.6257,-0.40575,-0.44383,-0.66085,-0.7483,0.27469,-0.57811,-0.47253,1.2015,0.80867,1.90667,0
-0.28243,-0.64616,-0.27509,-0.65423,-0.82529,-0.18299,-0.31952,-1.10582,-0.31566,-0.40019,-0.7483,3.1957,0.17293,-0.7483,1.39911,-0.57811,-0.47253,-0.9602,-0.70759,-0.85304,0
1.14292,1.50771,0.63069,0.35069,1.18062,-0.30567,-0.20003,1.45702,1.38889,-0.43395,0.70347,1.37594,-0.66085,1.30527,-0.85933,1.01465,6.17247,0.04011,0.50542,-0.12769,1
2.21193,-0.64616,7.87689,1.46726,0.55019,1.70318,0.87535,1.77738,2.88036,-0.14133,0.11624,2.74076,3.50804,-0.7483,-1.02726,-0.57811,-0.47253,-0.68334,0.20217,0.09113,0
0.07391,-0.64616,-0.27509,-0.09594,0.49288,-0.04498,-0.439,0.81631,-0.52872,-0.40019,-0.08494,-0.44383,0.17293,-0.7483,-0.72479,-0.57811,-0.47253,-0.0523,-0.40434,-0.5574,0
0.96475,-0.64616,-0.27509,0.574,1.12331,-0.30567,0.75587,-0.46511,0.96275,-0.53525,0.62735,-0.44383,-0.66085,-0.7483,-1.56526,-0.57811,-0.47253,0.08208,0.80867,1.04426,1
-0.4606,1.50771,1.53646,0.23903,-0.53873,-0.30567,0.51689,-0.78546,-0.10259,-1.61572,-0.55799,3.1957,0.17293,1.43862,0.27469,2.60741,0.85647,-0.40708,-0.40434,-0.39309,0
-0.4606,-0.64616,-0.27509,-0.65423,-0.59604,-0.275,-0.31952,-1.10582,-0.52872,-0.35517,-0.53624,-0.44383,-0.66085,-0.7483,0.27469,1.01465,0.19197,-0.37886,0.80867,0.75679,0
-0.4606,-0.64616,-0.27509,-0.43091,-0.13755,-0.21366,-0.439,-0.14475,-0.52872,-0.53525,-0.49818,-0.44383,-0.66085,-0.7483,-0.47492,-0.57811,-0.47253,-0.25186,-0.40434,-0.10562,0
0.60841,-0.64616,1.53646,3.7004,-0.48142,-0.07565,4.34048,-1.10582,0.74968,-0.29976,0.05099,-0.44383,3.50804,-0.7483,-0.47492,-0.57811,-0.47253,-0.31677,1.11192,0.87178,1
-0.28243,1.50771,0.63069,-0.2076,-0.71067,-0.30567,-0.08054,-0.46511,0.11048,-1.61572,-0.63411,3.1957,0.17293,1.6358,-0.17507,1.01465,0.19197,-0.72315,-0.70759,-0.62306,0
-0.10426,-0.64616,-0.27509,0.01571,-0.02292,-0.30567,0.15843,-0.46511,0.11048,-0.15708,0.62191,0.28408,-0.66085,-0.7483,0.12477,-0.57811,-0.47253,1.28616,0.50542,1.71498,1
0.07391,-0.64616,-0.27509,2.36051,-0.30948,-0.16766,2.90663,-0.78546,0.32355,0.00499,-0.37312,2.28582,-0.66085,-0.7483,-0.47492,-0.57811,-0.47253,-0.49577,-0.10108,-0.06457,1
0.25208,-0.64616,-0.27509,-0.43091,-0.42411,-0.30567,-0.20003,-0.78546,0.74968,-0.6896,-0.07407,-0.44383,0.17293,-0.7483,-0.10011,-0.57811,-0.47253,-0.20248,-0.10108,0.46932,0
0.43024,-0.64616,-0.27509,5.15194,0.32095,0.00102,5.53535,0.1756,0.32355,-0.16643,-0.04688,-0.16386,1.00671,-0.7483,-0.93004,-0.57811,-0.47253,-0.33182,-0.10108,-0.00983,1
-0.4606,-0.64616,-0.27509,-0.76588,-0.3668,-0.21366,-0.439,-1.10582,-0.10259,1.6257,-0.47099,-0.44383,-0.66085,-0.7483,-0.47492,-0.57811,-0.47253,-0.1672,-0.70759,-0.68056,1
-0.10426,3.66159,-0.27509,0.01571,1.29525,-0.10632,-0.20003,1.13667,-0.10259,-0.23812,0.26305,-0.44383,1.00671,1.79071,-0.62484,2.60741,0.85647,0.72175,-0.10108,-0.39309,0
-0.63877,-0.64616,-0.27509,-0.65423,-0.82529,-0.30567,-0.439,-0.78546,-0.52872,-1.61572,-0.74286,-0.44383,-0.66085,-0.7483,0.52456,-0.57811,-0.47253,-0.78335,-0.70759,-0.77634,0
-0.10426,0.43077,-0.27509,-0.2076,0.14901,-0.16766,-0.439,0.49596,0.32355,-0.12467,0.44248,2.4678,-0.66085,0.8218,0.02482,1.01465,0.19197,1.02277,0.50542,0.56511,1
-0.63877,0.43077,-0.27509,-0.31926,-0.8826,-0.25967,-0.20003,-0.14475,-0.31566,1.6257,-0.73199,-0.44383,-0.66085,1.69897,1.77391,1.01465,3.51447,-0.72691,-0.40434,-0.39309,0
0.07391,-0.64616,-0.27509,-0.2076,0.77944,-0.07565,-0.439,0.49596,-0.52872,-0.40019,0.10536,-0.44383,0.17293,-0.7483,-0.84972,-0.57811,-0.47253,0.21378,-0.40434,-0.39309,1
2.3901,0.43077,1.53646,1.13229,1.40987,0.58374,0.63638,1.45702,2.24116,-0.56368,1.3777,1.98253,1.00671,0.64338,-0.90594,1.01465,1.52097,-0.05714,1.11192,0.35433,1
-0.4606,2.58465,-0.27509,-0.43091,-0.59604,-0.24433,-0.31952,-0.46511,-0.52872,-0.53525,-0.69392,-0.44383,-0.66085,1.72211,0.27469,2.60741,0.85647,-0.75984,-0.70759,-0.96802,0
2.21193,0.43077,-0.27509,0.35069,2.72804,1.67251,-0.20003,1.45702,1.81502,-0.17983,2.80228,-0.06072,1.00671,0.56385,-0.92581,1.01465,1.52097,0.75146,2.32493,0.93836,0
0.60841,0.43077,-0.27509,-0.54257,0.89406,0.04703,-0.439,-0.46511,0.53662,-0.26513,0.76872,-0.44383,0.17293,1.50729,-1.07461,-0.57811,-0.47253,0.44519,0.20217,0.41183,0
0.60841,0.43077,-0.27509,-0.09594,0.66482,0.20037,-0.439,0.81631,0.96275,-0.10306,0.87746,1.73989,-0.66085,0.45236,-0.5124,1.01465,0.19197,0.58629,0.50542,0.41183,1
-0.28243,-0.64616,-0.27509,-0.76588,-0.42411,-0.24433,-0.439,-1.10582,-0.52872,-1.21054,-0.43293,-0.44383,-0.66085,-0.7483,-0.84972,-0.57811,-0.47253,-0.30548,-0.40434,-0.39309,0
-0.81694,-0.64616,-0.27509,-0.43091,0.03439,-0.29034,-0.31952,-0.46511,-0.52872,1.6257,-0.17194,-0.44383,-0.66085,-0.7483,1.39911,-0.57811,-0.47253,2.41499,0.50542,1.33173,0
-0.28243,0.43077,-0.27509,-0.54257,-0.19486,-0.18299,-0.31952,-0.78546,0.11048,-0.40019,-0.38943,1.37594,-0.66085,1.20278,0.04981,1.01465,0.85647,-0.24904,-0.70759,-0.62306,0
7.55698,-0.64616,2.44224,5.93354,4.27546,10.24464,5.89381,2.73844,7.99399,-0.27224,3.48195,1.28016,3.50804,-0.7483,-1.29661,-0.57811,-0.47253,-0.29765,0.80867,0.92111,1
-1.17327,-0.64616,-0.27509,-0.65423,-1.22647,-0.30567,-0.31952,-1.10582,-0.95486,1.6257,-0.86792,-0.44383,-0.66085,-0.7483,-1.97414,-0.57811,-0.47253,-1.14082,-1.01084,-1.54296,0
-1.17327,-0.64616,-0.27509,-0.54257,-1.22647,-0.30567,-0.31952,-0.78546,-0.95486,1.6257,-0.86792,-0.44383,-0.66085,-0.7483,-1.97414,-0.57811,-0.47253,-1.14082,-1.01084,-1.54296,0
0.25208,0.43077,-0.27509,-0.76588,-0.65335,0.1237,-0.439,-1.10582,0.74968,1.6257,-0.75373,-0.44383,-0.66085,0.91012,0.13414,1.01465,0.85647,-1.0491,-0.70759,-0.53682,0
0.60841,0.43077,-0.27509,0.01571,0.32095,0.13904,-0.31952,1.13667,0.74968,-0.13908,-0.07951,0.28408,0.17293,1.432,0.52456,1.01465,1.52097,-0.40708,-0.10108,0.06686,0
0.43024,-0.64616,-0.27509,1.69057,-0.71067,0.24638,1.71176,0.1756,0.96275,1.6257,-0.81898,-0.44383,-0.66085,-0.7483,-0.80808,-0.57811,-0.47253,-1.14082,-0.70759,-0.39309,1
-0.4606,0.43077,-0.27509,-0.54257,-0.71067,-0.30567,-0.31952,-0.78546,-0.52872,0.00499,-0.5308,-0.44383,1.00671,1.29283,0.52456,1.01465,0.19197,-0.40708,0.20217,0.46932,0
0.07391,-0.64616,-0.27509,-0.09594,0.03439,-0.13699,-0.439,0.81631,-0.31566,-0.53525,-0.28612,-0.44383,0.17293,-0.7483,-0.28751,-0.57811,-0.47253,-0.3587,-0.40434,-0.5574,0
1.32109,0.43077,-0.27509,-0.09594,0.26363,0.96711,-0.31952,0.49596,1.17582,-0.2028,-0.01426,3.1957,-0.66085,1.08872,-0.24427,1.01465,0.19197,-0.5885,0.20217,-0.72161,1
-0.81694,-0.64616,-0.27509,-0.31926,-0.53873,-0.30567,-0.31952,0.1756,-0.52872,-1.61572,-0.49274,-0.44383,1.00671,-0.7483,1.0243,-0.57811,-0.47253,0.66531,-0.40434,-0.39309,0
-0.81694,1.50771,-0.27509,-0.31926,-0.93991,-0.29034,-0.31952,0.1756,-0.74179,1.6257,-0.7918,-0.44383,-0.66085,1.76445,1.39911,1.01465,0.19197,-0.80217,-0.70759,-0.96802,0
-0.9951,-0.64616,0.63069,-0.54257,-1.11185,-0.30567,-0.31952,-0.78546,-0.95486,1.6257,-0.84617,-0.44383,-0.66085,-0.7483,2.52352,-0.57811,-0.47253,-0.97149,-1.01084,-1.54296,0
1.14292,0.43077,-0.27509,0.23903,2.32686,0.49173,-0.439,1.77738,0.74968,-0.09256,1.57344,-0.44383,1.00671,0.83533,-0.41726,2.60741,1.52097,0.67399,2.02168,1.19903,1
0.07391,-0.64616,-0.27509,-0.31926,0.6075,-0.04498,-0.439,0.1756,-0.52872,-0.53525,-0.02513,-0.44383,0.17293,-0.7483,-0.72479,-0.57811,-0.47253,0.03639,-0.40434,-0.39309,0
-0.4606,0.43077,-0.27509,-0.43091,-0.76798,-0.30567,-0.439,-0.14475,-0.10259,-0.13007,-0.45468,-0.44383,-0.66085,0.70965,0.27469,-0.57811,-0.47253,-0.18131,0.80867,1.33173,0
-0.28243,-0.64616,-0.27509,-0.76588,-0.30948,-0.30567,-0.439,-1.10582,-0.52872,-1.27807,0.58929,-0.44383,-0.66085,-0.7483,-0.47492,-0.57811,-0.47253,1.76027,0.20217,0.75679,0
-0.10426,-0.64616,4.25379,0.23903,-0.65335,-0.19833,0.39741,-0.46511,-0.52872,-0.44881,0.07818,-0.44383,0.17293,-0.7483,0.00483,-0.57811,-0.47253,0.39251,0.80867,0.56511,0
2.21193,0.43077,-0.27509,2.36051,3.30116,2.04054,1.47279,3.37915,0.96275,-0.09256,3.23183,0.46605,0.17293,0.27226,-0.81684,1.01465,0.19197,1.00693,2.02168,1.241,1
-0.28243,-0.64616,-0.27509,-0.65423,-0.25217,-0.15233,-0.439,-0.78546,-0.10259,1.6257,-0.55255,-0.44383,-0.66085,-0.7483,1.0243,-0.57811,-0.47253,-0.54254,-0.70759,-0.62306,0
-0.4606,0.43077,-0.27509,-0.54257,-0.93991,-0.21366,-0.439,-0.46511,-0.10259,1.6257,-0.80267,-0.44383,-0.66085,0.70965,0.27469,-0.57811,-0.47253,-1.02793,-0.70759,-0.68056,0
0.60841,0.43077,-0.27509,0.01571,0.32095,0.13904,-0.31952,1.13667,0.74968,-0.13908,-0.07951,0.28408,0.17293,1.432,1.52404,1.01465,2.18547,-0.40708,-0.10108,0.06686,1
-0.4606,-0.64616,-0.27509,-0.2076,0.14901,-0.24433,-0.439,0.49596,-0.52872,-0.26513,-0.41662,-0.44383,0.17293,-0.7483,-0.47492,-0.57811,-0.47253,-0.05432,-0.70759,-0.96802,0
1.14292,-0.64616,-0.27509,-0.65423,0.77944,-0.30567,-0.439,-0.78546,1.38889,-1.48066,0.41529,-0.44383,0.17293,-0.7483,-0.63555,-0.57811,-0.47253,-0.18131,-0.70759,-0.56994,0
0.25208,-0.64616,-0.27509,0.01571,1.18062,-0.09099,-0.439,1.13667,-0.52872,-0.40019,0.80678,-0.44383,1.00671,-0.7483,-0.90327,-0.57811,-0.47253,0.94752,0.20217,0.18185,0
-0.28243,-0.64616,-0.27509,-0.76588,-0.3668,-0.18299,-0.439,-1.10582,-0.74179,-0.26513,1.73656,-0.44383,-0.66085,-0.7483,-0.56862,-0.57811,-0.47253,4.17596,1.11192,0.75679,0
1.14292,-0.64616,-0.27509,-0.31926,1.066,-0.18299,-0.439,0.1756,-0.52872,-0.4846,1.93774,-0.44383,2.67427,-0.7483,-1.29949,-0.57811,-0.47253,1.0083,1.11192,1.64128,0
2.74643,0.43077,-0.27509,1.3556,4.21815,3.11398,0.27792,3.69951,0.74968,0.02704,5.52638,-0.44383,-0.66085,0.20848,-1.00062,1.01465,0.19197,1.74796,2.32493,2.16804,1
-0.10426,0.43077,-0.27509,-0.09594,-0.53873,-0.10632,-0.08054,-0.14475,0.32355,-0.31915,-0.5743,-0.44383,-0.66085,0.8218,0.02482,-0.57811,-0.47253,-0.69869,-0.70759,-0.58477,0
-0.28243,-0.64616,2.44224,0.12737,-0.8826,-0.15233,0.27792,-0.46511,0.11048,0.41016,-0.79723,-0.44383,0.17293,-0.7483,0.12477,-0.57811,-0.47253,-1.09566,-0.70759,-0.62306,1
-0.63877,-0.64616,-0.27509,0.23903,-0.65335,-0.30567,0.51689,-0.78546,-0.74179,-1.61572,-0.60149,-0.44383,-0.66085,-0.7483,2.52352,-0.57811,-0.47253,-0.33182,-0.70759,-0.77634,0
1.32109,0.43077,-0.27509,0.12737,1.23793,0.32305,-0.08054,0.81631,1.17582,-0.24435,1.08408,0.1161,0.17293,0.83533,-0.87267,2.60741,1.52097,0.19765,0.80867,0.34617,1
-0.4606,1.50771,1.53646,-0.31926,-0.53873,-0.21366,0.03894,-1.10582,-0.10259,0.54522,-0.26438,-0.44383,-0.66085,1.67865,-0.36783,1.01465,1.52097,0.32666,0.80867,0.46932,0
0.07391,-0.64616,-0.27509,-0.43091,0.20632,-0.04498,-0.439,-0.14475,-0.52872,-0.26513,-0.297,-0.44383,0.17293,-0.7483,-0.72479,-0.57811,-0.47253,-0.37483,-0.40434,-0.22877,0
-0.9951,-0.64616,-0.27509,0.12737,-1.16916,-0.30567,0.51689,-1.10582,-0.74179,1.6257,-0.86248,-0.44383,-0.66085,-0.7483,2.52352,-0.57811,-0.47253,-1.14082,-0.70759,-0.39309,0
-0.10426,-0.64616,-0.27509,-0.31926,0.49288,-0.16766,-0.439,0.1756,-0.52872,-0.53525,-0.08494,-0.44383,0.17293,-0.7483,-0.47492,-0.57811,-0.47253,0.12911,-0.40434,-0.39309,0
-0.4606,2.58465,-0.27509,-0.43091,-0.76798,-0.30567,-0.31952,-0.46511,-0.10259,-1.07548,-0.6613,3.1957,-0.66085,1.48418,-0.17507,2.60741,0.85647,-0.67518,-0.70759,-0.68056,0
-0.28243,-0.64616,-0.27509,-0.65423,-0.25217,-0.30567,-0.439,-0.78546,-0.52872,-0.80537,0.01837,-0.44383,0.17293,-0.7483,-0.84972,-0.57811,-0.47253,0.59758,-0.10108,0.06686,0
0.60841,0.43077,-0.27509,-0.2076,0.77944,0.0777,-0.439,0.49596,0.53662,-0.3809,0.61104,-0.44383,-0.66085,1.01806,-0.34998,2.60741,1.52097,0.29844,0.50542,0.52682,0
-0.9951,-0.64616,-0.27509,-0.43091,-1.16916,-0.30567,-0.20003,-0.78546,-0.74179,1.6257,-0.86248,-0.44383,-0.66085,-0.7483,2.52352,-0.57811,-0.47253,-1.14082,-0.70759,-0.39309,0
-0.9951,-0.64616,-0.27509,0.12737,-1.16916,-0.30567,0.51689,-0.78546,-0.74179,1.6257,-0.86248,-0.44383,-0.66085,-0.7483,2.52352,-0.57811,-0.47253,-1.14082,-0.70759,-0.39309,0
0.25208,-0.64616,-0.27509,-0.09594,1.5818,-0.21366,-0.439,0.81631,-0.52872,-0.53525,1.2472,-0.44383,1.84049,-0.7483,-0.8176,-0.57811,-0.47253,1.48371,-0.10108,0.46932,1
0.25208,-0.64616,-0.27509,0.90897,1.12331,-0.18299,0.03894,3.37915,-0.52872,-0.06625,2.88928,1.23596,1.84049,-0.7483,-0.28751,-0.57811,-0.47253,3.49443,5.35745,5.64377,1
-0.9951,-0.64616,-0.27509,-0.2076,-1.16916,-0.30567,0.03894,-0.78546,-0.74179,1.6257,-0.86248,-0.44383,-0.66085,-0.7483,2.52352,-0.57811,-0.47253,-1.14082,-0.70759,-0.39309,0
-0.81694,-0.64616,-0.27509,-0.54257,-0.99722,-0.29034,-0.31952,-0.78546,-0.74179,1.6257,-0.82442,-0.44383,-0.66085,-0.7483,1.39911,-0.57811,-0.47253,-0.97149,-0.70759,-0.96802,0
0.43024,0.43077,-0.27509,-0.31926,0.89406,-0.18299,-0.439,0.1756,0.53662,-0.28201,0.8394,-0.44383,0.17293,1.54047,-0.99027,-0.57811,-0.47253,0.69666,1.11192,0.75679,0
-0.28243,1.50771,-0.27509,-0.43091,-0.19486,-0.24433,-0.439,-0.14475,-0.31566,-0.80537,-0.45468,-0.44383,-0.66085,1.59049,-0.35498,1.01465,4.17897,-0.35064,0.20217,-0.16311,0
-0.10426,-0.64616,-0.27509,-0.2076,-0.8826,-0.07565,0.03894,-0.78546,0.32355,1.6257,-0.83529,-0.44383,-0.66085,-0.7483,0.52456,-0.57811,-0.47253,-1.14082,-0.70759,-0.39309,0
-0.81694,-0.64616,-0.27509,0.90897,-1.11185,-0.29034,1.23381,-0.78546,-0.52872,1.6257,-0.85704,-0.44383,-0.66085,-0.7483,1.39911,-0.57811,-0.47253,-1.14082,-0.70759,-0.39309,0
-0.28243,-0.64616,-0.27509,0.01571,0.55019,-0.15233,-0.439,1.13667,-0.52872,-0.1976,-0.07951,-0.44383,-0.66085,-0.7483,-0.62484,-0.57811,-0.47253,0.41697,-0.10108,0.06686,0
-0.4606,2.58465,-0.27509,-0.09594,-0.08024,-0.30567,-0.20003,0.49596,-0.10259,0.11303,-0.44924,-0.44383,0.17293,1.62915,0.8369,2.60741,2.18547,-0.18131,-0.10108,0.18185,0
-0.28243,-0.64616,-0.27509,0.01571,1.12331,-0.275,-0.31952,1.13667,0.11048,-1.00796,0.49141,-0.44383,1.84049,-0.7483,-0.17507,-0.57811,-0.47253,1.55708,-0.10108,0.29684,0
0.07391,-0.64616,-0.27509,-0.43091,0.32095,-0.229,-0.439,-0.14475,-0.52872,-0.69732,0.1978,-0.44383,0.17293,-0.7483,-0.47492,-0.57811,-0.47253,0.34279,0.20217,0.42827,1
-0.28243,-0.64616,-0.27509,0.12737,0.26363,-0.15233,-0.439,1.45702,-0.52872,1.6257,1.89425,-0.44383,-0.66085,-0.7483,-0.77476,-0.57811,-0.47253,4.53719,-0.10108,0.06686,0
-0.81694,-0.64616,-0.27509,-0.31926,-0.3668,-0.30567,-0.31952,-0.14475,-0.52872,-1.21054,-0.44924,-0.44383,0.17293,-0.7483,1.0243,-0.57811,-0.47253,0.86285,-0.40434,-0.39309,0
1.14292,-0.64616,-0.27509,1.69057,1.86836,0.85977,1.95074,0.81631,1.17582,-0.22011,2.05193,-0.44383,-0.66085,-0.7483,-1.14957,-0.57811,-0.47253,1.10816,2.32493,1.90667,1
-0.4606,-0.64616,-0.27509,-0.76588,-0.65335,-0.24433,-0.439,-1.10582,-0.31566,-1.07548,-0.24806,-0.44383,-0.66085,-0.7483,-0.47492,-0.57811,-0.47253,0.39721,0.20217,0.18185,0
-0.28243,3.66159,-0.27509,0.12737,1.29525,-0.18299,-0.08054,1.13667,-0.31566,-0.1976,0.70347,-0.44383,1.84049,1.79213,-0.62484,-0.57811,-0.47253,2.0199,-0.10108,-0.39309,0
0.43024,-0.64616,-0.27509,-0.2076,-0.13755,-0.15233,-0.08054,-0.46511,0.53662,-1.00796,-0.21544,-0.44383,0.17293,-0.7483,-0.00641,-0.57811,-0.47253,-0.45725,0.20217,0.37354,0
-0.81694,-0.64616,-0.27509,0.01571,-0.82529,-0.29034,-0.439,1.13667,-0.52872,1.6257,-0.78636,-0.44383,-0.66085,-0.7483,1.0243,-0.57811,-0.47253,-0.77395,-0.70759,-0.96802,0
0.07391,-0.64616,-0.27509,-0.31926,-0.48142,-0.30567,-0.08054,-0.78546,0.53662,-1.02146,0.41529,-0.44383,0.17293,-0.7483,0.38178,-0.57811,-0.47253,0.66531,0.80867,1.41383,1
-0.81694,-0.64616,-0.27509,-0.31926,-0.99722,-0.29034,-0.20003,-0.46511,-0.74179,1.6257,-0.81355,-0.44383,-0.66085,-0.7483,1.39911,-0.57811,-0.47253,-0.91505,-0.70759,-0.96802,0
-0.4606,2.58465,-0.27509,-0.43091,-0.65335,-0.30567,-0.31952,-0.46511,-0.10259,-0.80537,-0.64499,-0.44383,-0.66085,1.48418,0.27469,2.60741,0.85647,-0.64695,-0.70759,-0.68056,0
-0.4606,0.43077,-0.27509,-0.43091,-0.65335,-0.30567,-0.31952,-0.46511,-0.31566,-1.61572,-0.66674,-0.44383,0.17293,1.03769,0.6495,-0.57811,-0.47253,-0.68929,-0.70759,-0.68056,0
0.96475,0.43077,-0.27509,0.23903,1.00869,-0.09099,-0.439,1.77738,1.60195,-0.21602,0.07818,-0.44383,1.84049,0.83533,-0.28751,2.60741,1.52097,-0.40708,0.20217,-0.00983,1
-0.4606,2.58465,-0.27509,-0.43091,-0.3668,-0.24433,-0.20003,-0.78546,-0.10259,-1.07548,-0.43293,-0.44383,-0.66085,1.68444,-0.36783,1.01465,1.52097,-0.08254,-0.40434,-0.68056,0
-0.4606,-0.64616,-0.27509,0.01571,0.32095,-0.24433,-0.439,1.13667,-0.52872,-0.53525,-0.13932,-0.44383,-0.66085,-0.7483,-0.47492,-0.57811,-0.47253,0.67942,-0.10108,0.18185,0
-0.81694,-0.64616,-0.27509,-0.54257,-0.30948,-0.29034,-0.439,-0.46511,-0.52872,1.6257,-0.32419,-0.44383,-0.66085,-0.7483,1.39911,-0.57811,-0.47253,1.62481,-0.10108,0.18185,0
0.07391,-0.64616,-0.27509,-0.31926,0.43557,-0.04498,-0.439,0.1756,-0.52872,-0.53525,-0.03057,-0.44383,0.17293,-0.7483,-0.47492,-0.57811,-0.47253,0.02833,-0.40434,-0.39309,0
0.07391,-0.64616,-0.27509,-0.54257,0.14901,-0.07565,-0.439,-0.46511,-0.52872,-0.62529,-0.23175,-0.44383,0.17293,-0.7483,-0.72479,-0.57811,-0.47253,-0.27807,-0.40434,-0.22877,0
0.07391,-0.64616,-0.27509,-0.54257,0.6075,-0.07565,-0.439,-0.46511,-0.74179,-0.60278,0.04555,-0.44383,0.17293,-0.7483,-0.72479,-0.57811,-0.47253,0.12508,-0.40434,-0.22877,0
-0.4606,0.43077,-0.27509,-0.54257,-0.71067,-0.30567,-0.31952,-0.78546,-0.52872,-0.13007,-0.61236,0.46605,0.17293,1.29283,0.52456,-0.57811,-0.47253,-0.59051,-0.10108,-0.10562,0
-1.17327,-0.64616,-0.27509,-0.76588,-1.22647,-0.30567,-0.439,-1.10582,-0.95486,1.6257,-0.82986,-0.44383,-0.66085,-0.7483,-1.97414,-0.57811,-0.47253,-1.14082,-1.01084,-1.54296,0
