$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,<$bug
-0.22976,-1.53518,-0.19971,0.43959,1.30328,-0.13435,-0.1509,1.79435,-0.3897,-0.9761,1.08698,0.81166,-0.51668,-0.95963,-0.12471,-0.64196,-0.35375,3.27984,0.60809,1.0768,0
-0.67622,-0.74968,-0.19971,-0.40429,-0.73702,-0.15155,-0.19702,-0.77492,-0.58674,1.24132,-0.62414,-1.27607,-0.51668,1.42555,1.92663,-0.64196,-0.35375,-0.43053,-0.81189,-1.45876,0
-0.14046,0.03582,-0.19971,-0.1378,-0.53699,-0.12289,-0.1509,0.22424,0.00439,-0.52953,-0.40883,0.81166,1.93543,1.0586,-0.50259,1.00562,7.38709,-0.51422,-0.45689,-0.15485,0
-0.49763,-0.74968,-0.19971,-0.09339,-0.13693,-0.15155,-0.1509,0.0815,-0.48822,-0.83751,-0.31817,0.81166,-0.51668,-0.95963,0.66703,-0.64196,-0.35375,0.62958,-0.45689,-0.95171,0
0.57388,-0.74968,0.18041,0.1731,0.30313,-0.06558,-0.05865,0.65245,0.497,-0.54053,0.30508,0.81166,3.57018,-0.95963,-0.52958,-0.64196,-0.35375,-0.10134,0.25309,0.36681,0
-0.67622,-0.74968,-0.19971,-0.49312,-0.81703,-0.15155,-0.24314,-0.91766,-0.58674,1.24132,-0.65813,-1.27607,-0.51668,-0.95963,1.92663,-0.64196,-0.35375,-0.93268,-0.45689,0.06255,0
-0.31905,0.82132,-0.19971,-0.09339,-0.49698,-0.1439,-0.1509,0.36698,-0.48822,-0.49104,-0.45982,0.81166,0.30069,1.1274,-0.71852,-0.64196,-0.35375,-0.464,-0.45689,-0.54597,0
-0.40834,-0.74968,-0.19971,-0.18221,-0.17694,-0.14008,-0.19702,-0.06124,-0.29118,1.24132,-0.44283,-1.27607,-0.51668,-0.95963,0.50958,-0.64196,-0.35375,-0.20037,-0.45689,-0.31778,0
-0.31905,0.82132,-0.19971,-0.04897,-0.13693,-0.13626,-0.24314,0.50971,-0.3897,-1.18398,-0.31251,0.81166,0.30069,1.18092,-0.34064,1.00562,0.80737,0.00467,-0.45689,-0.24171,0
-0.49763,-0.74968,-0.19971,-0.22663,-0.53699,-0.14581,-0.1509,-0.34671,-0.48822,1.24132,-0.48815,-1.27607,-0.51668,-0.95963,-0.59256,-0.64196,-0.35375,-0.15155,-0.45689,-0.4445,0
0.48459,1.60682,-0.19971,-0.00456,0.62318,-0.0121,-0.10477,0.36698,0.59552,-0.65095,0.67337,0.81166,0.30069,1.26405,-0.88047,1.00562,5.83892,0.37053,1.31807,0.8232,0
1.6454,0.03582,2.08101,0.66166,1.58332,0.04903,0.31035,1.08066,1.48222,-0.60653,0.83768,0.81166,0.30069,0.3213,-1.42229,1.00562,0.80737,-0.20425,0.60809,0.17528,1
-0.14046,0.03582,0.56053,-0.18221,-0.45698,-0.12289,-0.1509,-0.20397,-0.29118,-1.06849,-0.4145,0.81166,-0.51668,0.98385,-0.7725,-0.64196,-0.35375,-0.50226,0.25309,0.06255,0
-0.49763,0.82132,-0.19971,-0.1378,-0.49698,-0.15155,-0.1509,0.22424,-0.48822,-0.83751,-0.4145,0.81166,1.93543,1.21814,-0.34064,-0.64196,-0.35375,0.12742,-0.1019,0.06255,0
-0.40834,0.82132,-0.19971,-0.4487,-0.617,-0.15155,-0.24314,-0.77492,-0.3897,-1.53045,-0.54481,0.81166,-0.51668,1.23725,0.50958,2.6532,0.42033,-0.59791,-0.45689,-0.31778,0
3.69913,-0.74968,-0.19971,-0.1378,2.50345,1.77975,-0.01252,-0.34671,4.04379,-0.21712,3.44969,0.53935,-0.51668,-0.95963,-1.16253,-0.64196,-0.35375,0.16034,2.38306,0.8232,0
-0.67622,-0.74968,-0.19971,0.12869,-0.81703,-0.15155,0.35647,-0.63219,-0.58674,1.24132,-0.65813,-1.27607,-0.51668,-0.95963,1.92663,-0.64196,-0.35375,-0.93268,-0.45689,0.06255,1
-0.49763,-0.74968,-0.19971,-0.31546,-0.49698,-0.14964,-0.19702,-0.48945,-0.3897,-1.53045,-0.3975,0.81166,-0.51668,-0.95963,0.03724,-0.64196,-0.35375,0.26691,-0.1019,0.06255,0
-0.22976,1.60682,-0.19971,-0.27104,-0.45698,-0.12289,-0.19702,-0.20397,-0.19265,-0.14456,-0.42016,0.81166,-0.51668,1.30825,-0.1727,-0.64196,-0.35375,-0.43053,-0.45689,-0.6981,0
-0.49763,0.03582,-0.19971,-0.4487,-0.65701,-0.14581,-0.24314,-0.77492,-0.3897,1.24132,-0.59581,-1.27607,-0.51668,1.32185,0.66703,1.00562,0.42033,-0.68161,-0.45689,-0.95171,0
-0.67622,-0.74968,-0.19971,-0.18221,-0.81703,-0.15155,-0.01252,-0.63219,-0.58674,1.24132,-0.65813,-1.27607,-0.51668,-0.95963,1.92663,-0.64196,-0.35375,-0.93268,-0.45689,0.06255,0
1.02034,-0.74968,-0.19971,0.39517,3.06353,0.18848,0.44872,-0.20397,0.497,-0.65515,4.32225,0.81166,-0.51668,-0.95963,-0.80802,-0.64196,-0.35375,2.66191,4.51302,2.87697,0
-0.58693,-0.74968,-0.19971,-0.22663,-0.577,-0.14964,-0.1509,-0.34671,-0.58674,1.24132,-0.54481,-1.27607,-0.51668,-0.95963,0.03724,-0.64196,-0.35375,-0.1376,-0.45689,-0.6981,0
-0.58693,2.39232,-0.19971,-0.31546,-0.577,-0.15155,-0.1509,-0.63219,-0.48822,-1.53045,-0.52215,0.81166,0.30069,1.29304,0.66703,-0.64196,-0.35375,-0.01207,-0.45689,-0.6981,1
-0.58693,-0.74968,-0.19971,1.19463,-0.77702,-0.14964,1.46345,-0.77492,-0.48822,1.24132,-0.65247,-1.27607,-0.51668,-0.95963,1.45428,-0.64196,-0.35375,-0.93268,-0.45689,0.06255,0
-0.40834,-0.74968,-0.19971,-0.31546,-0.41697,-0.15155,-0.19702,-0.48945,-0.29118,-1.29947,-0.28418,0.81166,-0.51668,-0.95963,0.03724,-0.64196,-0.35375,0.34363,-0.1019,0.06255,0
-0.40834,-0.74968,-0.19971,-0.22663,-0.69701,-0.14008,-0.01252,-0.63219,-0.29118,0.3174,-0.63547,-1.27607,-0.51668,-0.95963,0.27341,-0.64196,-0.35375,-0.93268,-0.45689,0.06255,0
-0.58693,-0.74968,-0.19971,-0.31546,-0.69701,-0.14964,-0.1509,-0.63219,-0.48822,1.24132,-0.61847,-1.27607,-0.51668,-0.95963,0.98193,-0.64196,-0.35375,-0.68161,-0.45689,-0.6981,0
-0.58693,2.39232,0.18041,-0.09339,-0.49698,-0.14964,-0.1509,0.22424,-0.58674,1.24132,-0.51648,-1.27607,-0.51668,1.35929,0.66703,1.00562,0.03329,0.07163,-0.45689,-0.6981,0
1.10964,0.03582,0.18041,0.1731,1.22327,0.11971,-0.19702,1.08066,0.497,-0.38215,0.99066,0.81166,0.30069,-0.16457,-1.0964,1.00562,0.42033,0.11945,0.25309,0.06255,0
-0.58693,0.82132,-0.19971,-0.18221,-0.617,-0.14964,-0.24314,0.0815,-0.58674,1.24132,-0.55615,-1.27607,-0.51668,1.35929,0.66703,1.00562,0.03329,-0.2213,-0.45689,-0.6981,0
-0.58693,-0.74968,-0.19971,-0.31546,-0.69701,-0.14964,-0.19702,-0.48945,-0.48822,1.24132,-0.6128,-1.27607,-0.51668,-0.95963,1.92663,-0.64196,-0.35375,-0.63976,-0.45689,-0.6981,0
-0.05117,-0.74968,-0.19971,-0.18221,-0.25695,-0.10952,-0.10477,-0.34671,-0.29118,-0.67252,-0.0972,0.81166,0.30069,-0.95963,-0.51384,-0.64196,-0.35375,-0.0016,-0.1019,-0.12761,0
-0.49763,0.82132,-0.19971,-0.04897,0.14311,-0.15155,-0.19702,0.50971,-0.48822,-1.53045,0.10677,0.81166,-0.51668,1.29662,0.03724,1.00562,0.03329,2.74979,-0.1019,0.06255,0
-0.40834,0.03582,-0.19971,-0.18221,-0.617,-0.15155,-0.1509,-0.20397,-0.29118,-1.53045,-0.49382,0.81166,-0.51668,1.30629,-0.1517,1.00562,0.03329,-0.4096,-0.45689,-0.6981,0
-0.22976,0.03582,-0.19971,-0.31546,-0.25695,-0.13817,-0.24314,-0.34671,-0.29118,-1.11469,-0.26151,0.81166,-0.51668,0.89551,-0.43511,1.00562,0.03329,-0.05391,-0.1019,0.06255,0
-0.14046,-0.74968,0.56053,-0.18221,0.0631,-0.11143,-0.1509,-0.20397,-0.3897,1.24132,0.08977,-1.27607,-0.51668,-0.95963,0.66703,-0.64196,-0.35375,0.57378,0.96308,1.36646,0
-0.67622,-0.74968,-0.19971,-0.49312,-0.81703,-0.15155,-0.24314,-0.91766,-0.58674,1.24132,-0.65813,-1.27607,-0.51668,-0.95963,1.92663,-0.64196,-0.35375,-0.93268,-0.45689,0.06255,0
-0.49763,-0.74968,-0.19971,-0.04897,0.02309,-0.14964,-0.19702,0.36698,-0.48822,-0.83751,0.1351,0.81166,0.30069,-0.95963,0.66703,-0.64196,-0.35375,2.86138,1.31807,1.58386,0
-0.31905,0.82132,-0.19971,-0.27104,-0.577,-0.15155,-0.19702,-0.34671,-0.29118,-1.53045,-0.47116,0.81166,-0.51668,0.82925,0.1632,1.00562,0.03329,-0.464,-0.45689,-0.54597,1
0.66317,-0.74968,0.18041,-0.00456,0.86321,0.06241,0.07973,-0.34671,0.69404,-0.69892,0.89434,0.81166,-0.51668,-0.95963,-0.01,-0.64196,-0.35375,0.41163,-0.45689,-0.12761,1
-0.67622,-0.74968,-0.19971,-0.49312,-0.77702,-0.15155,-0.24314,-0.91766,-0.68526,1.24132,-0.59581,-1.27607,-0.51668,-0.95963,1.92663,-0.64196,-0.35375,-0.68161,-0.81189,-1.45876,0
-0.67622,-0.74968,-0.19971,0.21752,-0.81703,-0.15155,0.44872,-0.77492,-0.58674,1.24132,-0.65813,-1.27607,-0.51668,-0.95963,1.92663,-0.64196,-0.35375,-0.93268,-0.45689,0.06255,0
1.5561,0.82132,-0.19971,0.12869,1.58332,0.29737,-0.05865,0.65245,1.58074,-0.5437,1.05299,0.81166,1.11806,1.13933,-1.14161,1.00562,0.80737,-0.05713,0.60809,0.3551,0
-0.49763,0.03582,-0.19971,-0.4487,-0.65701,-0.14581,-0.24314,-0.77492,-0.3897,1.24132,-0.59581,-1.27607,-0.51668,1.32185,0.66703,1.00562,0.42033,-0.68161,-0.45689,-0.95171,0
-0.22976,0.82132,-0.19971,0.21752,0.38314,-0.13817,-0.1509,1.36614,-0.3897,-0.51413,-0.05187,0.81166,0.30069,1.04392,-0.34064,1.00562,0.03329,0.44824,0.25309,0.06255,0
0.12742,1.60682,-0.19971,-0.18221,-0.17694,-0.12671,-0.19702,-0.06124,0.29996,-0.76051,-0.19919,0.81166,0.30069,1.33578,-0.43511,1.00562,0.03329,-0.34684,-0.1019,-0.24171,0
-0.76551,-0.74968,-0.19971,-0.49312,-0.85704,-0.15155,-0.24314,-0.91766,-0.68526,1.24132,-0.6638,-1.27607,-0.51668,-0.95963,-1.85215,-0.64196,-0.35375,-0.93268,-0.81189,-1.45876,0
0.03812,2.39232,0.94065,0.03986,0.14311,-0.15155,-0.10477,0.36698,0.10291,-0.57765,0.48073,0.81166,-0.51668,1.02802,-0.73251,-0.64196,-0.35375,0.80626,0.60809,0.23157,0
-0.31905,0.82132,1.32077,-0.00456,-0.41697,-0.13244,-0.05865,0.0815,-0.58674,1.24132,-0.47682,-1.27607,-0.51668,1.3433,-0.18949,-0.64196,-0.35375,-0.464,-0.45689,-1.1545,1
0.84176,-0.74968,-0.19971,-0.35987,0.22312,0.03375,-0.24314,-0.48945,0.98961,-0.45707,0.27109,0.81166,-0.51668,-0.95963,-1.20136,-0.64196,-0.35375,-0.27709,-0.45689,-0.19105,0
-0.22976,0.82132,-0.19971,-0.18221,0.50316,-0.12289,-0.19702,0.0815,-0.48822,1.24132,0.1181,-1.27607,-0.51668,0.96686,-0.27766,-0.64196,-0.35375,0.90855,-0.1019,0.06255,0
-0.22976,0.03582,-0.19971,-0.40429,-0.49698,-0.13435,-0.19702,-0.77492,-0.09413,-1.25327,-0.43149,0.81166,-0.51668,0.23296,0.03724,-0.64196,-0.35375,-0.45843,-0.1019,-0.19105,0
-0.58693,-1.53518,-0.19971,-0.27104,-0.45698,-0.14964,-0.19702,-0.34671,-0.48822,1.24132,-0.33517,-1.27607,-0.51668,-0.95963,0.98193,-0.64196,-0.35375,1.41071,-0.45689,-0.6981,0
0.12742,-0.74968,0.56053,-0.09339,-0.13693,-0.13435,-0.05865,0.0815,0.29996,-0.60653,-0.17653,0.81166,1.93543,-0.95963,-0.7725,-0.64196,-0.35375,-0.32173,0.25309,0.36681,0
-0.49763,0.82132,-0.19971,0.03986,-0.17694,-0.14581,-0.24314,0.79519,-0.58674,1.24132,-0.28418,-1.27607,-0.51668,1.29662,0.66703,1.00562,0.80737,0.85276,-0.45689,-0.4445,0
-0.22976,-0.74968,-0.19971,-0.31546,-0.45698,-0.15155,-0.19702,-0.48945,-0.09413,-0.69892,-0.40316,0.81166,-0.51668,-0.95963,-0.59256,-0.64196,-0.35375,-0.41658,-0.45689,-0.19105,0
-0.49763,0.82132,-0.19971,-0.40429,-0.69701,-0.14964,-0.19702,-0.77492,-0.3897,-0.83751,-0.57881,0.81166,-0.51668,0.99188,0.66703,-0.64196,-0.35375,-0.62581,-0.45689,-0.4445,0
0.03812,-0.74968,-0.19971,-0.18221,-0.49698,-0.08278,-0.05865,-0.48945,0.20143,1.24132,-0.6128,-1.27607,-0.51668,-0.95963,-0.67653,-0.64196,-0.35375,-0.93268,-0.45689,0.06255,0
9.94964,-0.74968,-0.19971,1.19463,7.14413,12.54418,0.40259,3.07899,10.44772,-0.1815,7.09857,0.68118,1.11806,-0.95963,-1.54296,-0.64196,-0.35375,-0.10552,10.9029,0.88664,0
0.21671,0.82132,-0.19971,-0.31546,-0.25695,-0.08469,-0.19702,-0.34671,0.29996,-1.25327,-0.31251,0.81166,-0.51668,0.93767,0.38076,2.6532,1.58146,-0.55226,-0.45689,-0.21402,0
1.02034,0.03582,-0.19971,-0.1378,0.34314,0.12353,-0.1509,0.22424,1.28518,-0.31129,0.17476,0.81166,-0.51668,0.43657,-1.07278,-0.64196,-0.35375,-0.42634,-0.1019,-0.01352,0
0.57388,0.03582,-0.19971,-0.1378,-0.17694,0.03757,-0.10477,0.0815,0.79257,-0.47454,-0.15953,0.81166,1.93543,0.71507,-0.89486,1.00562,7.38709,-0.53654,-0.45689,-0.03892,0
-0.31905,0.82132,-0.19971,-0.22663,-0.49698,-0.13626,-0.19702,-0.06124,-0.29118,-0.49104,-0.45982,0.81166,-0.51668,1.18092,-0.34064,1.00562,0.03329,-0.43053,-0.45689,-0.24171,0
-0.40834,-0.74968,-0.19971,-0.22663,-0.577,-0.1439,-0.19702,-0.20397,-0.29118,-1.06849,-0.53915,0.81166,-0.51668,-0.95963,0.03724,-0.64196,-0.35375,-0.57699,-0.45689,-0.31778,0
-0.40834,0.03582,-0.19971,-0.35987,-0.577,-0.1439,-0.1509,-0.77492,-0.48822,-0.19589,-0.03488,-1.0441,6.83966,1.08481,-0.1727,1.00562,0.03329,1.11778,-0.45689,-0.6981,0
0.12742,0.03582,-0.19971,2.74914,0.1031,-0.07322,3.07779,-0.63219,0.10291,-0.17536,0.80369,-0.85853,6.83966,0.47148,-0.45261,1.00562,0.03329,1.06757,0.60809,1.27959,0
1.82398,-0.74968,-0.19971,0.30634,1.4233,0.44828,-0.10477,1.50887,1.97483,-0.25456,0.47506,0.81166,1.11806,-0.95963,-1.30488,-0.64196,-0.35375,-0.46227,-0.1019,0.01006,0
-0.40834,-1.53518,0.18041,-0.18221,-0.577,-0.1439,-0.01252,-0.63219,-0.29118,-0.60653,-0.52782,0.81166,-0.51668,-0.95963,0.03724,-0.64196,-0.35375,-0.53514,-0.45689,-0.6981,0
3.96701,0.03582,0.18041,0.57283,2.62347,2.32418,0.17197,1.79435,3.6497,-0.58165,2.8151,0.81166,1.93543,-0.4459,-0.94311,1.00562,0.03329,-0.0547,2.38306,0.46448,1
-0.22976,0.03582,0.56053,-0.22663,-0.37697,-0.15155,-0.1509,-0.34671,-0.29118,-1.53045,-0.44849,0.81166,-0.51668,0.79787,0.66703,1.00562,0.03329,-0.50027,-0.45689,-0.19105,0
-0.31905,0.82132,-0.19971,-0.31546,-0.45698,-0.13626,-0.19702,-0.34671,-0.29118,-0.83751,-0.45982,0.81166,-0.51668,1.23725,-0.49179,1.00562,0.42033,-0.43053,-0.45689,-0.54597,0
0.03812,-0.74968,2.46113,-0.00456,-0.17694,-0.1057,0.07973,-0.34671,-0.19265,-1.01074,0.04445,0.81166,1.11806,-0.95963,-0.1727,-0.64196,-0.35375,0.12742,-0.1019,0.06255,0
-0.49763,2.39232,-0.19971,-0.31546,-0.45698,-0.15155,-0.19702,-0.48945,-0.3897,-0.83751,-0.47116,0.81166,0.30069,1.17448,0.24717,-0.64196,-0.35375,-0.12366,-0.45689,-0.4445,1
