$LOC_BLANK,$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,<$Defective
-0.10131,-0.27135,-0.45678,-0.20864,-0.09105,0.0472,-0.27595,-0.2408,0.09339,0.96062,-0.44469,-1.36572,-0.28373,-0.34972,-0.27571,-0.33624,0.12456,-0.20384,0.75122,-0.14643,-0.15352,-0.15466,-0.67144,-0.14643,-0.15629,-0.82215,0.00717,0.04046,-0.27793,-0.3045,-0.13591,-0.16143,-0.20023,0.94195,-0.28201,0.64958,-0.34148,0
-0.71082,4.76344,1.96497,-0.39677,-0.5128,-0.44701,4.52455,2.03645,-0.43954,-0.90062,1.92502,-1.43608,4.44285,4.44297,-0.27571,-0.82908,1.86241,-0.38236,-0.99232,-0.3117,-0.45379,-0.59254,-0.92181,-0.3117,-0.45377,-0.1792,-0.44738,-0.43819,4.33115,1.08372,-0.54195,-0.60389,-0.63863,-1.77937,0.84224,-0.82432,-0.81719,0
-0.60924,-0.42868,-0.45678,-0.20864,1.49054,-0.19991,-0.42597,-0.72662,-0.17308,0.96062,-0.44469,-0.76767,-0.46553,-0.34972,-0.27571,0.11179,0.99348,0.01765,0.4957,-0.04194,0.12173,0.21899,-0.58798,-0.04194,0.11518,-0.30167,-0.2201,-0.19886,-0.46606,-0.70753,-0.07991,0.41569,-0.05409,0.94195,0.13958,1.47638,0.05495,0
0.30504,0.67268,-0.45678,-0.20864,-0.19649,1.40629,0.62414,-0.05862,1.42572,0.96062,0.5032,-0.5566,0.44343,1.24784,-0.27571,0.42542,-0.74437,-0.17974,0.51494,-0.17144,-0.15352,-0.11963,-0.58798,-0.17144,-0.16174,0.55559,1.37081,1.35676,0.38051,0.00897,-0.16391,-0.08448,-0.29765,0.18603,0.11951,-0.23476,0.33245,0
-0.30448,-0.27135,-0.45678,-0.39677,0.33071,0.0472,-0.27595,-0.51407,0.09339,0.96062,-0.44469,-1.36572,-0.28373,-0.34972,-0.27571,0.02219,-0.74437,0.12912,0.08987,-0.12926,0.07169,0.10807,-0.42107,-0.12926,0.0753,-0.82215,0.00717,0.04046,-0.27793,-0.48363,0.0461,0.14637,0.38432,0.94195,-0.10133,0.57317,-0.06398,0
-0.40606,-0.42868,-0.80274,-0.20864,-0.30193,-0.44701,-0.42597,-0.45335,-0.43954,-0.90062,-0.44469,-0.76767,-0.46553,-0.34972,-0.27571,-0.38104,-0.74437,-0.26131,0.13016,-0.26526,-0.32868,-0.32981,-0.50452,-0.26526,-0.32391,-0.30167,-0.44738,-0.43819,-0.46606,-0.39406,-0.34593,-0.30571,-0.4925,-0.5699,-0.40247,0.26424,-0.38112,0
-0.30448,0.83001,-0.11081,-0.39677,-0.5128,-0.44701,0.77416,1.76318,-0.43954,-0.90062,1.45108,0.6395,0.51615,-0.34972,-0.27571,-0.33624,-0.74437,-0.11588,0.46443,-0.13951,-0.07845,-0.02622,-0.58798,-0.13952,-0.08278,-1.52633,-0.44738,-0.43819,0.42754,1.75544,0.0321,-0.06525,-0.1028,0.18603,-0.42254,-0.82432,-0.38112,0
-0.50765,-0.42868,-0.11081,-0.39677,-0.5128,-0.19991,-0.42597,-0.45335,-0.17308,0.96062,-0.20772,0.99129,-0.39281,-0.34972,-0.27571,-0.33624,-0.74437,-0.14433,-0.56726,-0.29859,-0.3537,-0.42323,0.2466,-0.29859,-0.357,-0.30167,-0.2201,-0.19886,-0.37199,-0.3045,-0.38793,-0.43076,-0.29765,-0.41871,-0.44262,-0.82432,-0.38112,0
0.00028,-0.27135,0.92708,-0.39677,-0.5128,-0.19991,-0.27595,-0.2408,-0.17308,0.96062,0.02926,0.99129,-0.1383,-0.34972,-0.27571,-0.29144,-0.74437,0.05974,-0.76687,-0.30485,-0.3537,-0.41739,1.33154,-0.30485,-0.35849,-0.82215,-0.2201,-0.19886,-0.0898,-0.39406,-0.40194,-0.41152,-0.24894,-0.87227,-0.20171,-0.82432,-0.34148,0
-0.20289,-0.58602,-0.45678,-0.39677,-0.19649,-0.44701,-0.57599,-0.81771,-0.43954,-0.90062,-0.44469,0.99129,-0.5746,-0.34972,-0.27571,-0.02262,0.12456,0.03623,-0.1909,-0.22976,-0.1285,-0.00286,-0.25415,-0.22976,-0.133,1.22915,-0.44738,-0.43819,-0.56012,-0.70753,-0.26192,0.17522,-0.34636,-0.5699,-0.20171,-0.15034,-0.10362,0
-0.71082,-0.42868,-0.80274,-0.39677,-0.5128,-0.19991,-0.42597,-0.11935,-0.17308,0.96062,-0.44469,-0.76767,-0.42917,-0.34972,-0.27571,-0.51545,1.86241,-0.20747,-0.27687,-0.28443,-0.32868,-0.359,-0.25415,-0.28443,-0.33415,-0.30167,-0.2201,-0.19886,-0.41903,0.09853,-0.30393,-0.38266,-0.39507,-0.72108,-0.58315,-0.82432,-0.53969,0
-0.60924,-0.58602,-0.45678,-0.20864,0.01439,-0.44701,-0.57599,-0.75698,-0.43954,-0.90062,-0.44469,0.99129,-0.61096,-0.34972,-0.27571,-0.33624,0.99348,-0.0616,-0.11635,-0.23671,-0.17854,-0.21304,-0.33761,-0.23671,-0.18515,1.22915,-0.44738,-0.43819,-0.60715,-0.66275,-0.20592,-0.20953,0.04333,0.79076,-0.34224,0.84013,-0.34148,0
-0.60924,-0.42868,-0.45678,-0.39677,-0.5128,-0.19991,-0.42597,0.51828,-0.17308,0.96062,-0.20772,0.99129,-0.50188,-0.34972,-0.27571,-0.64986,-0.74437,-0.16755,-0.47768,-0.29438,-0.3537,-0.42906,0.07968,-0.29438,-0.34811,-0.30167,-0.2201,-0.19886,-0.51309,0.23287,-0.38793,-0.44038,-0.20023,0.33721,-0.60323,-0.82432,-0.65862,0
-0.30448,-0.27135,0.23515,-0.39677,-0.5128,-0.07635,-0.27595,-0.36226,-0.17308,1.89125,-0.20772,-0.16962,-0.24738,-0.34972,-0.27571,-0.20183,-0.74437,0.03913,-0.35623,-0.25977,-0.20356,-0.20137,-0.17069,-0.25977,-0.19752,-0.82215,0.00717,-0.0792,-0.2309,-0.21494,-0.19192,-0.19991,-0.00538,-0.11634,-0.36232,-0.82432,-0.26219,0
-0.71082,-0.58602,-0.80274,-0.39677,-0.5128,-0.44701,-0.57599,2.03645,-0.43954,-0.90062,-0.44469,0.99129,-0.64732,-0.34972,-0.27571,-0.82908,-0.74437,-0.29818,-0.87208,-0.31132,-0.45379,-0.56335,3.25107,-0.31132,-0.44408,1.22915,-0.44738,-0.43819,-0.65418,3.59147,-0.52795,-0.56542,-0.58992,-1.17464,-0.74376,-0.82432,-0.81719,0
-0.60924,-0.11401,0.23515,-0.39677,-0.5128,-0.44701,-0.12594,0.51828,-0.43954,-0.90062,0.02926,0.11181,-0.10194,-0.34972,-0.27571,-0.47065,-0.74437,-0.09208,-0.37848,-0.27834,-0.27863,-0.30646,-0.08724,-0.27834,-0.28332,-1.06708,-0.44738,-0.43819,-0.0898,0.32244,-0.35993,-0.25762,-0.29765,-0.11634,-0.46269,-0.82432,-0.50005,0
-0.71082,-0.58602,-0.45678,-0.39677,-0.5128,-0.44701,-0.57599,2.03645,-0.43954,-0.90062,-0.44469,0.99129,-0.61096,-0.34972,-0.27571,-0.82908,0.99348,-0.38236,-0.99232,-0.3117,-0.45379,-0.59254,-0.92181,-0.3117,-0.45377,1.22915,-0.44738,-0.43819,-0.60715,-0.52841,-0.54195,-0.60389,-0.63863,-1.77937,-0.52292,-0.82432,-0.81719,0
-0.60924,-0.11401,-0.11081,-0.39677,-0.5128,-0.44701,-0.12594,0.0021,-0.43954,-0.90062,0.02926,0.11181,-0.1383,-0.34972,-0.27571,-0.29144,-0.74437,-0.1661,-0.2895,-0.27917,-0.30366,-0.35316,-0.17069,-0.27917,-0.30848,-1.06708,-0.44738,-0.43819,-0.13684,0.23287,-0.30393,-0.37304,-0.24894,-0.11634,-0.44262,-0.82432,-0.34148,0
-0.60924,0.83001,-0.80274,2.8014,-0.5128,-0.44701,0.77416,-0.36226,-0.43954,-0.90062,-0.44469,-2.17484,0.77066,1.5141,-0.27571,0.55983,1.86241,0.04624,1.85506,0.74659,0.72228,0.82618,-0.7549,0.74659,0.71276,0.61682,-0.44738,-0.43819,0.75676,0.00897,0.88618,0.75234,0.7253,2.15142,0.23996,0.84626,1.08566,0
-0.60924,-0.58602,-0.45678,-0.39677,-0.5128,-0.44701,-0.57599,-0.69625,-0.43954,-0.90062,-0.44469,0.99129,-0.61096,-0.34972,-0.27571,-0.38104,-0.74437,-0.13359,-0.64181,-0.30237,-0.37873,-0.44658,0.49697,-0.30238,-0.37035,1.22915,-0.44738,-0.43819,-0.60715,-0.52841,-0.44394,-0.43076,-0.34636,-0.26753,-0.50285,-0.82432,-0.42076,0
0.00028,-0.11401,0.58111,-0.39677,-0.19649,-0.19991,0.02408,-0.5748,-0.17308,0.96062,0.5032,0.99129,-0.10194,-0.34972,-0.27571,0.78384,0.12456,0.05786,0.07665,-0.1585,-0.00338,0.02633,-0.42107,-0.1585,-0.00393,-1.22016,-0.2201,-0.19886,-0.13684,-0.43884,0.0181,0.03094,0.23818,0.63958,0.19981,-0.46163,0.60995,0
0.40662,-0.11401,1.27304,-0.20864,0.64703,-0.19991,0.02408,-0.48371,-0.17308,0.96062,0.5032,0.99129,0.00713,-0.34972,-0.27571,0.47022,-0.74437,0.28791,-0.35082,-0.22763,-0.05343,-0.05541,-0.17069,-0.22763,-0.04262,-1.22016,-0.2201,-0.19886,0.00426,-0.48363,-0.0239,-0.07486,0.62787,0.48839,0.32026,0.5562,0.37209,0
-0.71082,-0.42868,-0.45678,-0.39677,-0.5128,-0.44701,-0.42597,-0.11935,-0.43954,-0.90062,-0.44469,-0.76767,-0.46553,-0.34972,-0.27571,-0.51545,-0.74437,-0.13678,-0.72178,-0.30622,-0.37873,-0.47577,0.91426,-0.30622,-0.39025,-0.30167,-0.44738,-0.43819,-0.46606,0.09853,-0.47194,-0.45961,-0.39507,-0.41871,-0.58315,-0.82432,-0.53969,0
0.20345,-0.11401,0.23515,0.16761,0.11983,0.29431,-0.12594,0.0021,0.35986,0.96062,0.26623,0.99129,-0.17466,-0.34972,-0.27571,-0.42585,-0.74437,-0.16755,-0.3911,-0.28805,-0.32868,-0.37652,-0.08724,-0.28805,-0.33031,-1.06708,0.23444,0.27979,-0.18387,-0.25972,-0.37393,-0.36343,-0.34636,-0.26753,-0.18163,1.53393,-0.34148,0
-0.60924,0.20066,0.58111,-0.39677,-0.5128,-0.44701,0.17409,0.51828,-0.43954,-0.90062,0.5032,0.39325,0.26164,-0.34972,-0.27571,-0.29144,-0.74437,-0.05347,-0.12416,-0.23623,-0.17854,-0.14298,-0.33761,-0.23623,-0.18092,-1.31201,-0.44738,-0.43819,0.28645,0.54634,-0.24792,-0.06525,-0.24894,-0.11634,-0.38239,-0.82432,-0.34148,0
-0.71082,-0.42868,-0.80274,-0.39677,-0.5128,-0.44701,-0.42597,2.03645,-0.43954,-0.90062,-0.44469,-0.76767,-0.46553,-0.34972,-0.27571,-0.82908,-0.74437,-0.24433,-0.75184,-0.30926,-0.42877,-0.52248,1.16463,-0.30926,-0.42204,-0.30167,-0.44738,-0.43819,-0.46606,8.06959,-0.48594,-0.52694,-0.4925,-0.87227,-0.74376,-0.82432,-0.81719,0
-0.71082,-0.27135,-0.45678,-0.39677,-0.5128,-0.44701,-0.27595,2.03645,-0.43954,-0.90062,-0.20772,-0.16962,-0.32009,0.1828,3.62703,-0.82908,0.99348,-0.38236,-0.99232,-0.3117,-0.45379,-0.59254,-0.92181,-0.3117,-0.45377,1.22915,-0.44738,-0.43819,-0.32496,0.59112,-0.54195,-0.60389,-0.63863,-1.77937,-0.58315,-0.82432,-0.81719,0
-0.60924,0.20066,-0.45678,-0.20864,-0.40737,-0.44701,0.17409,-0.08899,-0.43954,-0.90062,-0.20772,-1.36572,-0.06558,0.98158,3.62703,0.02219,0.99348,-0.23678,1.12458,-0.11303,-0.15352,-0.14298,-0.67144,-0.11303,-0.15927,1.22915,-0.44738,-0.43819,-0.13684,0.27766,-0.13591,-0.1422,-0.29765,0.79076,-0.30209,-0.37531,-0.02433,0
-0.30448,-0.27135,-0.45678,-0.39677,-0.5128,0.17075,-0.27595,0.0021,0.09339,0.96062,-0.44469,-1.36572,-0.39281,-0.34972,-0.27571,-0.42585,0.99348,-0.22953,0.63097,-0.18905,-0.22859,-0.23056,-0.58798,-0.18905,-0.21664,-0.82215,0.23444,0.16013,-0.41903,0.00897,-0.28993,-0.18067,-0.34636,0.94195,-0.46269,-0.82432,-0.4604,0
0.71138,-0.27135,-0.80274,0.35574,-0.19649,0.0472,-0.27595,-0.81771,0.09339,0.96062,-0.44469,-1.36572,-0.35645,-0.34972,-0.27571,1.09747,-0.74437,1.00854,-0.18368,-0.03453,0.62219,0.70358,-0.33761,-0.03453,0.62166,-0.82215,0.00717,0.04046,-0.37199,-0.66275,0.70416,0.67539,1.45598,0.18603,0.56117,-0.16401,1.04601,0
-0.50765,-0.58602,-0.80274,-0.39677,-0.5128,-0.44701,-0.57599,-0.48371,-0.43954,-0.90062,-0.44469,0.99129,-0.64732,-0.34972,-0.27571,-0.56026,0.12456,-0.2185,-0.45123,-0.29709,-0.37873,-0.44074,-0.00378,-0.29709,-0.36903,1.22915,-0.44738,-0.43819,-0.65418,-0.43884,-0.41594,-0.44038,-0.39507,-0.26753,-0.56307,-0.82432,-0.57933,0
0.00028,0.67268,1.27304,0.92012,-0.5128,-0.44701,0.62414,0.18428,-0.43954,-0.90062,0.97714,0.21735,0.69794,1.24784,-0.27571,-0.11222,-0.74437,0.01649,0.29128,-0.11164,0.04666,0.11974,-0.50452,-0.11163,0.03547,0.55559,-0.44738,-0.43819,0.70973,0.23287,-0.0239,0.2137,-0.00538,0.48839,-0.0411,0.61091,0.09459,0
0.91455,0.20066,3.00286,-0.02052,-0.5128,0.29431,0.17409,-0.2408,0.35986,0.96062,0.02926,-0.76767,0.47979,0.71532,-0.27571,0.1566,-0.74437,0.36832,-0.27988,-0.19555,0.04666,0.05552,-0.25415,-0.19555,0.05768,0.70867,0.23444,0.27979,0.56864,-0.25972,0.14411,-0.00753,0.87143,0.48839,0.07935,-0.43144,0.13424,0
-0.40606,-0.58602,-0.45678,-0.39677,-0.40737,-0.44701,-0.57599,0.51828,-0.43954,-0.90062,-0.44469,0.99129,-0.61096,-0.34972,-0.27571,-0.73947,-0.74437,-0.305,-0.90214,-0.3115,-0.45379,-0.56918,4.66985,-0.3115,-0.44709,1.22915,-0.44738,-0.43819,-0.60715,-0.3045,-0.52795,-0.57504,-0.58992,-1.32582,-0.60323,0.74769,-0.7379,0
-0.60924,7.75285,1.619,-0.39677,-0.5128,-0.44701,7.37485,1.18627,-0.43954,-0.90062,5.00564,-0.97875,7.27879,6.04053,-0.27571,2.53117,1.86241,0.28588,4.31045,5.41146,2.92431,3.23743,-0.83835,5.41146,2.93338,-0.42414,-0.44738,-0.43819,7.10601,2.24803,2.80435,3.4071,1.40726,2.90735,0.78201,-0.82432,2.15601,0
2.03199,-0.42868,-0.45678,-0.20864,1.91229,-0.19991,-0.42597,-0.81771,-0.17308,0.96062,-0.20772,0.99129,0.47979,-0.34972,-0.27571,0.64943,-0.74437,0.68705,0.42656,0.34406,0.99754,1.38667,-0.58798,0.34406,0.9967,-0.30167,-0.2201,-0.19886,0.75676,-0.79709,1.1102,1.52184,0.57916,-0.26753,0.96269,1.16179,0.53066,1
-0.40606,-0.27135,-0.11081,-0.39677,-0.5128,-0.07635,-0.27595,0.0021,-0.17308,1.89125,0.02926,0.99129,-0.35645,0.1828,3.62703,-0.42585,0.12456,-0.14331,-0.43139,-0.28877,-0.32868,-0.38819,-0.00378,-0.28877,-0.32553,1.22915,0.00717,-0.0792,-0.37199,0.05375,-0.34593,-0.4019,-0.20023,0.03484,-0.48277,-0.82432,-0.4604,0
-0.60924,-0.27135,-0.11081,-0.39677,-0.5128,-0.44701,-0.27595,0.30574,-0.43954,-0.90062,-0.20772,-0.16962,-0.28373,-0.34972,-0.27571,-0.51545,-0.74437,-0.1018,-0.47708,-0.289,-0.30366,-0.36484,0.07968,-0.289,-0.31557,-0.82215,-0.44738,-0.43819,-0.27793,0.05375,-0.40194,-0.32495,-0.29765,0.03484,-0.48277,-0.82432,-0.53969,0
0.10186,-0.42868,1.619,-0.39677,0.33071,-0.19991,-0.42597,-0.54444,-0.17308,0.96062,-0.20772,0.99129,-0.28373,-0.34972,-0.27571,-0.24663,-0.74437,0.12622,-0.76085,-0.3034,-0.3537,-0.39987,1.24809,-0.3034,-0.34125,-0.30167,-0.2201,-0.19886,-0.2309,-0.61797,-0.38793,-0.39228,-0.15151,-0.72108,-0.14148,0.97266,-0.30183,1
0.30504,-0.58602,-0.45678,-0.20864,-0.5128,-0.44701,-0.57599,0.0021,-0.43954,-0.90062,-0.44469,0.99129,-0.53824,-0.34972,-0.27571,-0.73947,0.12456,-0.20732,-0.90214,-0.31126,-0.42877,-0.55167,4.66985,-0.31126,-0.43868,1.22915,-0.44738,-0.43819,-0.51309,-0.61797,-0.49994,-0.56542,-0.4925,-1.32582,-0.40247,0.74769,-0.69826,0
-0.60924,-0.42868,-0.11081,-0.39677,-0.40737,-0.44701,-0.42597,-0.11935,-0.43954,-0.90062,-0.20772,0.99129,-0.42917,-0.34972,-0.27571,-0.51545,0.12456,-0.1513,-0.61416,-0.30164,-0.37873,-0.45242,0.41351,-0.30164,-0.37028,-0.30167,-0.44738,-0.43819,-0.41903,0.00897,-0.42994,-0.44999,-0.29765,-0.11634,-0.56307,-0.23476,-0.53969,0
-0.60924,-0.27135,-0.11081,-0.39677,-0.5128,-0.44701,-0.27595,0.51828,-0.43954,-0.90062,0.02926,0.99129,-0.39281,0.1828,3.62703,-0.56026,-0.74437,-0.10108,-0.68811,-0.30376,-0.37873,-0.45242,0.74734,-0.30376,-0.37194,1.22915,-0.44738,-0.43819,-0.41903,0.45678,-0.41594,-0.45961,-0.24894,-0.41871,-0.56307,-0.82432,-0.57933,0
-0.71082,-0.58602,-0.80274,-0.39677,-0.5128,-0.44701,-0.57599,0.51828,-0.43954,-0.90062,-0.44469,0.99129,-0.64732,-0.34972,-0.27571,-0.73947,-0.74437,-0.20732,-0.90214,-0.31126,-0.42877,-0.55167,4.66985,-0.31126,-0.43868,1.22915,-0.44738,-0.43819,-0.65418,0.23287,-0.49994,-0.56542,-0.4925,-1.32582,-0.68353,-0.82432,-0.7379,0
-0.71082,-0.42868,-0.45678,-0.39677,-0.5128,-0.44701,-0.42597,2.03645,-0.43954,-0.90062,-0.44469,-0.76767,-0.42917,-0.34972,-0.27571,-0.82908,0.99348,-0.38236,-0.99232,-0.3117,-0.45379,-0.59254,-0.92181,-0.3117,-0.45377,-0.30167,-0.44738,-0.43819,-0.41903,-0.3045,-0.54195,-0.60389,-0.63863,-1.77937,-0.46269,-0.82432,-0.81719,0
-0.71082,-0.42868,-0.45678,-0.39677,-0.5128,-0.44701,-0.42597,2.03645,-0.43954,-0.90062,-0.44469,-0.76767,-0.46553,-0.34972,-0.27571,-0.82908,0.12456,-0.38236,-0.99232,-0.3117,-0.45379,-0.59254,-0.92181,-0.3117,-0.45377,-0.30167,-0.44738,-0.43819,-0.46606,0.412,-0.54195,-0.60389,-0.63863,-1.77937,-0.6233,-0.82432,-0.81719,0
-0.50765,-0.58602,-0.45678,-0.39677,-0.5128,-0.44701,-0.57599,0.51828,-0.43954,-0.90062,-0.44469,0.99129,-0.61096,-0.34972,-0.27571,-0.73947,0.12456,-0.26988,-0.87208,-0.3112,-0.42877,-0.55751,3.25107,-0.3112,-0.44083,1.22915,-0.44738,-0.43819,-0.60715,-0.12538,-0.51395,-0.56542,-0.54121,-1.17464,-0.64338,-0.82432,-0.7379,0
-0.71082,-0.58602,-0.45678,-0.39677,-0.5128,-0.44701,-0.57599,0.0021,-0.43954,-0.90062,-0.44469,0.99129,-0.61096,-0.34972,-0.27571,-0.69467,0.12456,-0.24433,-0.75184,-0.30926,-0.42877,-0.52248,1.16463,-0.30926,-0.42204,1.22915,-0.44738,-0.43819,-0.60715,0.00897,-0.48594,-0.52694,-0.4925,-0.87227,-0.66345,-0.82432,-0.69826,0
-0.71082,-0.42868,-0.80274,-0.02052,-0.5128,-0.19991,-0.42597,-0.11935,-0.17308,0.96062,-0.44469,-0.76767,-0.46553,-0.34972,-0.27571,-0.60506,1.86241,-0.2018,-0.45123,-0.29559,-0.3537,-0.42906,-0.00378,-0.29559,-0.36034,-0.30167,-0.2201,-0.19886,-0.46606,-0.08059,-0.34593,-0.46923,-0.29765,-0.41871,-0.543,0.52318,-0.53969,0
-0.40606,-0.11401,-0.11081,3.36578,0.01439,0.29431,-0.12594,-0.45335,0.35986,0.96062,0.26623,0.99129,-0.1383,-0.34972,-0.27571,-0.73947,-0.74437,-0.069,-0.17527,-0.24797,-0.20356,-0.21888,-0.33761,-0.24797,-0.20899,-1.06708,0.23444,0.27979,-0.13684,-0.3045,-0.21992,-0.20953,-0.1028,0.18603,-0.12141,3.54268,0.05495,1
0.71138,1.30202,2.31093,1.67263,1.17422,2.27116,1.2242,-0.36226,2.22513,0.96062,0.74017,-0.90839,1.27967,0.71532,-0.27571,1.5007,-0.74437,0.01925,1.98132,0.7697,0.69726,0.83786,-0.7549,0.76969,0.68764,-0.66907,2.27991,2.1944,1.27411,-0.25972,0.73217,0.87739,0.48174,2.00024,1.14337,0.78778,1.68029,1
