$LOC_BLANK,$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,<$Defective
0.35597,-0.11983,0.05206,0.53001,0.11585,-0.03369,-0.14025,0.22072,0.01013,-0.37224,-0.30721,-0.78548,-0.1783,-0.49261,-0.63968,-0.39135,0.10393,-0.59885,-0.0072,-0.24461,-0.38901,-0.41567,-0.4761,-0.2446,-0.39211,-1.06526,-0.07155,-0.03605,-0.18804,-0.44519,-0.39605,-0.42581,-0.40514,0.20574,-0.02537,1.58049,-0.2469,0
-0.59531,-0.11983,-0.96427,-0.56126,-0.57353,-0.18057,-0.14025,3.79691,-0.30522,1.72156,-0.62213,-2.01568,-0.33553,0.21597,1.0967,-0.53413,0.10393,-1.02803,0.71239,-0.26323,-0.52786,-0.57685,-0.83359,-0.26323,-0.53313,0.89215,-0.07155,-0.1825,-0.39393,3.8682,-0.55868,-0.58502,-0.79865,-0.54775,-0.66277,-1.57562,-0.56792,0
2.82065,1.78297,2.08471,0.03398,2.70922,1.94916,1.66036,-0.59206,2.05984,-0.18473,1.8972,0.10921,2.25873,2.81408,1.21246,2.74979,1.67254,2.17723,1.13685,0.9056,2.03323,2.01016,-0.83359,0.9056,2.03337,0.81385,1.84386,1.94099,2.41981,-0.80464,2.06378,1.96232,2.82163,2.03563,3.21385,0.42637,2.41043,0
-0.50883,-0.47661,-0.20202,-0.56126,-0.47505,-0.47432,-0.45801,-0.26695,-0.46289,-0.37224,-0.30721,1.07846,-0.41415,-0.49261,-0.63968,-0.43214,-0.94181,-0.27051,-0.51589,-0.27078,-0.40444,-0.41969,0.06013,-0.27078,-0.40578,-0.43889,-0.48199,-0.4754,-0.39393,-0.08574,-0.51802,-0.35284,-0.45761,-0.22483,-0.55828,-0.88113,-0.47875,0
-0.16291,-0.47661,-0.4561,0.3316,-0.34374,-0.47432,-0.45801,-0.91717,-0.46289,-0.37224,-0.30721,1.07846,-0.54517,-0.49261,-0.63968,-0.45254,-0.94181,-0.30066,-0.68369,-0.28503,-0.46615,-0.49626,0.41761,-0.28503,-0.46256,-0.43889,-0.48199,-0.4754,-0.5655,-0.80464,-0.50786,-0.48552,-0.45761,-0.65539,-0.34929,0.85883,-0.33607,0
-0.50883,-0.35768,-0.71018,-0.56126,-0.57353,-0.40088,-0.35209,0.22072,-0.46289,1.1903,-0.46467,-0.78548,-0.49276,-0.02022,1.29928,-0.39135,-0.94181,-0.69993,-0.35075,-0.27868,-0.49701,-0.53655,-0.11862,-0.27868,-0.49121,1.20534,-0.34517,-0.40217,-0.53118,0.63316,-0.53835,-0.53195,-0.58878,-0.33247,-0.56872,-1.57562,-0.44308,0
-0.68179,-0.59553,-0.71018,-0.56126,-0.57353,-0.6212,-0.56393,0.54583,-0.62056,-0.37224,-0.46467,1.07846,-0.64999,-0.49261,-0.63968,-0.63611,-0.94181,-0.94842,-0.86607,-0.30407,-0.60501,-0.70983,1.13259,-0.30407,-0.61239,0.22663,-0.6188,-0.62184,-0.66844,1.17233,-0.71115,-0.70443,-0.82489,-1.19359,-0.73591,-1.57562,-0.65709,0
0.44245,-0.59553,-0.4561,-0.46205,0.05019,-0.6212,-0.56393,-1.24227,-0.62056,-0.37224,-0.46467,1.07846,-0.62378,-0.49261,-0.63968,-0.39135,-0.41894,-0.30862,-0.30698,-0.25194,-0.35815,-0.33507,-0.29736,-0.25194,-0.35536,0.22663,-0.6188,-0.62184,-0.63413,-1.34381,-0.23341,-0.39928,-0.37891,-0.76303,-0.12986,0.96056,-0.42525,1
-0.68179,-0.59553,0.05206,-0.56126,-0.47505,-0.6212,-0.56393,-0.91717,-0.62056,-0.37224,-0.46467,1.07846,-0.59758,-0.49261,-0.63968,-0.45254,0.10393,-0.40609,-0.70624,-0.28897,-0.49701,-0.54461,0.59636,-0.28897,-0.49026,0.22663,-0.6188,-0.62184,-0.59981,-0.44519,-0.57901,-0.51869,-0.48384,-0.33247,-0.61052,-0.84918,-0.49658,0
-0.11967,-0.35768,-0.20202,-0.26364,-0.1796,-0.32744,-0.35209,0.05816,-0.30522,-0.37224,-0.14975,1.07846,-0.38794,-0.49261,-0.63968,-0.43214,-0.94181,-0.06544,-0.59283,-0.27082,-0.37358,-0.40358,0.23887,-0.27082,-0.38041,-0.75208,-0.34517,-0.32895,-0.39393,-0.44519,-0.4367,-0.37938,-0.24774,-0.22483,-0.33884,0.70704,-0.42525,0
-0.72503,-0.35768,1.32247,-0.46205,0.1815,-0.40088,-0.35209,0.05816,-0.46289,1.1903,-0.14975,1.07846,-0.28312,-0.49261,-0.63968,-0.37095,-0.94181,-0.38124,-0.56298,-0.27871,-0.45072,-0.49223,0.23887,-0.27871,-0.44724,-0.75208,-0.34517,-0.40217,-0.25667,-0.44519,-0.50786,-0.47888,-0.37891,-0.11719,-0.35974,1.14377,-0.40741,0
-0.03319,-0.11983,0.30614,-0.26364,-0.31091,-0.10713,-0.14025,1.19604,-0.14754,0.40903,-0.14975,-0.15174,-0.07349,0.45216,1.6755,-0.39135,-0.94181,-0.30307,0.62286,-0.10414,-0.08044,-0.04091,-0.83359,-0.10414,-0.08304,1.51852,-0.07155,-0.10928,-0.05079,0.27371,-0.05045,-0.03443,-0.0641,0.85158,-0.33884,0.19949,-0.38958,0
-0.68179,-0.47661,0.30614,-0.56126,-0.21243,-0.47432,-0.45801,-0.91717,-0.46289,-0.37224,-0.30721,1.07846,-0.46656,-0.49261,-0.63968,-0.26897,0.10393,-0.06858,-0.55502,-0.26708,-0.37358,-0.3794,0.23887,-0.26708,-0.36731,-0.43889,-0.48199,-0.4754,-0.46256,-0.62491,-0.44687,-0.33294,-0.30021,-0.22483,-0.43289,-0.0732,-0.33607,0
-0.07643,-0.35768,-0.20202,-0.26364,-0.31091,-0.32744,-0.35209,1.3586,-0.30522,-0.37224,-0.14975,1.07846,-0.41415,-0.49261,-0.63968,-0.57492,-0.94181,-0.56242,-0.5988,-0.28704,-0.49701,-0.5567,0.23887,-0.28704,-0.49939,-0.75208,-0.34517,-0.32895,-0.42824,-0.08574,-0.52818,-0.57176,-0.48384,-0.44011,-0.44334,0.86522,-0.55009,0
0.74513,0.23694,1.32247,-0.06523,0.27999,0.33351,0.1775,-0.59206,0.32547,0.06527,0.32262,0.25833,0.34579,0.21597,0.46003,0.50612,1.67254,0.62647,0.59168,0.09155,0.47497,0.58368,-0.83359,0.09155,0.4821,-0.00826,0.3389,0.33007,0.39529,-0.62491,0.60008,0.56924,0.67045,0.74394,0.51798,0.12652,0.43081,0
-0.68179,-0.47661,-0.96427,-0.56126,-0.57353,-0.47432,-0.45801,2.65903,-0.46289,-0.37224,-0.62213,-1.41922,-0.57137,-0.49261,-0.63968,-0.65651,-0.41894,-0.91609,-0.39254,-0.29226,-0.55872,-0.62923,-0.11862,-0.29226,-0.56318,-0.43889,-0.48199,-0.4754,-0.59981,2.96957,-0.59934,-0.64473,-0.74618,-0.87067,-0.74636,-1.57562,-0.67493,0
-0.29263,0.95049,1.06838,-0.36284,1.56026,1.28821,0.81301,-1.07972,1.42916,-0.37224,0.16516,-1.15826,1.13193,1.86931,1.41504,2.19907,2.19542,1.65902,1.7815,1.32687,2.21837,2.35267,-1.01233,1.32687,2.2165,1.12704,1.15979,1.28198,1.21883,-0.62491,2.6025,2.17459,1.95591,1.28214,1.51065,0.07646,1.85756,0
-0.50883,-0.35768,-0.20202,-0.26364,-0.50787,-0.32744,-0.35209,-0.26695,-0.30522,-0.37224,-0.14975,1.07846,-0.36174,-0.49261,-0.63968,-0.35055,0.10393,-0.57279,-0.26918,-0.26528,-0.43529,-0.45193,-0.29736,-0.26528,-0.43454,-0.75208,-0.34517,-0.32895,-0.35961,0.09398,-0.47736,-0.43245,-0.53631,-0.33247,-0.49558,-0.65744,-0.35391,0
0.78837,1.06942,1.32247,2.21651,-0.01546,1.14133,0.91893,-0.26695,0.95615,0.75279,0.95245,-0.07718,0.9747,1.63312,1.0967,0.71009,1.67254,1.40619,0.916,0.46911,1.23096,1.32512,-0.83359,0.46911,1.23632,0.73556,1.2966,1.13553,0.97863,-0.08574,1.24045,1.37192,1.53617,1.38978,0.77921,0.40507,1.01935,0
1.39373,1.66404,2.59287,1.02604,0.64109,2.09604,1.44853,1.84626,2.21751,-0.21598,1.58228,-0.00262,1.91807,0.45216,-0.06089,0.38374,0.6268,0.68364,3.62857,2.42996,2.35723,2.51386,-1.19108,2.42996,2.36337,-0.79123,1.98067,2.08744,2.04236,0.45343,2.4602,2.53281,1.58864,2.78911,0.8419,0.92221,0.51998,0
-0.46559,-0.11983,-0.96427,-0.36284,-0.50787,-0.18057,-0.14025,3.47181,-0.30522,1.72156,-0.62213,-2.01568,-0.33553,0.45216,1.6755,-0.55452,0.10393,-0.82755,-0.16306,-0.27687,-0.51244,-0.5567,-0.29736,-0.27687,-0.50848,1.51852,-0.07155,-0.1825,-0.39393,2.4304,-0.55868,-0.55185,-0.66748,-0.33247,-0.60007,-0.39222,-0.55009,0
-0.42235,-0.59553,-0.20202,-0.36284,-0.34374,-0.6212,-0.56393,-0.59206,-0.62056,-0.37224,-0.62213,-0.78548,-0.59758,-0.49261,-0.63968,-0.55452,0.10393,-0.59909,-0.70027,-0.29314,-0.52786,-0.58894,0.59636,-0.29314,-0.52782,0.22663,-0.6188,-0.62184,-0.59981,-0.80464,-0.58917,-0.58502,-0.58878,-0.65539,-0.53738,0.50839,-0.55009,0
0.09653,-0.59553,-0.71018,-0.36284,-0.57353,-0.6212,-0.56393,-1.72994,-0.62056,-0.37224,-0.46467,1.07846,-0.20451,-0.49261,-0.63968,-0.16698,-0.94181,0.33648,-0.55768,-0.25311,-0.26558,-0.25045,0.23887,-0.25311,-0.26762,0.22663,-0.6188,-0.62184,-0.0851,-1.16409,-0.11144,-0.33958,-0.03787,-0.76303,-0.2866,-1.27152,-0.21123,0
-0.29263,-0.35768,0.30614,-0.06523,-0.5407,-0.32744,-0.35209,0.22072,-0.30522,-0.37224,-0.30721,0.14649,-0.25692,-0.49261,-0.63968,-0.49333,0.10393,-0.45723,-0.53048,-0.27912,-0.45072,-0.49223,0.06013,-0.27912,-0.45825,-0.75208,-0.34517,-0.32895,-0.22236,0.27371,-0.4672,-0.50542,-0.45761,-0.54775,-0.50603,-0.1861,-0.44308,0
-0.59531,-0.59553,-0.96427,-0.46205,-0.37656,-0.6212,-0.56393,0.87093,-0.62056,-0.37224,-0.62213,-0.78548,-0.67619,-0.49261,-0.63968,-0.67691,-0.41894,-0.95132,-1.08162,-0.30643,-0.63586,-0.74609,3.45625,-0.30643,-0.6306,0.22663,-0.6188,-0.62184,-0.70275,0.09398,-0.73148,-0.75086,-0.82489,-1.40888,-0.66277,0.90996,-0.67493,0
-0.55207,-0.11983,-0.71018,-0.26364,-0.57353,-0.03369,-0.14025,0.70838,0.01013,-0.37224,0.16516,1.07846,0.18856,-0.49261,-0.63968,-0.33016,0.10393,-0.18583,0.24349,-0.15834,-0.12673,-0.06106,-0.65485,-0.15834,-0.13411,-1.06526,-0.07155,-0.03605,0.29235,1.35205,0.12235,-0.18037,-0.1428,-0.33247,-0.51648,-1.00522,-0.33607,0
0.22625,0.35587,1.06838,-0.46205,-0.5407,0.26007,0.38934,0.05816,0.32547,-0.37224,0.63754,0.40744,0.63404,1.63312,1.9649,0.44493,0.10393,-0.23769,1.53744,0.16216,0.24355,0.3822,-1.01233,0.16216,0.24303,1.83171,0.20208,0.25684,0.70412,0.45343,0.28498,0.4432,-0.03787,0.95922,0.05822,-1.41159,0.30597,0
0.22625,0.95049,-0.96427,0.23239,0.57543,0.84758,0.81301,1.84626,0.48314,1.97157,-0.62213,-2.38846,0.37199,-0.02022,-0.23453,0.09818,-0.94181,0.26628,0.14865,-0.11762,0.04298,0.16863,-0.65485,-0.11762,0.04955,-0.94782,1.15979,0.84263,0.22372,0.45343,0.3358,0.05845,0.04084,-0.44011,0.309,0.9973,0.12762,0
-0.11967,-0.35768,-0.4561,0.53001,-0.40939,-0.32744,-0.35209,-0.59206,-0.30522,-0.37224,-0.30721,0.14649,-0.41415,-0.49261,-0.63968,-0.41175,1.67254,-0.00658,-0.7016,-0.2794,-0.40444,-0.44387,0.59636,-0.2794,-0.40832,-0.75208,-0.34517,-0.32895,-0.42824,-0.44519,-0.45703,-0.43245,-0.2215,-0.33247,-0.31795,0.72728,-0.26474,0
-0.33587,-0.35768,-0.20202,-0.16443,-0.57353,-0.32744,-0.35209,0.38327,-0.30522,-0.37224,-0.14975,1.07846,-0.36174,0.21597,2.25429,-0.49333,0.10393,-0.56097,-0.64058,-0.28925,-0.51244,-0.56073,0.41761,-0.28925,-0.50771,2.18404,-0.34517,-0.32895,-0.35961,0.45343,-0.53835,-0.57176,-0.53631,-0.65539,-0.53738,-0.56105,-0.46091,0
-0.42235,-0.35768,-0.71018,-0.46205,-0.40939,-0.32744,-0.35209,0.05816,-0.30522,-0.37224,-0.14975,1.07846,-0.44035,0.21597,2.25429,-0.37095,-0.41894,-0.0763,-0.63395,-0.27507,-0.40444,-0.40761,0.41761,-0.27507,-0.39787,2.18404,-0.34517,-0.32895,-0.46256,0.09398,-0.49769,-0.34621,-0.40514,-0.44011,-0.47468,-0.4737,-0.40741,0
-0.33587,-0.47661,-0.4561,0.4308,-0.37656,-0.47432,-0.45801,-0.75461,-0.46289,-0.37224,-0.30721,1.07846,-0.54517,-0.49261,-0.63968,-0.51373,-0.94181,-0.24759,-0.73343,-0.28722,-0.46615,-0.50029,0.59636,-0.28722,-0.46689,-0.43889,-0.48199,-0.4754,-0.5655,-0.62491,-0.50786,-0.49215,-0.45761,-0.76303,-0.42244,1.08731,-0.37174,0
-0.63855,-0.23876,-0.4561,-0.46205,-0.57353,-0.18057,-0.24617,-0.10439,-0.14754,-0.37224,0.0077,1.07846,0.26718,-0.49261,-0.63968,-0.22817,-0.41894,0.67399,-0.42769,-0.21718,-0.1113,-0.03285,-0.11862,-0.21718,-0.10536,-0.94782,-0.20836,-0.1825,0.42961,0.81288,0.17317,-0.1671,0.06707,-0.87067,-0.50603,-1.4036,-0.28257,0
-0.50883,-0.35768,-0.71018,-0.56126,-0.37656,-0.40088,-0.35209,-0.26695,-0.46289,1.1903,-0.46467,-0.78548,-0.46656,-0.02022,1.29928,-0.30976,0.10393,-0.27244,-0.45488,-0.26516,-0.38901,-0.39552,0.06013,-0.26516,-0.38789,1.20534,-0.34517,-0.40217,-0.49687,0.09398,-0.44687,-0.35948,-0.40514,-0.33247,-0.46423,-0.57702,-0.37174,0
-0.46559,-0.47661,-0.71018,-0.16443,-0.57353,-0.47432,-0.45801,-0.75461,-0.46289,-0.37224,-0.30721,1.07846,-0.44035,-0.49261,-0.63968,-0.39135,-0.94181,-0.62128,-0.39784,-0.27733,-0.48158,-0.51641,-0.11862,-0.27733,-0.4753,-0.43889,-0.48199,-0.4754,-0.42824,-0.26546,-0.47736,-0.53859,-0.51008,-0.44011,-0.51648,-0.75651,-0.37174,0
-0.07643,-0.47661,-0.71018,0.13318,-0.27808,-0.47432,-0.45801,-0.10439,-0.46289,-0.37224,-0.46467,-0.15174,-0.54517,-0.49261,-0.63968,-0.59532,-0.41894,-0.50838,-0.12857,-0.24793,-0.37358,-0.36731,-0.29736,-0.24793,-0.38104,-0.43889,-0.48199,-0.4754,-0.5655,-0.62491,-0.33506,-0.38601,-0.48384,-0.54775,-0.40154,1.46758,-0.49658,0
1.48021,1.30727,1.57655,0.3316,1.82288,1.50853,1.13077,-0.10439,1.42916,0.28403,0.79499,-0.5618,1.15814,1.39693,0.72049,1.3424,-0.41894,0.04312,2.9753,1.05757,1.07668,1.28483,-1.01233,1.05757,1.08004,0.22663,1.57023,1.50165,1.1502,-0.62491,1.17946,1.34538,0.51305,1.92799,1.65693,0.73527,1.23336,1
2.47473,0.59372,1.57655,2.41492,0.01737,0.77414,0.49526,-0.59206,0.79848,-0.05973,0.79499,0.44472,0.86988,-0.02022,-0.11877,0.44493,0.6268,0.86,1.20516,0.47497,1.03039,1.16797,-0.83359,0.47497,1.03393,-0.75208,0.74934,0.76941,0.97863,-0.80464,1.28111,1.08667,1.09019,1.06686,1.08223,0.72728,0.82317,0
1.26401,0.35587,1.06838,2.91095,0.44412,0.55382,0.28342,-0.59206,0.64081,-0.37224,0.48008,0.33289,0.45061,-0.49261,-0.63968,-0.0242,-0.94181,0.80354,0.74555,0.20266,0.69097,0.81336,-0.83359,0.20266,0.69071,-1.3393,0.47571,0.54974,0.49823,-0.62491,0.77288,0.83459,0.80162,0.85158,0.73741,1.74026,0.50215,0
-0.07643,-0.11983,0.05206,-0.06523,0.05019,-0.03369,-0.14025,0.22072,0.01013,-0.37224,-0.14975,-0.15174,-0.20451,-0.49261,-0.63968,-0.26897,0.10393,-0.4693,0.20171,-0.20535,-0.28101,-0.27866,-0.65485,-0.20535,-0.2875,-1.06526,-0.07155,-0.03605,-0.22236,-0.44519,-0.22325,-0.31304,-0.27397,0.20574,-0.07762,0.88227,-0.2469,0
-0.59531,-0.59553,-0.4561,-0.56126,-0.57353,-0.6212,-0.56393,-0.91717,-0.62056,-0.37224,-0.62213,-0.78548,-0.59758,-0.49261,-0.63968,-0.45254,0.10393,-0.61163,-0.62864,-0.29009,-0.51244,-0.56476,0.23887,-0.29009,-0.51671,0.22663,-0.6188,-0.62184,-0.59981,-0.26546,-0.52818,-0.58502,-0.58878,-0.87067,-0.62097,-1.57562,-0.49658,0
-0.29263,-0.00091,0.56022,-0.46205,-0.04829,0.11319,-0.03433,0.22072,0.1678,-0.37224,0.0077,-0.00262,-0.04728,-0.49261,-0.63968,-0.0446,1.67254,-0.49607,1.07384,-0.06519,-0.09587,-0.04897,-0.83359,-0.06519,-0.10106,-1.18271,0.06527,0.1104,-0.05079,-0.08574,-0.1216,-0.00126,-0.24774,1.06686,-0.16121,0.04131,-0.12206,0
-0.72503,-0.47661,-0.4561,-0.56126,-0.57353,-0.47432,-0.45801,-0.4295,-0.46289,-0.37224,-0.30721,1.07846,-0.49276,-0.49261,-0.63968,-0.41175,-0.41894,-0.32768,-0.63859,-0.28256,-0.45072,-0.50432,0.41761,-0.28256,-0.4554,-0.43889,-0.48199,-0.4754,-0.49687,0.63316,-0.50786,-0.49878,-0.35267,-0.22483,-0.63142,-1.57562,-0.46091,0
0.39921,0.23694,0.05206,-0.06523,0.47695,0.26007,0.1775,-0.59206,0.1678,0.65904,0.16516,-0.15174,0.21477,0.21597,0.46003,0.42453,0.10393,1.14419,0.05646,-0.04114,0.39783,0.47085,-0.4761,-0.04114,0.39722,-0.00826,0.3389,0.25684,0.22372,-0.62491,0.38663,0.5228,0.80162,0.52866,0.45529,0.41465,0.35947,0
-0.59531,-0.59553,-0.96427,-0.36284,-0.5407,-0.47432,-0.56393,0.22072,-0.46289,-0.37224,-0.62213,-0.78548,-0.67619,-0.49261,-0.63968,-0.65651,0.10393,-0.61188,-0.85148,-0.29931,-0.55872,-0.63326,1.13259,-0.29931,-0.55937,0.22663,-0.48199,-0.4754,-0.70275,0.45343,-0.68065,-0.59829,-0.69372,-0.65539,-0.69411,-0.24416,-0.63926,0
-0.55207,-0.35768,-0.71018,-0.26364,-0.57353,-0.32744,-0.35209,0.22072,-0.30522,-0.37224,-0.14975,1.07846,-0.1521,-0.49261,-0.63968,-0.45254,0.10393,-0.24252,-0.1173,-0.2238,-0.28101,-0.25448,-0.4761,-0.2238,-0.27488,-0.75208,-0.34517,-0.32895,-0.0851,0.81288,-0.13177,-0.33294,-0.19527,-0.33247,-0.57917,-0.84918,-0.44308,0
-0.46559,1.06942,-0.20202,-0.46205,0.05019,1.21477,0.91893,0.87093,1.11382,0.40903,0.32262,-1.00915,0.79127,1.39693,0.89412,0.6285,2.19542,0.87085,-0.11929,-0.12792,0.15098,0.2331,-0.4761,-0.12792,0.15802,0.46152,1.2966,1.28198,0.73843,0.99261,0.06136,0.34369,0.38188,0.31338,0.17316,-0.41778,0.46648,0
-0.07643,-0.35768,-0.20202,-0.46205,0.05019,-0.32744,-0.35209,-0.59206,-0.30522,-0.37224,-0.46467,-0.78548,-0.36174,-0.49261,-0.63968,-0.20778,-0.41894,-0.27774,0.09692,-0.19589,-0.2193,-0.22627,-0.4761,-0.19589,-0.22454,-0.75208,-0.34517,-0.32895,-0.35961,-0.80464,-0.26391,-0.20027,-0.09033,0.85158,-0.16121,0.51318,-0.26474,1
