$ck_oo_numberOfPrivateMethods,$LDHH_lcom,$LDHH_fanIn,$numberOfNonTrivialBugsFoundUntil:,$WCHU_numberOfPublicAttributes,$WCHU_numberOfAttributes,$CvsWEntropy,$LDHH_numberOfPublicMethods,$WCHU_fanIn,$LDHH_numberOfPrivateAttributes,$CvsEntropy,$LDHH_numberOfPublicAttributes,$WCHU_numberOfPrivateMethods,$WCHU_numberOfMethods,$ck_oo_numberOfPublicAttributes,$ck_oo_noc,$numberOfCriticalBugsFoundUntil:,$ck_oo_wmc,$LDHH_numberOfPrivateMethods,$WCHU_numberOfPrivateAttributes,$CvsLogEntropy,$WCHU_noc,$LDHH_numberOfAttributesInherited,$WCHU_wmc,$ck_oo_fanOut,$ck_oo_numberOfLinesOfCode,$ck_oo_numberOfAttributesInherited,$ck_oo_numberOfMethods,$ck_oo_dit,$ck_oo_fanIn,$LDHH_noc,$WCHU_dit,$ck_oo_lcom,$WCHU_numberOfAttributesInherited,$ck_oo_rfc,$LDHH_wmc,$LDHH_numberOfAttributes,$LDHH_numberOfLinesOfCode,$WCHU_fanOut,$WCHU_lcom,$ck_oo_cbo,$WCHU_rfc,$ck_oo_numberOfAttributes,$numberOfHighPriorityBugsFoundUntil:,$ck_oo_numberOfPrivateAttributes,$numberOfMajorBugsFoundUntil:,$WCHU_numberOfPublicMethods,$LDHH_dit,$WCHU_cbo,$CvsLinEntropy,$WCHU_numberOfMethodsInherited,$numberOfBugsFoundUntil:,$LDHH_fanOut,$LDHH_numberOfMethodsInherited,$LDHH_rfc,$ck_oo_numberOfMethodsInherited,$ck_oo_numberOfPublicMethods,$LDHH_cbo,$WCHU_numberOfLinesOfCode,$CvsExpEntropy,$LDHH_numberOfMethods,<$class
-0.05666,-0.40128,-0.26705,-0.47184,-0.30025,-0.33452,-0.31777,-0.36658,-0.04022,-0.2229,-0.38725,-0.26193,-0.24945,-0.4533,-0.12768,-0.33066,-0.35578,-0.2977,-0.2154,-0.32877,-0.86614,-0.24141,1.7688,-0.51669,-0.45442,-0.27498,1.90328,-0.3217,1.90207,-0.39141,-0.16372,1.74025,-0.10833,2.00124,-0.33653,-0.46955,-0.29976,-0.49467,-0.09627,-0.16402,-0.51759,-0.53745,-0.29095,-0.42985,-0.46177,-0.39766,-0.39414,1.10831,-0.0147,-0.86686,0.52343,-0.48111,-0.2912,0.72381,-0.4977,0.59122,-0.19807,-0.32893,-0.50068,-0.88341,-0.40186,0
-0.24686,-0.26192,-0.25201,0.147,1.99476,0.97375,-0.06346,-0.36658,-0.04022,-0.2229,0.77344,0.42312,-0.24945,-0.07122,0.31127,0.59799,-0.35578,0.04877,-0.2154,-0.32877,1.15409,2.36969,0.36103,0.67769,-0.14425,0.02749,-0.27743,-0.19471,0.73973,-0.17267,0.09029,-0.56929,-0.10182,0.47928,-0.13199,-0.00706,0.08658,0.29943,0.39511,-0.09625,-0.18064,-0.05115,0.02797,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,0.27466,0.82574,1.91588,0.19715,-0.18255,1.50353,-0.29056,-0.08416,-0.19807,-0.26882,0.83041,0.43242,-0.25308,1
-0.24686,0.19907,0.58419,-0.31713,-0.30025,0.5463,-0.24207,0.64346,1.01226,0.02645,0.12439,-0.26193,-0.24945,1.09014,-0.20083,-0.33066,-0.35578,-0.01758,-0.2154,0.83739,1.11857,-0.24141,-0.39387,0.16394,-0.14425,-0.05713,-0.62742,0.44024,1.3209,0.41065,-0.16372,1.71761,-0.02748,-0.43142,-0.12646,-0.19888,0.0257,-0.25722,0.39997,0.20055,0.26862,0.11786,0.11908,0.50383,-0.46177,-0.39766,1.63754,4.36488,0.56689,0.69436,0.25259,-0.2098,-0.13733,-0.29723,-0.23217,-0.14375,0.55354,0.19833,0.02246,0.37474,0.25992,0
-0.24686,-0.40128,-0.38164,-0.16242,-0.30025,-0.33452,-0.14177,-0.36658,-0.39104,-0.2229,0.06733,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.10604,-0.2154,-0.32877,1.12274,-0.24141,0.73009,-0.34162,-0.24764,-0.18136,-0.23032,-0.19471,-0.42262,-0.3185,-0.16372,-0.56929,-0.10182,0.9397,-0.25914,-0.41984,-0.29976,-0.44843,-0.08168,-0.16402,-0.40527,-0.37163,-0.29095,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,-0.29546,0.87435,0.24439,-0.16459,-0.34687,-0.01475,-0.44716,-0.32253,-0.19807,-0.45376,-0.36001,0.77243,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.11085,-0.30025,-0.33452,-0.30117,-0.36658,-0.39104,-0.2229,-0.11492,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.23135,-0.2154,-0.32877,1.11954,-0.24141,-0.63135,-0.51669,-0.14425,-0.20656,-0.04859,0.1016,0.15855,-0.3185,-0.16372,-0.56929,-0.0758,-0.5485,-0.09882,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.34911,-0.53745,-0.01759,-0.42985,0.6416,-0.39766,-0.39414,-0.42836,-0.59342,1.00129,-0.02645,-0.11937,-0.47065,-0.22828,-0.4977,0.47203,-0.14796,-0.53681,-0.50068,0.84826,-0.40186,0
-0.24686,-0.40128,1.36461,-0.11085,-0.30025,-0.33452,-0.31034,-0.36658,1.71738,-0.2229,-0.30244,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.18712,-0.2154,-0.32877,1.10887,-0.24141,-0.63135,-0.51669,-0.45442,-0.17595,-0.04859,0.27092,0.15855,-0.09975,-0.16372,-0.56929,-0.05412,-0.5485,-0.0767,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.29296,-0.53745,-0.01759,-0.42985,0.6416,-0.39766,-0.39414,-0.42836,1.14561,0.95883,-0.30822,-0.07415,-0.47065,-0.32007,-0.4977,0.65081,-0.09785,0.76758,-0.50068,0.83966,-0.40186,0
-0.24686,-0.40128,-0.24626,-0.42027,0.46475,0.10157,-0.29701,-0.36658,-0.00548,-0.2229,-0.27194,0.01472,-0.24945,-0.4533,-0.12768,-0.33066,-0.35578,-0.30507,-0.2154,-0.32877,1.11009,-0.24141,-0.71212,-0.51669,-0.45442,-0.31099,-0.688,-0.15238,-1.00379,-0.3185,-0.16372,-0.56929,-0.09903,-0.66219,-0.23702,-0.46955,-0.17615,-0.44049,-0.58766,-0.16402,-0.46143,-0.37641,-0.29095,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,-0.27541,0.95878,-0.58452,-0.39067,-0.47065,-0.57137,-0.43628,-0.64035,0.05247,-0.43369,-0.38326,0.83855,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.00771,-0.30025,-0.33452,-0.18961,-0.36658,-0.39104,-0.2229,0.73603,-0.26193,-0.24945,-0.4533,-0.05452,-0.33066,1.2864,-0.00283,-0.2154,-0.32877,1.1506,-0.24141,1.7688,-0.51669,0.57948,0.0509,2.08501,-0.23704,1.3209,-0.3185,-0.16372,1.74025,-0.1043,2.00124,-0.02142,-0.46955,-0.29976,-0.38416,-0.09627,-0.16402,0.10015,0.1067,-0.24539,-0.42985,-0.46177,0.30096,-0.39414,1.10831,-0.30406,0.78065,0.52343,-0.07415,-0.2912,0.72381,-0.20472,0.88918,-0.04774,-0.42232,-0.26585,0.27763,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.42027,-0.30025,-0.33452,-0.29115,-0.36658,-0.39104,-0.2229,-0.16164,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.29033,-0.2154,-0.32877,-0.85485,-0.24141,-0.71212,-0.34817,-0.35103,-0.30379,-0.688,-0.3217,-1.00379,-0.09975,-0.16372,-0.56929,-0.10833,-0.66219,-0.33653,-0.42078,-0.29976,-0.44702,-0.58766,-0.16402,-0.29296,-0.37322,-0.19983,-0.42985,0.36576,-0.39766,-0.39414,-0.42836,-0.59342,-0.83658,-0.58452,-0.43589,-0.47065,-0.57137,-0.43517,-0.81912,-0.14796,-0.53681,-0.37396,-0.87934,-0.40186,0
1.65512,-0.15306,0.37484,1.43627,1.22975,0.53766,1.12111,-0.36658,0.31061,2.34222,1.75601,0.35227,1.23393,0.31085,0.53074,-0.33066,2.10749,0.66062,0.13643,0.83739,1.24615,-0.24141,0.23149,1.24051,2.44051,1.23198,-0.60723,1.03285,-0.42262,0.11899,-0.16372,-0.56929,0.10478,-0.53611,1.40488,1.1762,1.36868,2.27884,2.36064,0.00728,1.33562,1.69317,0.89359,3.30484,0.36576,1.3489,-0.39414,-0.42836,1.72433,1.92711,-0.30548,1.6441,2.19412,-0.20503,2.34474,-0.26293,0.75397,1.67803,1.56978,2.39788,-0.16586,1
-0.24686,-0.40128,-0.38164,-0.00771,0.46475,0.10157,-0.24563,-0.36658,-0.39104,-0.2229,0.05406,0.25992,-0.24945,-0.4533,0.0918,1.06231,0.46531,-0.36404,-0.2154,-0.32877,-0.83821,2.36969,1.7688,-0.3498,-0.55781,-0.33439,1.86963,-0.44869,0.15855,-0.39141,0.40248,1.74025,-0.11204,2.00012,-0.35312,-0.39033,-0.09386,-0.34351,-0.58766,-0.16402,-0.57374,-0.209,-0.15427,-0.42985,-0.46177,-0.04835,-0.39414,1.10831,-0.59342,-0.71456,-0.30822,-0.07415,-0.47065,-0.44706,-0.35532,-0.22321,-0.29828,-0.53681,-0.25655,-0.74225,-0.40186,0
-0.24686,1.2611,-0.20688,-0.26556,-0.30025,-0.33452,-0.27315,0.98293,-0.04022,-0.2229,-0.28336,-0.26193,-0.24945,0.31085,0.01864,-0.33066,-0.35578,-0.37879,-0.2154,-0.32877,1.11196,-0.24141,-0.71212,-0.18619,-0.6612,-0.3542,-0.688,-0.27937,-1.00379,-0.09975,-0.16372,-0.56929,-0.10647,-0.66219,-0.35865,0.0478,-0.29976,-0.07874,-0.09627,-0.03162,-0.40527,-0.2074,-0.19983,-0.42985,-0.46177,-0.04835,0.11253,-0.42836,-0.0147,0.97088,-0.86083,-0.30024,0.66823,-0.72439,0.07191,-0.81912,-0.19807,0.43764,-0.25655,1.12777,0.98711,0
4.12768,0.47983,-0.38164,1.48784,0.46475,1.88048,2.84798,-0.36658,-0.39104,0.79418,2.14651,-0.26193,1.99766,1.08636,0.01864,-0.33066,0.46531,1.60419,1.07803,4.42822,-0.70893,-0.24141,-0.71212,1.36977,1.30322,1.60647,-0.688,0.77887,-1.00379,-0.24558,-0.16372,-0.56929,0.04066,-0.66219,1.20033,0.51731,0.69267,0.44951,0.90595,0.21185,0.4371,0.99959,0.93915,-0.42985,6.15845,1.69821,-0.39414,-0.42836,0.28612,-0.00067,-0.58452,1.28236,0.27779,-0.57137,0.50129,-0.81912,-0.4486,-0.09085,1.23962,0.1388,0.64697,0
-0.24686,-0.40128,-0.38164,-0.52341,-0.30025,-0.33452,-0.33122,-0.36658,-0.39104,-0.2229,-1.0621,-0.26193,-0.24945,-0.4533,-0.05452,-0.33066,-0.35578,-0.42302,-0.2154,-0.32877,-0.90281,-0.24141,-0.71212,-0.51669,-0.76459,-0.39741,-0.688,-0.53334,-1.00379,-0.3185,-0.16372,-0.56929,-0.11297,-0.66219,-0.41946,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.6299,-0.53745,-0.24539,-0.42985,-0.46177,-0.39766,-0.39414,-0.42836,-0.59342,-0.99599,-0.86083,-0.52632,-0.47065,-0.72439,-0.4977,-0.81912,-0.39849,-0.53681,-0.50068,-0.90473,-0.40186,0
-0.24686,-0.03606,-0.38164,-0.16242,-0.30025,-0.33452,-0.20271,-0.36658,-0.39104,-0.2229,0.46047,-0.26193,-0.24945,-0.07122,-0.20083,-0.33066,0.46531,-0.27558,-0.2154,-0.32877,1.14432,-0.24141,-0.71212,-0.3498,0.06253,-0.25517,-0.56685,-0.40636,-0.42262,-0.3185,-0.16372,-0.56929,-0.11111,-0.66219,-0.15963,-0.29371,-0.29976,-0.14254,0.39511,-0.09939,-0.2368,-0.04796,-0.29095,0.50383,-0.46177,0.65027,-0.39414,-0.42836,-0.0147,0.92336,0.24439,-0.11937,1.44982,0.69057,-0.1353,0.25353,-0.34839,0.66344,-0.13797,0.74783,0.02479,0
-0.24686,-0.40128,-0.38164,-0.47184,-0.30025,-0.33452,-0.33535,-0.36658,-0.39104,-0.2229,-1.18445,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.14289,-0.2154,-0.32877,-0.90953,-0.24141,-0.71212,-0.51669,-0.24764,-0.15975,-0.62069,-0.27937,-0.42262,-0.3185,-0.16372,-0.56929,-0.10647,-0.66219,-0.24808,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,-0.34911,-0.53745,-0.29095,0.50383,-0.18592,-0.39766,-0.39414,-0.42836,-0.59342,-1.02014,-0.86083,-0.48111,-0.47065,-0.72439,-0.4977,-0.68008,-0.39849,-0.53681,-0.50068,-0.90738,-0.40186,0
-0.24686,-0.40128,-0.38164,-0.47184,-0.30025,-0.33452,-0.247,-0.36658,-0.39104,-0.2229,-0.7153,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.28296,-0.2154,-0.32877,-0.88423,-0.24141,-0.71212,-0.3498,-0.55781,-0.17595,-0.688,-0.23704,-0.42262,-0.3185,-0.16372,-0.56929,-0.1043,-0.66219,-0.29231,-0.41419,-0.29976,-0.44729,-0.58766,-0.16402,-0.51759,-0.53745,0.02797,-0.42985,1.74497,-0.39766,-0.39414,-0.42836,-0.59342,-0.93436,-0.58452,-0.48111,-0.47065,-0.57137,-0.4977,-0.48144,-0.09785,-0.53681,-0.37512,-0.90067,-0.40186,0
-0.24686,-0.40128,-0.26473,-0.26556,-0.30025,-0.33452,-0.30851,-0.36658,-0.04022,-0.2229,0.02581,-0.26193,-0.24945,-0.4533,0.16495,0.59799,-0.35578,-0.15764,-0.2154,-0.32877,1.11237,-0.24141,1.69798,-0.51669,-0.04086,-0.19756,-0.31109,-0.15238,1.3209,0.33773,-0.16372,1.74025,-0.09903,1.26503,-0.30336,-0.46955,-0.29976,-0.49467,-0.58766,-0.16402,0.26862,-0.53745,-0.10871,-0.42985,-0.46177,-0.39766,-0.39414,1.10831,-0.30406,0.65904,6.11515,-0.30024,-0.47065,5.4652,-0.4977,2.93517,0.05247,-0.44403,-0.50068,0.33184,-0.40186,1
-0.24686,-0.26192,-0.14398,1.3847,0.46475,0.10157,0.48625,-0.1518,0.31061,-0.2229,2.21263,0.54811,-0.24945,-0.07122,0.0918,1.99096,1.2864,0.21095,-0.2154,-0.32877,1.2517,-0.24141,1.7688,1.81807,1.61339,0.02929,1.97732,-0.23704,0.73973,0.84814,-0.16372,1.74025,-0.1043,2.00012,0.15549,1.57638,0.04544,1.40823,2.85689,-0.09688,1.44794,1.25629,-0.15427,0.50383,-0.46177,0.99958,0.11253,1.10831,2.30019,1.55014,-0.03192,1.32758,1.32766,-0.41804,0.90631,0.15421,-0.04774,0.75509,1.20242,1.53988,-0.25308,0
-0.24686,-0.27525,-0.38164,-0.05928,-0.30025,-0.33452,-0.3002,-0.36658,-0.39104,-0.2229,0.08261,-0.26193,-0.24945,-0.07122,-0.20083,-0.33066,-0.35578,-0.12815,-0.2154,-0.32877,1.12842,-0.24141,-0.63135,-0.35144,-0.24764,-0.10574,-0.04859,0.05927,0.15855,-0.3185,-0.16372,-0.56929,-0.08045,-0.5485,-0.00484,-0.42078,-0.29976,-0.44702,-0.58766,-0.09249,-0.34911,-0.37482,-0.19983,-0.42985,0.08992,-0.39766,-0.39414,-0.42836,-0.59342,1.0131,-0.02645,-0.07415,-0.47065,-0.22828,-0.43517,0.47203,-0.19807,-0.53681,-0.37745,0.84048,-0.28186,1
-0.24686,-0.40128,-0.38164,-0.42027,-0.30025,0.10157,-0.30653,-0.36658,-0.39104,7.0115,-1.04102,-0.26193,-0.24945,-0.4533,-0.20083,-0.33066,-0.35578,-0.3493,-0.2154,0.83739,-0.87139,-0.24141,-0.71212,-0.51669,-0.35103,-0.32539,-0.21686,-0.23704,3.06441,-0.24558,-0.16372,-0.56929,-0.1043,-0.66219,-0.31995,-0.46955,3.19006,0.94364,-0.58766,-0.16402,-0.40527,-0.37641,-0.15427,0.50383,0.6416,-0.39766,-0.39414,-0.42836,-0.59342,-0.31997,-0.86083,-0.43589,-0.47065,-0.72439,1.10302,4.1866,-0.09785,-0.53681,-0.3728,-0.06541,-0.40186,0
-0.24686,0.69959,1.65095,-0.42027,0.48747,0.11452,-0.1812,1.09312,-0.04022,-0.2229,-0.58236,2.4739,-0.24945,-0.07122,0.23811,-0.33066,-0.35578,-0.17975,-0.2154,-0.32877,1.08231,-0.24141,-0.71212,-0.16492,-0.24764,-0.21196,-0.65435,-0.11005,0.15855,-0.3185,-0.16372,-0.56929,-0.09594,-0.66219,-0.30889,0.02273,0.93455,-0.11838,0.39997,-0.095,-0.34911,-0.37322,-0.06315,0.50383,-0.46177,-0.39766,0.11253,-0.42836,0.27753,0.61126,-0.02645,-0.43589,0.7412,0.05049,-0.06159,-0.18348,0.10258,2.09931,-0.32978,0.49087,0.49051,0
-0.24686,-0.40128,-0.38164,-0.42027,-0.30025,-0.33452,-0.31316,-0.36658,-0.39104,-0.2229,-0.5155,-0.26193,-0.24945,-0.4533,-0.20083,0.13366,-0.35578,-0.06181,-0.2154,-0.32877,-0.87008,-0.24141,1.16862,-0.51669,-0.35103,-0.18676,-0.29762,-0.15238,-0.42262,-0.17267,-0.16372,-0.56929,-0.09903,-0.18489,-0.14304,-0.46955,-0.29976,-0.40711,-0.58766,-0.16402,-0.34911,-0.53745,-0.15427,-0.42985,0.6416,-0.39766,-0.39414,-0.42836,-0.59342,-0.84381,-0.86083,-0.34546,-0.47065,-0.72439,-0.4977,-0.5013,-0.39849,-0.53681,-0.38326,-0.82768,-0.40186,0
-0.24686,1.59629,-0.02774,-0.16242,0.4799,1.40984,0.20188,1.8385,0.31061,0.28682,0.58357,-0.11942,-0.24945,1.07879,-0.20083,0.13366,-0.35578,-0.15764,-0.2154,3.25052,-0.79855,2.36969,0.81786,0.50426,0.16592,-0.12554,-0.56685,-0.15238,-0.42262,-0.3185,0.25135,1.71761,-0.09903,-0.05206,0.00069,0.79744,2.45834,0.74517,1.38761,0.10894,-0.12448,0.34587,-0.10871,-0.42985,-0.46177,-0.39766,1.63754,-0.1448,1.14847,-0.34242,0.5289,-0.11937,1.1392,0.37989,0.3777,-0.62049,0.05247,0.74956,0.43167,0.00767,1.46277,1
0.13354,6.32189,4.96636,2.31296,-0.30025,0.14043,2.40612,5.51142,7.68835,-0.2229,2.73692,-0.26193,0.49959,4.15432,-0.05452,1.06231,0.46531,1.58208,0.85059,-0.32877,1.28671,-0.24141,1.52581,3.73561,0.3727,0.98713,-0.49954,1.83711,-0.42262,8.79583,-0.16372,1.74025,0.38138,1.04326,0.66409,3.8076,-0.1208,4.03138,0.90109,1.17254,6.50213,2.95596,0.2102,-0.42985,-0.46177,0.99958,5.20927,1.10831,6.07334,1.79822,-0.30822,2.00584,0.64499,-0.44706,3.88351,-0.66021,2.25717,3.7238,3.10547,1.76663,6.07342,1
