$ck_oo_numberOfPrivateMethods,$LDHH_lcom,$LDHH_fanIn,$numberOfNonTrivialBugsFoundUntil:,$WCHU_numberOfPublicAttributes,$WCHU_numberOfAttributes,$CvsWEntropy,$LDHH_numberOfPublicMethods,$WCHU_fanIn,$LDHH_numberOfPrivateAttributes,$CvsEntropy,$LDHH_numberOfPublicAttributes,$WCHU_numberOfPrivateMethods,$WCHU_numberOfMethods,$ck_oo_numberOfPublicAttributes,$ck_oo_noc,$numberOfCriticalBugsFoundUntil:,$ck_oo_wmc,$LDHH_numberOfPrivateMethods,$WCHU_numberOfPrivateAttributes,$CvsLogEntropy,$WCHU_noc,$LDHH_numberOfAttributesInherited,$WCHU_wmc,$ck_oo_fanOut,$ck_oo_numberOfLinesOfCode,$ck_oo_numberOfAttributesInherited,$ck_oo_numberOfMethods,$ck_oo_dit,$ck_oo_fanIn,$LDHH_noc,$WCHU_dit,$ck_oo_lcom,$WCHU_numberOfAttributesInherited,$ck_oo_rfc,$LDHH_wmc,$LDHH_numberOfAttributes,$LDHH_numberOfLinesOfCode,$WCHU_fanOut,$WCHU_lcom,$ck_oo_cbo,$WCHU_rfc,$ck_oo_numberOfAttributes,$numberOfHighPriorityBugsFoundUntil:,$ck_oo_numberOfPrivateAttributes,$numberOfMajorBugsFoundUntil:,$WCHU_numberOfPublicMethods,$LDHH_dit,$WCHU_cbo,$CvsLinEntropy,$WCHU_numberOfMethodsInherited,$numberOfBugsFoundUntil:,$LDHH_fanOut,$LDHH_numberOfMethodsInherited,$LDHH_rfc,$ck_oo_numberOfMethodsInherited,$ck_oo_numberOfPublicMethods,$LDHH_cbo,$WCHU_numberOfLinesOfCode,$CvsExpEntropy,$LDHH_numberOfMethods,<$class
-0.47826,-0.55021,-0.33988,-0.50858,-0.04449,-0.25197,-0.55447,-0.4609,-0.33935,-0.34368,-1.00685,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.69255,-0.36774,-0.47586,-0.49562,-0.16943,-0.24856,-0.59414,-0.78975,-0.64673,-0.25903,-0.84635,-0.81851,-0.21052,-0.15744,-0.25667,-0.38518,-0.30654,-0.6895,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.55363,-0.64385,-0.09489,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.57762,-0.78212,-0.31103,-0.49174,-0.58639,-0.29799,-0.57981,-0.38745,-0.66011,-0.56561,-0.71094,-0.52414,-0.53849,0
-0.47826,-0.55021,-0.33988,-0.32692,-0.04449,-0.25197,-0.51596,-0.4609,-0.33935,-0.34368,-0.42249,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.66071,-0.36774,-0.47586,-0.2651,-0.16943,-0.24856,-0.59414,-0.2332,-0.63118,-0.25903,-0.84635,-0.17933,-0.21052,-0.15744,-0.25667,-0.38518,-0.30654,-0.5944,-0.52723,-0.19209,-0.80213,-0.20711,-0.49325,-0.28385,-0.37662,-0.07736,-0.17464,-0.43828,-0.32045,-0.49753,-0.20676,-0.34478,-0.45435,-0.71939,-0.36488,-0.27488,-0.70591,-0.39769,-0.44119,-0.84461,-0.38544,-0.71094,-0.42929,-0.53849,1
-0.47826,-0.55021,-0.33988,-0.14526,-0.04449,-0.25197,-0.53622,-0.4609,-0.33935,-0.34368,-0.80263,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.59702,-0.36774,-0.47586,-0.39944,-0.16943,-0.24856,-0.59414,-0.37234,-0.60785,-0.19377,-0.84635,-0.17933,-0.21052,-0.15744,3.08045,-0.38518,-0.30654,-0.5944,-0.52723,-0.19209,-0.61377,0.24013,-0.49325,-0.35129,-0.37662,-0.09489,-0.17464,-0.69988,-0.32045,-0.49753,4.52871,-0.11194,-0.56411,-0.30294,-0.23803,0.31408,-0.19266,-0.33378,-0.45911,-0.66011,-0.02644,-0.48992,-0.33424,-0.53849,0
-0.47826,-0.55021,-0.33988,-0.50858,-0.04449,-0.25197,-0.46867,-0.4609,-0.33935,-0.34368,-0.05999,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,1.15435,-0.36774,-0.47586,-0.14937,-0.16943,-0.02314,-0.59414,1.01905,0.72194,1.04615,1.59421,1.73821,-0.13226,-0.15744,-0.25667,0.91971,0.37785,1.08567,-0.52723,-0.19209,-0.72607,0.68737,-0.49325,0.39063,-0.37662,0.06293,-0.17464,1.65455,-0.32045,-0.49753,-0.20676,0.12091,-0.40615,0.11755,-0.49174,0.05406,-0.10889,-0.45121,1.09944,3.0299,-0.25206,-0.48992,-0.51443,-0.53849,0
1.01243,1.04188,-0.33988,-0.32692,-0.04449,0.08268,0.34624,0.49625,-0.33935,0.29669,0.15419,-0.04855,1.21714,1.05077,-0.03328,-0.24487,-0.1795,0.19906,1.23936,0.39936,-0.0041,-0.16943,0.33895,0.39409,1.01905,1.04855,-0.25903,0.37393,0.45985,-0.21052,-0.15744,-0.25667,-0.01981,0.37785,0.57848,0.59549,0.04465,0.79716,1.14789,0.76464,0.32318,0.50707,0.06293,-0.17464,1.65455,-0.32045,0.29773,-0.20676,0.36066,0.12026,0.50973,0.01568,0.95529,0.56569,0.58229,-0.13665,-0.29111,0.3151,0.81868,0.17192,1.02708,1
-0.26531,0.63119,0.61225,0.39973,-0.04449,0.7586,0.29501,1.49885,0.73009,1.05395,0.54859,-0.04855,0.39971,1.06148,-0.03328,0.98797,-0.1795,-0.05569,0.24968,2.1498,0.17035,0.84534,-0.24856,1.38549,-0.09406,-0.00128,-0.25903,0.263,-0.81851,0.10252,0.39834,-0.25667,-0.07675,-0.30654,-0.13476,1.93486,0.25235,1.25005,0.70066,0.70792,0.05339,0.24249,-0.00722,-0.17464,0.08493,-0.32045,1.88047,-0.20676,0.36758,0.49872,-0.71939,0.52309,0.3835,-0.70591,0.00076,-0.51285,0.63139,0.18132,1.06815,0.64628,0.59052,0
-0.47826,-0.55021,0.07836,-0.50858,-0.04449,-0.25197,-0.41325,-0.4609,-0.07199,-0.34368,-0.80836,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.69255,-0.36774,-0.47586,-0.402,-0.16943,0.5972,-0.59414,-0.51148,-0.70894,0.26304,-0.84635,0.45985,-0.13226,-0.15744,-0.25667,-0.38518,0.41851,-0.67365,-0.52723,-0.19209,-0.22575,-0.65435,-0.49325,-0.35129,-0.64385,-0.05982,-0.17464,-0.17667,-0.32045,-0.49753,-0.20676,-0.34478,-0.57343,-0.29081,-0.36488,-0.58639,-0.06206,-0.57981,0.18581,-0.66011,-0.22244,-0.48992,-0.35866,-0.53849,0
-0.47826,-0.55021,0.87903,-0.32692,-0.04449,-0.25197,-0.23181,-0.4609,0.19537,-0.34368,-0.67208,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.72439,-0.36774,-0.47586,-0.41709,-0.16943,-0.24856,-0.59414,-0.92889,-0.74005,-0.19377,-0.84635,-0.17933,-0.28878,-0.15744,-0.25667,-0.38518,-0.30654,-0.7212,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.68853,-0.64385,-0.09489,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.11194,-0.96761,-0.31103,-0.36488,-0.58639,-0.29799,-0.57981,-0.19039,-0.84461,0.45848,-0.71094,-1.17523,-0.53849,1
-0.47826,0.4358,2.07815,-0.32692,-0.04449,0.08268,0.02649,1.21199,1.82072,-0.04284,1.57332,-0.04855,-0.4097,0.49428,-0.03328,3.45364,-0.1795,-0.56518,-0.36774,0.39936,0.50298,5.91917,-0.24856,0.04568,-0.78975,-0.56897,-0.25903,-0.29168,-0.81851,1.04163,7.95531,-0.25667,-0.29028,-0.30654,-0.531,-0.01006,-0.07277,0.5751,0.24013,0.21077,0.52552,0.44092,-0.05982,-0.17464,-0.17667,-0.32045,1.07741,-0.20676,1.53871,0.56301,-0.71939,-0.11118,0.14166,-0.70591,0.23896,-0.51285,-0.29111,1.63109,0.46855,-0.20001,0.43328,0
-0.26531,1.86013,0.51036,1.12638,-0.04449,1.50741,4.3999,1.4517,1.2754,1.11584,2.47242,-0.04855,5.37638,4.97836,-0.03328,0.57703,-0.1795,0.93145,1.68873,5.91932,0.84147,-0.16943,-0.24856,3.63752,0.4625,0.78415,-0.25903,2.14888,-0.17933,0.41555,-0.15744,3.08045,1.53657,-0.30654,1.24417,0.99425,0.17523,0.98462,4.31399,7.39446,0.45807,3.69787,0.01032,-0.17464,-0.43828,-0.32045,4.31306,0.84874,2.23954,0.96521,0.10137,0.90365,1.83177,-0.46279,1.01189,-0.45911,-0.29111,0.91108,3.66785,-0.1913,1.79753,1
-0.05235,-0.55021,-0.33988,-0.14526,-0.04449,-0.25197,-0.4976,-0.4609,-0.33935,-0.34368,-0.41228,-0.04855,-0.4097,-0.58661,-0.03328,0.57703,-0.1795,-0.43781,-0.36774,-0.47586,-0.24144,-0.16943,2.25203,-0.59414,0.04508,-0.35122,0.19778,-0.40261,-0.17933,-0.28878,-0.15744,-0.25667,-0.31875,1.06225,-0.16646,-0.52723,-0.19209,-0.22575,-0.65435,-0.49325,-0.2164,-0.64385,-0.07736,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.57762,-0.33642,0.92213,-0.23803,-0.58639,2.31362,-0.57981,0.06041,-0.66011,-0.56561,-0.48992,-0.34374,-0.53849,1
1.01243,-0.55021,-0.33988,-0.50858,-0.04449,-0.25197,-0.29889,-0.4609,-0.33935,-0.34368,-0.18969,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,0.19906,-0.36774,-0.47586,-0.19378,-0.16943,-0.24856,-0.59414,0.74077,-0.11015,-0.25903,-0.06981,-0.81851,-0.21052,-0.15744,-0.25667,-0.21911,-0.30654,0.22978,-0.52723,-0.19209,-0.06143,-0.20268,-0.49325,0.18828,-0.3634,-0.04229,-0.17464,-0.17667,-0.32045,-0.49753,-0.20676,-0.34247,-0.43189,-0.31103,-0.49174,-0.40236,-0.29799,-0.44593,-0.40536,-0.66011,-0.44928,-0.25796,-0.45123,-0.53849,0
-0.47826,-0.09094,-0.03662,-0.50858,-0.04449,0.08599,-0.38578,0.15031,-0.07199,0.30528,0.12362,-0.04855,-0.4097,-0.04617,-0.03328,-0.24487,-0.1795,-0.27859,-0.36774,0.40802,-0.04221,-0.16943,-0.24856,-0.27106,-0.37234,-0.31234,-0.25903,-0.18074,0.45985,-0.13226,-0.15744,-0.25667,-0.25707,-0.30654,-0.32496,-0.27849,0.05544,-0.62268,-0.65435,-0.13624,-0.28385,-0.37662,-0.00722,-0.17464,0.60814,-0.32045,0.28994,-0.20676,-0.34478,-0.09397,-0.31103,-0.36488,-0.58639,-0.29799,-0.35215,-0.10082,0.44689,-0.327,-0.4746,-0.25686,-0.11365,0
-0.47826,-0.55021,-0.10753,-0.50858,-0.04449,-0.25197,-0.50541,-0.4609,-0.07199,-0.34368,-0.31511,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.43781,-0.36774,-0.47586,-0.24006,-0.16943,-0.24856,-0.59414,0.18422,-0.48342,-0.25903,-0.18074,-0.17933,0.02426,-0.15744,-0.25667,-0.25707,-0.30654,-0.18231,-0.52723,-0.19209,-0.22575,-0.65435,-0.49325,0.12084,-0.64385,-0.07736,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.34478,-0.49493,-0.31103,-0.49174,-0.58639,-0.29799,-0.57981,-0.15456,0.44689,-0.36934,-0.48117,-0.51499,-0.53849,0
-0.47826,-0.55021,-0.33988,-0.32692,-0.04449,-0.25197,-0.52757,-0.4609,-0.33935,-0.34368,-0.38106,-0.04855,-0.4097,-0.58661,-0.03328,7.15215,-0.1795,-0.62887,-0.36774,-0.47586,-0.2608,6.96408,-0.24856,-0.59414,-0.78975,-0.67006,-0.25903,-0.62448,1.73821,-0.28878,2.0287,3.08045,-0.36146,-0.30654,-0.6578,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.62108,-0.64385,-0.07736,-0.17464,-0.43828,-0.32045,-0.49753,1.80724,-0.57762,-0.49332,0.10137,-0.36488,-0.58639,-0.3255,-0.57981,-0.22622,-0.47561,-0.56561,-0.71094,-0.44975,-0.53849,0
-0.47826,-0.55021,-0.33988,-0.32692,-0.04449,-0.25197,-0.49492,-0.4609,-0.33935,-0.34368,-0.43004,-0.04855,-0.4097,-0.58661,-0.03328,18.65861,-0.1795,-0.66071,-0.36774,-0.47586,-0.32839,13.02253,-0.24856,-0.59414,-0.92889,-0.70894,-0.25903,-0.73541,-0.81851,-0.28878,12.68252,-0.25667,-0.37569,-0.30654,-0.70535,-0.52723,-0.19209,-0.70178,-0.65435,-0.49325,-0.68853,-0.64385,-0.09489,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.57762,-0.87108,-0.31103,-0.36488,-0.58639,-0.29799,-0.57981,-0.40536,-0.47561,-0.56561,-0.48773,-1.17343,-0.53849,0
-0.47826,-0.55021,-0.33988,-0.32692,-0.04449,-0.25197,-0.17872,-0.4609,-0.33935,-0.34368,-0.56081,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.31043,-0.36774,-0.47586,-0.2986,-0.16943,-0.24856,-0.59414,-0.37234,0.29423,-0.25903,-0.18074,-0.81851,-0.21052,-0.15744,-0.25667,-0.25707,-0.30654,-0.05551,-0.52723,-0.19209,0.07325,-0.65435,-0.49325,-0.35129,-0.64385,-0.00722,-0.17464,0.60814,-0.32045,-0.49753,-0.20676,-0.57762,-0.4026,-0.71939,-0.36488,-0.58639,-0.70591,-0.57981,-0.51285,-0.66011,-0.56561,-0.24046,-0.30942,-0.53849,0
3.35496,0.39141,-0.33988,0.39973,-0.04449,0.09262,2.75978,0.1577,-0.33935,-0.22635,0.45141,-0.04855,1.24919,0.52638,-0.03328,-0.24487,-0.1795,2.17333,0.9958,0.42535,0.13566,-0.16943,0.33895,0.82803,3.10613,2.98491,-0.12851,2.14888,1.73821,-0.13226,-0.15744,-0.25667,1.53657,0.37785,2.41705,0.46775,-0.10529,0.78978,0.27999,0.82804,1.33489,0.70285,0.16814,-0.17464,3.22418,-0.32045,0.28994,-0.20676,-0.09349,0.36248,1.03938,0.39624,-0.03379,1.68612,0.2928,0.83072,0.26239,-0.24557,0.8909,-0.014,0.35097,0
-0.47826,-0.55021,-0.33988,-0.50858,-0.04449,-0.25197,-0.52328,-0.4609,-0.33935,-0.34368,-0.31665,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.66071,-0.36774,-0.47586,-0.23817,-0.16943,-0.24856,-0.59414,-0.78975,-0.60785,-0.25903,-0.84635,-0.81851,-0.28878,-0.15744,-0.25667,-0.38518,-0.30654,-0.6261,-0.52723,-0.19209,-0.16661,-0.65435,-0.49325,-0.62108,-0.64385,-0.09489,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.57762,-0.47289,-0.71939,-0.49174,-0.58639,-0.70591,-0.57981,-0.51285,-0.66011,-0.56561,-0.48773,-0.45136,-0.53849,0
-0.47826,2.31312,-0.33988,-0.14526,-0.04449,-0.25197,-0.02837,-0.4609,-0.33935,-0.34368,1.13709,-0.04855,-0.4097,-0.04617,-0.03328,-0.24487,-0.1795,-0.59702,-0.36774,-0.47586,0.38078,-0.16943,-0.24856,0.37509,-0.2332,-0.44454,-0.25903,-0.51354,-0.81851,-0.21052,-0.15744,-0.25667,-0.34248,-0.30654,-0.45175,1.2114,-0.19209,1.182,0.24013,-0.14625,-0.28385,0.44092,-0.02475,-0.17464,0.34653,-0.32045,-0.49753,-0.20676,-0.11194,0.82284,-0.71939,-0.23803,-0.11331,-0.70591,1.05135,-0.51285,-0.84461,-0.28615,0.23003,0.98656,2.19617,0
-0.47826,-0.55021,-0.15486,-0.32692,-0.04449,-0.25197,-0.51389,-0.4609,-0.07199,-0.34368,-0.60045,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.59702,-0.36774,-0.47586,-0.34078,-0.16943,-0.24856,-0.59414,-0.92889,-0.64673,-0.25903,-0.40261,-0.81851,-0.21052,-0.15744,-0.25667,-0.31875,-0.30654,-0.6578,-0.52723,-0.19209,-0.80213,-0.65435,-0.49325,-0.62108,-0.64385,-0.05982,-0.17464,-0.17667,-0.32045,-0.49753,-0.20676,-0.34478,-0.59109,-0.31103,-0.36488,-0.58639,-0.29799,-0.57981,-0.40536,-0.10661,-0.43034,-0.71094,-0.51522,-0.53849,0
-0.47826,-0.55021,-0.33988,-0.14526,-0.04449,-0.25197,-0.05215,-0.4609,-0.33935,-0.34368,-0.40409,-0.04855,-0.4097,-0.58661,-0.03328,-0.24487,-0.1795,-0.46965,-0.36774,-0.47586,-0.15647,-0.16943,-0.24856,-0.27106,0.18422,-0.14126,-0.25903,-0.84635,-0.81851,-0.21052,-0.15744,-0.25667,-0.38518,-0.30654,-0.15061,0.51315,-0.19209,0.90641,-0.65435,-0.49325,-0.0815,-0.10411,-0.09489,-0.17464,-0.69988,-0.32045,-0.49753,-0.20676,-0.57762,0.34219,-0.71939,0.01568,-0.58639,-0.70591,0.81538,-0.38745,-0.66011,-0.56561,-0.01506,1.20047,-0.53849,0
0.79948,2.01392,0.7539,0.94472,-0.04449,0.75197,0.86406,0.90581,0.73009,0.26059,1.59608,-0.04855,0.40773,2.12631,-0.03328,0.57703,-0.1795,1.31357,0.01037,1.27458,0.6939,0.84534,-0.24856,1.7149,0.87991,1.18076,-0.25903,1.48328,-0.81851,0.02426,1.28185,-0.25667,0.81057,-0.30654,1.46606,1.95522,1.02538,1.77962,0.69623,1.61881,0.45807,1.62888,-0.00722,-0.17464,0.08493,1.00473,1.86488,-0.20676,0.82174,1.92206,-0.29486,0.64995,0.61802,-0.29799,1.94761,0.02458,0.81589,0.88551,1.508,2.28016,1.88447,0
-0.47826,0.83287,-0.33988,0.03641,-0.04449,0.08268,-0.43633,-0.4609,-0.33935,0.77202,-0.67279,-0.04855,-0.4097,-0.04617,-0.03328,-0.24487,-0.1795,-0.62887,-0.36774,0.39936,-0.31494,-0.16943,-0.24856,-0.27423,-0.78975,-0.46787,-0.25903,-0.73541,-0.81851,-0.28878,-0.15744,-0.25667,-0.37569,-0.30654,-0.61025,0.18258,0.29408,0.19255,-0.20711,-0.15292,-0.62108,-0.37133,-0.07736,-0.17464,-0.43828,-0.32045,-0.49753,-0.20676,-0.34478,-0.23657,-0.71939,-0.11118,0.42212,-0.70591,0.07968,-0.51285,-0.84461,0.05377,-0.25577,0.26786,0.76132,1
