$ck_oo_numberOfPrivateMethods,$LDHH_lcom,$LDHH_fanIn,$numberOfNonTrivialBugsFoundUntil:,$WCHU_numberOfPublicAttributes,$WCHU_numberOfAttributes,$CvsWEntropy,$LDHH_numberOfPublicMethods,$WCHU_fanIn,$LDHH_numberOfPrivateAttributes,$CvsEntropy,$LDHH_numberOfPublicAttributes,$WCHU_numberOfPrivateMethods,$WCHU_numberOfMethods,$ck_oo_numberOfPublicAttributes,$ck_oo_noc,$numberOfCriticalBugsFoundUntil:,$ck_oo_wmc,$LDHH_numberOfPrivateMethods,$WCHU_numberOfPrivateAttributes,$CvsLogEntropy,$WCHU_noc,$LDHH_numberOfAttributesInherited,$WCHU_wmc,$ck_oo_fanOut,$ck_oo_numberOfLinesOfCode,$ck_oo_numberOfAttributesInherited,$ck_oo_numberOfMethods,$ck_oo_dit,$ck_oo_fanIn,$LDHH_noc,$WCHU_dit,$ck_oo_lcom,$WCHU_numberOfAttributesInherited,$ck_oo_rfc,$LDHH_wmc,$LDHH_numberOfAttributes,$LDHH_numberOfLinesOfCode,$WCHU_fanOut,$WCHU_lcom,$ck_oo_cbo,$WCHU_rfc,$ck_oo_numberOfAttributes,$numberOfHighPriorityBugsFoundUntil:,$ck_oo_numberOfPrivateAttributes,$numberOfMajorBugsFoundUntil:,$WCHU_numberOfPublicMethods,$LDHH_dit,$WCHU_cbo,$CvsLinEntropy,$WCHU_numberOfMethodsInherited,$numberOfBugsFoundUntil:,$LDHH_fanOut,$LDHH_numberOfMethodsInherited,$LDHH_rfc,$ck_oo_numberOfMethodsInherited,$ck_oo_numberOfPublicMethods,$LDHH_cbo,$WCHU_numberOfLinesOfCode,$CvsExpEntropy,$LDHH_numberOfMethods,<$class
0.15656,0.05976,0.26883,2.93054,5.40644,2.06432,0.48798,0.99051,0.94762,0.14813,1.91573,0.47167,0.93002,1.68042,2.80843,-0.24392,,0.74592,0.57496,0.67325,0.26378,-0.22104,2.32684,2.01613,1.12112,0.37235,0.46814,1.75337,1.42568,0.39156,-0.18333,-0.26105,0.54707,2.47503,1.13961,0.5408,0.42814,0.69814,1.57121,0.92337,0.63279,2.97329,0.84483,,-0.1257,,3.40688,-0.19591,1.48389,0.63576,1.16612,2.93054,0.00857,0.19356,0.90897,1.89934,2.64696,0.4986,2.12541,0.81901,0.15169,0
-0.30875,-0.34814,-0.39201,-0.09697,-0.24087,-0.33684,-0.30376,-0.30763,-0.34951,-0.26441,-0.31006,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.43342,-0.15525,-0.30686,0.00656,-0.22104,-0.22948,-0.41799,-0.26888,-0.35489,-0.28943,-0.60926,-0.89231,-0.26926,-0.18333,-0.26105,-0.17962,-0.25149,-0.31167,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.32341,-0.44863,0.15755,,0.07724,,-0.40445,-0.19591,-0.49375,1.55151,-1.30967,-0.09697,-0.44511,-1.0563,-0.49473,-0.78854,-0.51749,-0.50277,-0.40489,1.71524,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.09697,-0.24087,-0.33684,-0.29988,-0.30763,-0.34951,-0.26441,-0.69129,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.27351,-0.15525,-0.30686,-0.36183,-0.22104,-0.22948,-0.41799,0.42612,-0.28801,0.08935,-0.38425,0.26669,-0.34268,-0.18333,-0.26105,-0.1652,-0.25149,-0.20417,-0.40694,-0.28721,-0.51475,0.13705,-0.19695,-0.18681,-0.44863,-0.39228,,-0.1257,,-0.40445,-0.19591,-0.24502,-0.78568,-1.30967,-0.09697,-0.01701,-1.0563,-0.49473,1.27906,-0.1452,-0.33562,-0.40489,-0.79107,-0.34682,0
-0.07609,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.2993,-0.30763,-0.34951,-0.26441,-0.6979,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.09361,-0.15525,-0.30686,-0.33433,-0.22104,-0.22948,-0.41799,-0.73221,-0.13755,-0.28943,-0.27174,-0.89231,-0.26926,-0.18333,-0.26105,-0.15367,-0.25149,-0.15042,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.46001,-0.44863,-0.52973,,-0.32865,,-0.40445,-0.19591,-0.49375,-0.55218,-1.30967,-0.29881,-0.44511,-1.0563,-0.49473,-0.71962,-0.1452,-0.50277,-0.40489,-0.29617,-0.34682,0
-0.30875,3.61954,-0.33888,-0.29881,-0.24087,-0.33684,-0.24759,5.03054,-0.09009,-0.26441,0.06382,-0.15762,-0.19321,0.94868,-0.4063,-0.24392,,-0.2935,-0.15525,-0.30686,-0.21109,-0.22104,-0.22948,0.4842,-0.73221,-0.32981,-0.28943,0.17828,0.26669,-0.19583,-0.18333,-0.26105,-0.07869,-0.25149,-0.29375,2.63872,-0.28721,2.12657,-0.58003,0.28672,-0.39171,0.35191,-0.52973,,-0.32865,,1.47333,-0.19591,-0.24746,-0.54808,1.16612,-0.29881,-0.44511,2.69844,2.25279,0.7277,0.78552,-0.45469,0.21196,-0.56863,3.64621,0
-0.30875,-0.23046,-0.31115,0.30669,-0.24087,-0.33684,1.11431,-0.15009,-0.09009,-0.26441,1.38543,-0.15762,-0.19321,0.27681,-0.4063,0.09385,,0.02632,-0.15525,-0.30686,0.01746,-0.22104,-0.22948,0.03311,0.19445,0.02127,-0.28943,0.62831,1.42568,0.24471,-0.18333,-0.26105,0.04243,-0.25149,0.08251,-0.32248,-0.28721,-0.44087,0.13002,0.05726,0.29129,0.34798,-0.25482,,0.07724,,0.53444,-0.19591,-0.00117,-0.3824,0.18165,0.30669,-0.36415,-0.06226,-0.36103,1.14122,1.15781,-0.36682,-0.09646,-0.77349,-0.23338,1
-0.30875,0.18215,-0.39201,1.31586,1.62923,0.45312,-0.25004,0.3605,-0.34951,-0.26441,0.6111,-0.15762,-0.19321,0.94868,-0.04911,-0.24392,,-0.17356,-0.15525,-0.30686,-0.06324,-0.22104,-0.22948,0.93529,-0.26888,-0.1877,-0.10004,-0.27174,1.42568,-0.26926,-0.18333,3.65785,-0.15367,-0.25149,-0.25792,0.21066,-0.1381,0.0107,-0.58003,0.26873,-0.39171,0.7561,-0.25482,,-0.1257,,1.47333,0.89844,-0.49375,-0.17713,0.67876,1.31586,-0.44511,0.61964,0.02339,1.00338,0.04095,-0.50277,0.53836,-0.20173,0.12444,0
-0.30875,-0.34814,-0.31115,0.10486,-0.24087,-0.33684,-0.02783,-0.30763,-0.09009,-0.26441,0.47126,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.19355,-0.15525,-0.30686,-0.13758,1.78245,-0.22948,0.05544,-0.73221,-0.20024,-0.28943,0.06578,0.26669,-0.34268,0.2137,-0.26105,-0.10176,-0.25149,-0.27583,-0.35887,-0.28721,-0.43388,0.13002,-0.19695,-0.52831,-0.03659,-0.11736,,0.07724,,-0.40445,-0.19591,-0.00117,-0.50604,0.16703,0.10486,-0.39878,-0.2527,-0.44195,0.24526,0.41323,-0.40656,0.29581,-0.75912,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.22829,-0.30763,-0.34951,-0.26441,-0.0795,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.45341,-0.15525,-0.30686,-0.0517,-0.22104,-0.22948,-0.41799,-0.50055,-0.40086,-0.28943,-0.60926,-0.89231,-0.26926,-0.18333,-0.26105,-0.17962,-0.25149,-0.49084,-0.40694,-0.28721,-0.51475,0.13002,-0.19695,-0.39171,-0.44863,-0.66719,,-0.5316,,-0.40445,-0.19591,-0.24746,0.76397,0.16703,-0.29881,3.06298,-0.06226,-0.49473,-0.71962,-0.51749,1.29384,-0.40489,0.49835,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.50064,-0.24087,0.45312,-0.31943,-0.30763,-0.34951,2.57876,-0.91046,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.33347,-0.15525,0.66364,-0.41102,-0.22104,-0.22948,0.03311,-0.03721,-0.35071,-0.10004,-0.49675,1.42568,-0.26926,-0.18333,-0.26105,-0.17385,-0.25149,-0.43709,0.93383,1.80212,0.8919,0.84007,-0.19695,-0.25511,-0.04051,-0.52973,,-0.32865,,-0.40445,-0.19591,-0.00117,-0.87778,1.15149,-0.50064,2.1937,1.27392,1.11082,-0.3061,-0.33134,0.31636,-0.09347,-0.85368,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.29881,-0.24087,-0.33684,-0.27509,-0.30763,-0.34951,-0.26441,-0.33273,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.13359,-0.15525,-0.30686,-0.10709,-0.22104,-0.22948,-0.41799,-0.96388,-0.2295,-0.28943,1.19084,-0.89231,-0.12241,-0.18333,-0.26105,0.2587,-0.25149,-0.24,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.39171,-0.44863,0.43246,,1.09198,,-0.40445,-0.19591,-0.49375,0.67397,0.16703,-0.29881,-0.44511,-0.06226,-0.49473,-0.78854,2.46082,-0.50277,-0.40489,0.47828,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.50064,-0.24087,-0.33684,-0.31943,-0.30763,-0.34951,-0.26441,-0.91046,-0.15762,-0.19321,-0.39506,4.2372,-0.24392,,-0.23353,-0.15525,-0.30686,-0.41102,-0.22104,-0.22948,-0.41799,0.88945,-0.14173,-0.28943,-0.27174,0.26669,-0.26926,-0.18333,-0.26105,-0.15367,-0.25149,-0.18625,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,0.01809,-0.44863,1.25719,,-0.32865,,-0.40445,-0.19591,-0.49375,-0.87778,-1.30967,-0.50064,-0.44511,-1.0563,-0.49473,-0.6507,-0.88977,-0.50277,-0.40489,-0.85368,-0.34682,0
-0.30875,1.37409,2.18099,-0.09697,-0.24087,-0.33684,-0.27912,2.34642,0.17191,-0.26441,-0.41102,-0.15762,-0.19321,0.27681,-0.4063,-0.24392,,-0.2935,-0.15525,-0.30686,-0.17336,-0.22104,-0.22948,0.03311,-0.73221,-0.28383,-0.28943,-0.27174,-0.89231,0.31813,-0.18333,-0.26105,-0.15367,-0.25149,-0.43709,0.93383,-0.28721,0.8919,-0.58003,0.03701,0.08639,-0.05229,-0.66719,,-0.5316,,0.53444,-0.19591,0.00127,0.39725,-1.30967,-0.09697,-0.44511,-1.0563,1.11082,-0.78854,0.04095,2.00936,-0.0785,0.95393,1.37645,0
-0.30875,-0.34814,-0.39201,-0.50064,-0.24087,-0.33684,-0.27997,-0.30763,-0.34951,-0.26441,-0.74277,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.23353,-0.15525,-0.30686,-0.38294,-0.22104,-0.22948,-0.41799,1.12112,-0.15009,-0.28943,-0.60926,-0.89231,-0.34268,-0.18333,-0.26105,-0.17962,-0.25149,0.08251,-0.40694,-0.28721,-0.51475,1.55012,-0.19695,0.01809,-0.05229,-0.66719,,-0.5316,,-0.40445,-0.19591,0.24512,-0.8558,0.16703,-0.50064,2.31526,-0.06226,1.11082,-0.78854,-0.51749,0.36891,-0.40489,-0.85362,-0.34682,0
-0.07609,-0.34814,-0.39201,0.50853,-0.24087,-0.33684,-0.15655,-0.30763,-0.34951,-0.26441,0.44259,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.2935,-0.15525,-0.30686,0.05992,-0.22104,-0.22948,-0.41799,-0.03721,-0.31309,-0.28943,-0.15923,-0.89231,-0.26926,-0.18333,-0.26105,-0.13925,-0.25149,-0.20417,-0.40694,-0.28721,-0.51475,0.13002,-0.19695,-0.25511,-0.05229,-0.25482,,0.07724,,-0.40445,-0.19591,-0.24746,1.03767,-0.81744,0.50853,-0.27848,-0.56406,-0.39427,-0.6507,0.04095,-0.34994,-0.40489,1.61907,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.50064,-0.24087,-0.33684,-0.24915,-0.30763,-0.34951,-0.26441,-0.21407,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.23353,-0.15525,-0.30686,-0.28382,-0.22104,-0.22948,-0.41799,-0.26888,-0.2713,-0.28943,-0.15923,1.42568,-0.26926,-0.18333,3.65785,-0.13925,-0.25149,-0.27583,-0.40694,-0.28721,-0.51475,0.13002,-0.19695,-0.32341,-0.44863,-0.25482,,0.07724,,-0.40445,3.66089,-0.24746,-0.74039,0.65926,-0.50064,-0.08455,0.22253,-0.49473,-0.23718,0.22709,-0.32979,-0.40489,-0.83907,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.50064,-0.24087,-0.33684,-0.31943,-0.30763,-0.34951,-0.26441,-0.91046,-0.15762,-0.19321,-0.39506,1.73685,-0.24392,,-0.25352,-0.15525,-0.30686,-0.41102,-0.22104,-0.22948,-0.41799,0.19445,-0.25458,-0.28943,-0.27174,0.26669,-0.26926,-0.18333,-0.26105,-0.15367,-0.25149,-0.32959,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.18681,-0.44863,0.15755,,-0.5316,,-0.40445,-0.19591,-0.49375,-0.87778,-1.30967,-0.50064,-0.44511,-1.0563,-0.49473,-0.6507,-0.88977,-0.50277,-0.40489,-0.85368,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.09697,-0.24087,-0.33684,-0.16112,-0.30763,-0.34951,-0.26441,0.15833,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.35346,-0.15525,-0.30686,0.02672,-0.22104,-0.22948,-0.41799,0.88945,-0.24622,-0.28943,-0.60926,-0.89231,-0.26926,-0.18333,-0.26105,-0.17962,-0.25149,-0.38334,-0.40694,-0.28721,-0.31254,-0.58003,-0.19695,0.01809,-0.44863,-0.11736,,0.28019,,-0.40445,-0.19591,-0.49375,1.02684,-0.3252,-0.09697,-0.44511,-0.26187,-0.49473,-0.71962,-0.51749,-0.50277,-0.08149,0.90181,-0.34682,0
-0.30875,-0.34814,1.63334,-0.09697,-0.24087,0.45312,-0.29676,-0.30763,-0.09009,5.52862,-0.35243,-0.15762,-0.19321,-0.39506,-0.4063,-0.24392,,-0.27351,-0.15525,0.66364,-0.17473,-0.22104,-0.22948,0.03311,-0.03721,-0.27547,-0.28943,-0.49675,-0.89231,-0.26926,-0.18333,-0.26105,-0.17385,-0.25149,-0.38334,2.3959,4.26805,1.92435,0.13002,-0.19695,-0.25511,0.34798,0.295,,0.88903,,-0.40445,-0.19591,-0.24502,0.28588,-1.30967,-0.09697,3.06298,-1.0563,3.66694,-0.6507,-0.33134,1.29384,-0.10245,0.79968,-0.34682,0
-0.30875,-0.34814,1.63334,0.10486,-0.24087,-0.33684,-0.2528,-0.30763,-0.09009,-0.26441,0.43185,-0.15762,-0.19321,-0.39506,-0.04911,-0.24392,,-0.35346,-0.15525,-0.30686,0.06277,-0.22104,-0.22948,-0.41799,-0.50055,-0.35907,-0.28943,-0.38425,-0.89231,-0.12241,-0.18333,-0.26105,-0.1652,-0.25149,-0.41917,-0.40694,-0.28721,-0.51475,-0.58003,-0.19695,-0.25511,-0.44863,-0.25482,,-0.5316,,-0.40445,-0.19591,-0.24746,0.98187,0.18165,0.10486,-0.44511,-0.06226,-0.49473,-0.16826,-0.1452,1.29384,-0.40489,0.67893,-0.34682,1
-0.30875,-0.24826,3.89894,0.71036,-0.24087,-0.33684,-0.02764,-0.23222,4.0813,-0.26441,0.85146,-0.15762,-0.19321,0.27681,-0.4063,7.18705,,-0.41343,-0.15525,-0.30686,0.0762,5.85885,-0.22948,0.4842,-0.96388,-0.4134,-0.28943,-0.38425,-0.89231,6.26546,1.37415,-0.26105,-0.1652,-0.25149,-0.50876,-0.19338,-0.28721,1.0742,-0.58003,0.03476,5.55037,0.34406,-0.66719,,-0.5316,,0.53444,-0.19591,3.71269,0.65861,0.16703,0.71036,-0.44511,-0.06226,-0.27785,-0.78854,-0.1452,3.73243,0.51141,0.8913,-0.26942,1
0.15656,5.33956,0.60649,3.73787,1.62923,7.60969,2.71326,5.9449,2.52731,6.866,3.51328,0.94026,2.03124,5.1063,0.30808,-0.24392,,0.58601,0.80303,4.5841,0.87601,-0.22104,-0.22948,3.77584,1.58445,0.83628,-0.28943,2.87843,-0.89231,1.05237,-0.18333,-0.26105,1.34009,-0.25149,1.31878,4.46131,8.24223,3.51379,2.97725,2.75682,1.38408,3.34609,1.94447,,1.09198,,6.32579,-0.19591,2.98114,3.38484,-1.30967,3.73787,2.11193,-1.0563,3.80415,-1.40882,4.13611,1.67206,2.94889,3.63303,5.69306,1
-0.30875,-0.15662,-0.39201,-0.09697,-0.24087,0.45312,-0.30276,-0.14051,-0.34951,0.03872,-0.59472,-0.15762,-0.19321,0.27681,1.73685,-0.24392,,-0.39344,-0.15525,0.66364,-0.29903,-0.22104,-0.22948,0.03311,-0.50055,-0.35489,-0.28943,-0.49675,-0.89231,-0.19583,-0.18333,-0.26105,-0.17385,-0.25149,-0.49084,-0.1807,0.12308,-0.25995,-0.58003,0.03251,-0.32341,-0.05229,0.295,,-0.32865,,0.53444,-0.19591,-0.49375,-0.40763,-0.3252,-0.09697,-0.44511,-0.26187,-0.20694,-0.78854,-0.33134,-0.50277,-0.09646,-0.10707,-0.06062,0
-0.07609,-0.34814,2.44586,-0.09697,-0.24087,-0.33684,-0.1209,-0.30763,4.09928,-0.26441,0.67922,-0.15762,-0.19321,-0.39506,0.30808,-0.24392,,-0.15357,-0.15525,-0.30686,-0.00492,-0.22104,-0.22948,0.03757,-0.50055,-0.28801,-0.28943,0.29079,-0.89231,4.94383,-0.18333,-0.26105,-0.05274,-0.25149,-0.27583,-0.25654,-0.28721,-0.37991,-0.58003,-0.19695,4.45758,-0.44863,-0.39228,,-0.5316,,-0.40445,-0.19591,3.72976,0.33915,0.18165,-0.09697,-0.44511,-0.06226,-0.49473,-0.16826,0.41323,2.14385,-0.09347,0.44058,-0.34682,0
-0.07609,-0.34814,-0.39201,0.50853,-0.24087,-0.33684,1.00704,-0.30763,-0.34951,-0.26441,0.97622,-0.15762,-0.19321,-0.39506,0.30808,-0.24392,,0.34614,-0.15525,-0.30686,0.17489,-0.22104,0.54053,0.52886,1.35278,0.07143,-0.10004,-0.27174,0.26669,-0.26926,-0.18333,-0.26105,-0.15367,1.11177,-0.15042,0.02952,-0.28721,-0.15462,0.85413,-0.19695,0.15469,0.35191,-0.39228,,-0.5316,,-0.40445,-0.19591,0.00371,1.17422,0.65926,0.50853,0.02738,0.18304,-0.13153,-0.09934,-0.88977,-0.23784,0.2988,0.87999,-0.34682,0
-0.30875,-0.34814,-0.39201,-0.09697,-0.24087,-0.33684,-0.28426,-0.30763,-0.34951,-0.26441,-0.3217,-0.15762,-0.19321,-0.39506,-0.4063,0.43162,,-0.19355,-0.15525,-0.30686,-0.16253,-0.22104,-0.22948,-0.41799,-0.03721,-0.13337,-0.10004,0.06578,1.42568,-0.19583,-0.18333,-0.26105,-0.10176,-0.25149,0.04667,-0.40694,-0.28721,0.8919,0.13002,-0.19695,-0.18681,-0.05229,0.56991,,-0.5316,,-0.40445,-0.19591,-0.24746,0.34218,-0.81744,-0.09697,1.88051,0.09184,1.11082,-0.3061,-0.51749,0.21275,-0.10245,0.90353,-0.34682,0
