$ck_oo_numberOfPrivateMethods,$LDHH_lcom,$LDHH_fanIn,$numberOfNonTrivialBugsFoundUntil:,$WCHU_numberOfPublicAttributes,$WCHU_numberOfAttributes,$CvsWEntropy,$LDHH_numberOfPublicMethods,$WCHU_fanIn,$LDHH_numberOfPrivateAttributes,$CvsEntropy,$LDHH_numberOfPublicAttributes,$WCHU_numberOfPrivateMethods,$WCHU_numberOfMethods,$ck_oo_numberOfPublicAttributes,$ck_oo_noc,$numberOfCriticalBugsFoundUntil:,$ck_oo_wmc,$LDHH_numberOfPrivateMethods,$WCHU_numberOfPrivateAttributes,$CvsLogEntropy,$WCHU_noc,$LDHH_numberOfAttributesInherited,$WCHU_wmc,$ck_oo_fanOut,$ck_oo_numberOfLinesOfCode,$ck_oo_numberOfAttributesInherited,$ck_oo_numberOfMethods,$ck_oo_dit,$ck_oo_fanIn,$LDHH_noc,$WCHU_dit,$ck_oo_lcom,$WCHU_numberOfAttributesInherited,$ck_oo_rfc,$LDHH_wmc,$LDHH_numberOfAttributes,$LDHH_numberOfLinesOfCode,$WCHU_fanOut,$WCHU_lcom,$ck_oo_cbo,$WCHU_rfc,$ck_oo_numberOfAttributes,$numberOfHighPriorityBugsFoundUntil:,$ck_oo_numberOfPrivateAttributes,$numberOfMajorBugsFoundUntil:,$WCHU_numberOfPublicMethods,$LDHH_dit,$WCHU_cbo,$CvsLinEntropy,$WCHU_numberOfMethodsInherited,$numberOfBugsFoundUntil:,$LDHH_fanOut,$LDHH_numberOfMethodsInherited,$LDHH_rfc,$ck_oo_numberOfMethodsInherited,$ck_oo_numberOfPublicMethods,$LDHH_cbo,$WCHU_numberOfLinesOfCode,$CvsExpEntropy,$LDHH_numberOfMethods,<$class
-0.4071,-0.29476,-0.21405,-0.61123,-0.13792,-0.37951,-0.26767,-0.28796,0.00111,-0.29978,-0.13109,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.3212,-0.22427,-0.34094,0.7551,-0.2041,-0.16536,-0.42686,-0.74062,-0.26665,2.93955,-0.39697,3.43571,-0.13103,-0.16977,2.89997,-0.22222,-0.23447,-0.44334,-0.34716,-0.31166,-0.25775,-0.58044,-0.32065,-0.40406,-0.47399,-0.29694,-0.19848,-0.53243,-0.37123,-0.36959,2.11366,-0.30893,0.44131,1.84828,-0.3307,-0.50763,0.6834,-0.38756,1.78724,-0.51562,-0.40396,-0.20815,0.10556,-0.30277,0
-0.4071,-0.29476,-0.35747,0.05766,-0.13792,-0.37951,-0.27611,-0.28796,-0.38631,-0.29978,-0.64469,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.48535,-0.22427,-0.34094,-1.26202,-0.2041,-0.16536,-0.42686,-0.74062,-0.34117,-0.28154,-0.60529,-0.61748,-0.13103,-0.16977,-0.22148,-0.23889,-0.23447,-0.47307,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.40406,-0.47399,-0.39531,-0.65701,-0.53243,-0.37123,-0.36959,-0.17081,-0.61588,-0.82192,-0.83212,-0.3307,-0.50763,-0.74585,-0.38756,-0.79961,-0.51562,-0.53142,-0.50638,-0.4987,-0.30277,0
-0.4071,-0.29476,-0.17482,-0.61123,-0.13792,-0.37951,-0.27165,-0.28796,0.00111,-0.29978,-0.58304,-0.09532,-0.27508,-0.38916,-0.13433,0.26119,-0.27888,-0.3212,-0.22427,-0.34094,0.7362,1.60671,-0.16536,-0.42686,-0.42133,-0.27542,-0.28154,-0.08447,0.73358,-0.13103,1.77173,-0.22148,-0.17223,-0.23447,-0.36901,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.27297,-0.47399,-0.39531,-0.50417,-0.3642,-0.37123,-0.36959,-0.17081,-0.30893,0.29443,-0.17021,-0.41707,-0.50763,-0.17619,-0.38756,0.02598,0.12282,-0.36777,-0.50638,-0.12028,-0.30277,0
-0.4071,0.29341,-0.24623,1.72986,3.52821,2.88448,1.46566,-0.01901,0.39621,0.36996,-0.31555,-0.09532,2.61436,3.52168,0.00975,-0.19164,-0.27888,-0.45252,0.01241,3.24349,-1.26688,-0.2041,-0.16536,1.75154,0.05762,-0.31487,4.95273,-0.39697,2.08465,-0.13103,-0.16977,-0.22148,-0.22222,2.22886,-0.14601,-0.06163,0.19144,-0.21864,0.78028,5.19844,-0.14187,2.10468,0.88344,-0.65701,1.65458,-0.37123,1.50866,-0.17081,0.32017,-1.20799,-0.15055,0.70578,-0.2193,-0.69806,0.01356,3.32834,-0.26024,-0.35711,2.23969,-1.12307,0.39113,0
-0.4071,-0.29476,-0.35747,0.05766,-0.13792,-0.37951,-0.2309,-0.28796,-0.38631,-0.29978,-0.64469,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.48535,-0.22427,-0.34094,-1.26202,-0.2041,-0.16536,-0.42686,1.17515,-0.03434,0.12109,-0.70946,2.08465,-0.28743,-0.16977,-0.22148,-0.24222,-0.23447,0.03238,-0.34716,-0.31166,0.08085,-0.12538,-0.32065,0.25142,-0.10918,-0.49368,-0.65701,-0.53243,-0.37123,-0.36959,-0.17081,-0.30589,-0.82192,-0.83212,-0.3307,-0.02936,-0.74585,-0.05935,-0.52441,-0.77099,-0.24454,0.09303,-0.4987,-0.30277,1
-0.4071,-0.29476,-0.30156,-0.44401,-0.13792,-0.37951,-0.11447,-0.28796,0.00111,-0.29978,-0.40006,-0.09532,-0.27508,-0.38916,0.15383,0.26119,-0.27888,-0.15705,-0.22427,-0.34094,-1.27196,-0.2041,-0.16536,-0.42686,-0.74062,-0.2272,-0.28154,-0.18864,-0.61748,-0.20923,-0.16977,-0.22148,-0.19223,-0.23447,-0.38387,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.46961,-0.47399,-0.29694,-0.65701,-0.53243,-0.37123,-0.36959,-0.17081,-0.30893,-1.26208,0.4917,-0.58982,-0.50763,0.19567,-0.38756,-0.30425,-0.00487,-0.4871,-0.50638,-1.20435,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.27679,-0.13792,-0.37951,-0.25861,-0.28796,-0.38631,-0.29978,-0.08954,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.41969,-0.22427,-0.34094,0.76055,-0.2041,-0.16536,0.03056,-0.42133,-0.3061,-0.28154,-0.50113,-0.61748,-0.28743,-0.16977,-0.22148,-0.23222,-0.23447,-0.35414,-0.09946,-0.31166,-0.23236,-0.12984,-0.32065,-0.40406,-0.10918,-0.49368,-0.35132,-0.53243,-0.37123,-0.36959,-0.17081,-0.30893,0.55745,-0.83212,-0.3307,-0.26797,-0.74585,-0.18213,-0.79961,-0.51562,-0.38906,-0.19929,0.3735,-0.30277,0
-0.00667,-0.29476,-0.35747,-0.10956,-0.13792,-0.37951,0.00302,-0.28796,-0.38631,-0.29978,0.42167,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.05856,-0.22427,-0.34094,0.77714,-0.2041,-0.16536,-0.42686,-0.42133,-0.06503,-0.28154,0.33218,-0.61748,-0.13103,-0.16977,-0.22148,-0.05893,-0.23447,-0.11628,-0.34716,-0.31166,-0.42756,0.77135,-0.32065,-0.27297,-0.47399,0.09652,-0.19848,0.47696,-0.37123,-0.36959,-0.17081,0.30498,0.60794,0.5048,-0.07158,0.77502,0.19567,-0.38756,0.1911,0.50588,0.17151,-0.50638,0.33607,-0.30277,0
-0.00667,-0.29476,-0.35747,-0.44401,-0.13792,-0.37951,-0.28132,-0.28796,-0.38631,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,0.00975,-0.19164,-0.27888,-0.51818,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,-0.74062,-0.3587,-0.28154,-0.70946,-0.61748,-0.28743,-0.16977,-0.22148,-0.24222,-0.23447,-0.50281,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.53516,-0.47399,-0.29694,-0.65701,-0.3642,-0.37123,-0.36959,-0.17081,-0.61588,-1.34205,-0.83212,-0.58982,-0.50763,-0.74585,-0.38756,-0.79961,-0.77099,-0.53142,-0.50638,-1.23969,-0.30277,0
-0.00667,-0.29476,-0.35747,-0.44401,-0.13792,-0.37951,-0.28132,-0.28796,-0.38631,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.15705,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,1.3348,-0.10448,-0.28154,-0.2928,0.73358,-0.20923,-0.16977,-0.22148,-0.20889,-0.23447,-0.04195,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,0.38252,-0.47399,-0.29694,-0.50417,-0.19597,0.79639,-0.36959,-0.17081,-0.61588,-1.34205,-0.83212,-0.58982,-0.50763,-0.74585,-0.38756,-0.57945,-0.26024,-0.53142,-0.50638,-1.23969,-0.30277,0
0.39376,-0.29476,-0.29624,-0.27679,-0.13792,-0.37951,-0.25424,-0.28796,0.00111,-0.29978,-0.659,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,0.07277,-0.22427,-0.34094,-1.28128,-0.2041,-0.16536,-0.42686,-0.42133,-0.05626,-0.28154,0.95717,-0.61748,-0.28743,-0.16977,-0.22148,0.21101,-0.23447,0.04725,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.40406,-0.47399,-0.10021,-0.35132,0.14049,-0.37123,-0.36959,-0.17081,-0.30893,-1.31227,0.4917,-0.50344,-0.50763,0.19567,-0.38756,-0.30425,1.14432,-0.46585,-0.50638,-1.23619,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.27679,-0.13792,-0.37951,-0.28132,-0.28796,-0.38631,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.28837,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,0.21727,-0.22282,1.329,-0.39697,2.08465,-0.20923,-0.16977,-0.22148,-0.22222,-0.23447,-0.22034,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.14187,-0.47399,-0.10021,-0.65701,0.14049,-0.37123,-0.36959,-0.17081,-0.61588,-1.34205,-0.11123,-0.41707,-0.50763,1.92005,-0.38756,1.56708,-0.26024,-0.53142,-0.50638,-1.23969,-0.30277,0
1.99549,-0.23216,-0.35747,0.3921,-0.13792,0.43649,-0.22111,-0.28796,-0.38631,-0.29978,-0.59362,-0.09532,1.07686,0.3523,-0.13433,-0.19164,-0.27888,0.30258,-0.08037,-0.34094,-1.2773,-0.2041,0.30112,0.51968,-0.58097,0.16728,0.12109,0.74884,-0.61748,-0.20923,-0.16977,-0.22148,0.1077,2.20471,0.49324,-0.18764,-0.20346,-0.314,-0.12984,0.21604,-0.40406,0.36649,-0.00185,-0.65701,0.14049,-0.37123,-0.36959,-0.17081,-0.30893,-1.26964,1.87449,-0.15795,-0.38854,0.28058,-0.25269,5.41983,0.37819,-0.46585,0.1698,-1.17359,-0.21284,0
-0.4071,-0.29476,0.1154,-0.61123,-0.13792,-0.37951,-0.28132,-0.28796,0.00111,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.41969,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,-0.26168,-0.28857,-0.28154,-0.39697,-0.61748,-0.13103,-0.16977,-0.22148,-0.22222,-0.23447,-0.38387,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.20742,-0.47399,-0.29694,-0.65701,-0.19597,-0.37123,-0.36959,-0.17081,-0.30893,-1.34205,-0.83212,-0.50344,-0.50763,-0.74585,-0.38756,-0.30425,-0.26024,-0.17928,-0.50638,-1.23969,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.61123,-0.13792,-0.37951,-0.26141,-0.28796,-0.38631,-0.29978,-0.36018,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.41969,-0.22427,-0.34094,0.74669,-0.2041,-0.16536,-0.42686,-0.58097,-0.29733,-0.28154,-0.39697,0.73358,-0.28743,-0.16977,-0.22148,-0.22222,-0.23447,-0.42847,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.46961,-0.47399,-0.39531,-0.35132,-0.3642,-0.37123,-0.36959,-0.17081,-0.61588,0.39398,1.16016,-0.41707,-0.50763,0.29722,-0.38756,0.24614,-0.38793,-0.53142,-0.50638,0.07274,-0.30277,0
-0.00667,0.38174,1.99907,1.06098,-0.13792,0.43649,0.0703,1.43315,3.14273,0.16782,0.28557,-0.09532,3.76748,1.1083,-0.13433,-0.19164,1.93082,-0.18988,1.86369,0.55296,0.78792,-0.2041,-0.16536,0.98162,0.69621,-0.0212,-0.28154,0.12386,-0.61748,0.88555,-0.16977,-0.22148,-0.12225,-0.23447,-0.01222,0.32944,0.04973,0.10819,-0.11646,0.79922,1.03801,1.01026,0.19488,1.32994,0.64519,0.79639,3.31432,-0.17081,2.4962,0.98548,-0.17021,0.79216,-0.26797,-0.17619,0.35656,-0.30425,0.25051,1.50959,0.50347,1.32844,0.4213,0
1.19463,0.7679,-0.35747,1.2282,-0.13792,1.26864,1.47809,0.3038,-0.38631,0.58772,2.62642,-0.09532,3.74098,2.54761,-0.13433,-0.19164,4.14052,1.51731,1.12192,1.46455,0.87782,-0.2041,-0.16536,5.66903,0.69621,0.58368,-0.28154,-0.08447,-0.61748,-0.20923,-0.16977,-0.22148,-0.17223,-0.23447,0.21078,2.21835,0.35364,1.65064,1.22195,1.45847,0.05478,3.93227,0.48998,2.247,1.14989,1.964,0.54685,-0.17081,0.61193,1.52953,0.4917,2.43325,-0.00775,0.19567,1.77287,-0.30425,-0.51562,-0.23549,4.06156,1.95671,0.88637,0
-0.4071,-0.29476,0.32556,-0.10956,-0.13792,-0.37951,-0.2622,-0.28796,0.00111,-0.29978,-0.64469,-0.09532,-0.27508,-0.38916,-0.13433,0.26119,-0.27888,-0.41969,-0.22427,-0.34094,-1.26202,-0.2041,-0.16536,-0.42686,-0.58097,-0.31048,-0.28154,-0.39697,0.73358,-0.13103,-0.16977,-0.22148,-0.22222,-0.23447,-0.44334,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.33852,-0.47399,-0.29694,-0.65701,-0.19597,-0.37123,-0.36959,-0.17081,-0.30893,-0.82192,-0.11123,-0.41707,-0.50763,1.92005,-0.38756,0.41126,-0.64331,-0.03697,-0.50638,-0.4987,-0.30277,0
-0.4071,-0.29476,2.92927,-0.61123,-0.13792,-0.37951,-0.28132,-0.28796,0.38854,-0.29978,-0.90203,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,0.13843,-0.22427,-0.34094,-1.28905,-0.2041,-0.16536,-0.42686,-0.74062,-0.09571,-0.28154,1.37383,-0.61748,-0.05283,-0.16977,-0.22148,0.45762,-0.23447,-0.20548,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,-0.33852,-0.47399,0.58834,-0.35132,1.31812,-0.37123,-0.36959,-0.17081,-0.00197,-1.34205,-0.83212,-0.50344,-0.50763,-0.74585,-0.38756,0.1911,1.91044,2.27757,-0.50638,-1.23969,-0.30277,1
5.59936,-0.0917,-0.27479,1.89708,-0.13792,0.52536,1.94014,-0.12764,0.00111,-0.16268,1.8129,-0.09532,1.15639,1.1083,-0.13433,-0.19164,1.93082,2.20675,-0.00624,0.63261,-1.19518,-0.2041,-0.16536,0.50156,1.6541,1.63125,-0.28154,0.85301,-0.61748,-0.28743,-0.16977,-0.22148,0.15769,-0.23447,1.59335,-0.16823,-0.20779,-0.25474,3.51956,0.88797,0.44807,2.35146,-0.29694,1.48279,-0.19597,1.964,0.54685,-0.17081,2.17405,-0.88665,0.4917,2.77874,2.2789,0.19567,0.37573,-0.30425,-0.64331,1.14509,0.60386,-1.02908,-0.06235,0
-0.4071,-0.29476,-0.35747,0.05766,-0.13792,-0.37951,-0.10174,-0.28796,-0.38631,-0.29978,0.93652,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,-0.28837,-0.22427,-0.34094,0.81235,-0.2041,-0.16536,-0.42686,0.05762,-0.08694,-0.28154,-0.08447,-0.61748,-0.20923,-0.16977,-0.22148,-0.17223,-0.23447,-0.22034,-0.34716,-0.31166,-0.06602,0.32075,-0.32065,-0.14187,0.24847,-0.00185,0.41289,0.14049,-0.37123,-0.36959,-0.17081,-0.00197,1.10827,-0.83212,0.36029,-0.12691,-0.74585,-0.09787,-0.79961,-0.26024,-0.32298,0.40602,1.51041,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.44401,-0.13792,0.43649,-0.2581,-0.28796,-0.38631,0.16782,-0.58304,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,0.07277,-0.22427,0.55296,0.7362,-0.2041,-0.16536,-0.42686,-0.26168,-0.10009,-0.28154,-0.08447,-0.61748,-0.20923,-0.16977,-0.22148,-0.17223,-0.23447,-0.26494,-0.34716,0.04973,-0.23236,-0.58044,-0.32065,-0.27297,-0.47399,-0.39531,-0.50417,-0.3642,-0.37123,-0.36959,-0.17081,-0.30893,0.29443,-0.17021,-0.41707,-0.50763,-0.17619,-0.38756,-0.30425,0.12282,-0.38906,-0.2052,-0.12028,-0.30277,0
-0.4071,-0.29476,-0.35747,-0.10956,-0.13792,-0.37951,0.14761,-0.28796,-0.38631,-0.29978,0.40719,-0.09532,-0.27508,-0.38916,-0.13433,-0.19164,-0.27888,0.00711,-0.22427,-0.34094,0.77718,-0.2041,0.97462,-0.42686,-0.26168,-0.13077,2.53691,-0.39697,-0.61748,-0.28743,-0.16977,-0.22148,-0.22222,4.76464,-0.14601,-0.34716,-0.31166,-0.26372,-0.12984,-0.32065,-0.33852,-0.10918,-0.29694,-0.04564,-0.19597,-0.37123,-0.36959,-0.17081,-0.30893,0.6158,2.64781,0.0148,-0.31953,0.82678,-0.2545,0.90661,-0.26024,-0.429,-0.20815,0.3553,-0.30277,0
-0.4071,-0.29476,2.53238,-0.10956,-0.13792,-0.37951,-0.23261,-0.28796,1.56233,-0.29978,-0.3257,-0.09532,-0.27508,-0.38916,-0.13433,3.431,-0.27888,-0.18988,-0.22427,-0.34094,0.76324,1.60671,-0.16536,-0.42686,-0.74062,-0.20967,-0.28154,0.33218,-0.61748,2.13671,0.95647,-0.22148,-0.05893,-0.23447,-0.35414,-0.34716,-0.31166,-0.42756,-0.58044,-0.32065,1.49685,-0.47399,-0.00185,-0.65701,0.30873,-0.37123,-0.36959,-0.17081,0.928,0.81455,-0.83212,-0.3307,-0.50763,-0.74585,-0.38756,-0.30425,0.63357,1.7324,-0.50638,0.6207,-0.30277,0
